,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,Team_df1,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
2120,Arizona Cardinals,Michael Wilson,https://en.wikipedia.org/wiki/Michael_Wilson_(wide_receiver),184723.0,2621,Michael Wilson,2024,29,25,0,0,,0,0,0,,0,,0,1,7,7.0,0,0.2,129,85,1113,13.1,7,38.4,0,,1,0,44,154.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,,0,1120,0,WR,ARI,0,0,0,0,0,0,0,,Michael Wilson,Michael Wilson,100.0,Arizona Cardinals,14,2620
826,Arizona Cardinals,Elijah Higgins,https://en.wikipedia.org/wiki/Elijah_Higgins,23555.0,1023,Elijah Higgins,2024,28,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,43,34,335,9.9,3,12.0,0,,0,0,18,51.5,0.0,1,2,0,0,0,0,0,0,0,0,0,0,,0,335,0,TE,ARI,0,0,0,0,0,0,0,,Elijah Higgins,Elijah Higgins,100.0,Arizona Cardinals,15,1022
1228,Arizona Cardinals,Trey McBride,https://en.wikipedia.org/wiki/Trey_McBride,170505.0,1528,Trey McBride,2024,49,41,0,0,,0,0,0,,0,,0,1,2,2.0,1,0.0,292,221,2236,10.1,6,45.6,0,,0,0,48,271.8,0.0,7,1,0,0,0,0,0,2,3,1,0,0,,0,2238,0,TE,ARI,0,0,0,0,0,0,0,,Trey McBride,Trey McBride,100.0,Arizona Cardinals,16,1527
1596,Arizona Cardinals,Tip Reiman,https://en.wikipedia.org/wiki/Tip_Reiman,28861.0,1975,Tip Reiman,2024,17,9,0,0,,0,0,0,,0,,0,0,0,,0,0.0,7,6,37,6.2,0,2.2,0,,0,0,0,3.7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,37,0,TE,ARI,0,0,0,0,0,0,0,,Tip Reiman,Tip Reiman,100.0,Arizona Cardinals,17,1974
1989,Arizona Cardinals,Travis Vokolek,https://en.wikipedia.org/wiki/Travis_Vokolek,7921.0,2463,Travis Vokolek,2024,3,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,TE,ARI,0,0,0,0,0,0,0,,Travis Vokolek,Travis Vokolek,100.0,Arizona Cardinals,19,2462
7,Arizona Cardinals,Isaiah Adams,https://en.wikipedia.org/wiki/Isaiah_Adams,20285.0,10,Isaiah Adams,2024,15,5,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,ARI,0,0,0,0,0,0,0,,Isaiah Adams,Isaiah Adams,100.0,Arizona Cardinals,20,9
413,Arizona Cardinals,McClendon Curtis,https://en.wikipedia.org/wiki/McClendon_Curtis,8765.0,506,McClendon Curtis,2024,5,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,SEA,0,0,0,0,0,0,0,,McClendon Curtis,McClendon Curtis,100.0,Arizona Cardinals,21,505
633,Arizona Cardinals,Hjalte Froholdt,https://en.wikipedia.org/wiki/Hjalte_Froholdt,29668.0,775,Hjalte Froholdt,2024,65,40,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,2,0,0,0,,0,-16,0,C,"ARI,CLE,NWE",0,0,0,0,0,0,0,,Hjalte Froholdt,Hjalte Froholdt,100.0,Arizona Cardinals,22,774
641,Arizona Cardinals,Jon Gaines II,https://en.wikipedia.org/wiki/Jon_Gaines_II,7533.0,789,Jon Gaines,2024,13,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,ARI,0,0,0,0,0,0,0,,Jon Gaines,Jon Gaines II,86.95652173913044,Arizona Cardinals,23,788
991,Arizona Cardinals,Paris Johnson Jr.,https://en.wikipedia.org/wiki/Paris_Johnson_Jr.,56109.0,1237,Paris Johnson,2024,31,31,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,OL,ARI,0,0,0,0,0,0,0,,Paris Johnson,Paris Johnson Jr.,86.66666666666667,Arizona Cardinals,25,1236
856,Arizona Cardinals,Christian Jones,https://en.wikipedia.org/wiki/Christian_Jones_(offensive_lineman),13545.0,1058,Christian Holmes,2023,30,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,11,9,0,0,0,0,1,0,2,0,0,0,,0,0,0,CB,WAS,0,0,0,0,0,0,0,,Christian Holmes,Christian Jones,83.87096774193549,Arizona Cardinals,26,1057
1142,Arizona Cardinals,Nick Leverett,https://en.wikipedia.org/wiki/Nick_Leverett,18496.0,1424,Nick Leverett,2024,22,11,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,G,"ARI,NWE,TAM",0,0,0,0,0,0,0,,Nick Leverett,Nick Leverett,100.0,Arizona Cardinals,28,1423
2093,Arizona Cardinals,Jonah Williams,https://en.wikipedia.org/wiki/Jonah_Williams_(offensive_lineman),63984.0,2589,Jonah Williams,2024,65,65,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,0.0,0,0,0,0,0,0,0,0,2,1,0,0,,0,0,0,LT,"ARI,CIN",0,0,0,0,0,0,1,,Jonah Williams,Jonah Williams,100.0,Arizona Cardinals,29,2588
1026,Arizona Cardinals,Justin Jones,https://en.wikipedia.org/wiki/Justin_Jones_(American_football),18469.0,1279,Justin Jones,2024,88,72,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,12.0,123,100,35,38,0,0,10,0,4,0,1,0,,0,0,0,RDT,"ARI,CHI,LAC",0,0,0,0,0,0,0,,Justin Jones,Justin Jones,100.0,Arizona Cardinals,31,1278
1376,Arizona Cardinals,P. J. Mustipher,https://en.wikipedia.org/wiki/P._J._Mustipher,14315.0,1702,PJ Mustipher,2023,4,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,DT,NOR,0,0,0,0,0,0,0,,PJ Mustipher,P. J. Mustipher,88.88888888888889,Arizona Cardinals,32,1701
1394,Arizona Cardinals,Bilal Nichols,https://en.wikipedia.org/wiki/Bilal_Nichols,15976.0,1730,Bilal Nichols,2024,100,88,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,14.0,124,124,27,45,1,0,6,0,5,1,2,0,,0,27,0,RDT,"ARI,CHI,LVR",0,0,0,0,0,0,0,,Bilal Nichols,Bilal Nichols,100.0,Arizona Cardinals,33,1729
1633,Arizona Cardinals,Darius Robinson,https://en.wikipedia.org/wiki/Darius_Robinson,72543.0,2017,Darius Robinson,2024,6,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,4,6,1,1,0,0,0,0,0,0,0,0,,0,0,0,DL,ARI,0,0,0,0,0,0,0,,Darius Robinson,Darius Robinson,100.0,Arizona Cardinals,34,2016
1817,Arizona Cardinals,Ben Stille,https://en.wikipedia.org/wiki/Ben_Stille,6846.0,2250,Ben Stille,2024,18,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.0,7,10,1,3,0,0,1,0,1,0,0,0,,0,0,0,DL,"ARI,CLE,MIA,TAM",0,0,0,0,0,0,0,,Ben Stille,Ben Stille,100.0,Arizona Cardinals,35,2249
1818,Arizona Cardinals,Dante Stills,https://en.wikipedia.org/wiki/Dante_Stills,14581.0,2251,Dante Stills,2024,31,18,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,8.0,38,51,9,11,0,0,1,0,1,0,1,0,,0,0,0,DL,ARI,0,0,0,0,0,0,0,,Dante Stills,Dante Stills,100.0,Arizona Cardinals,36,2250
263,Arizona Cardinals,Baron Browning,https://en.wikipedia.org/wiki/Baron_Browning,31719.0,312,Baron Browning,2024,51,29,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,11.5,77,51,19,25,1,0,6,1,1,0,2,0,,0,-6,0,ROLB,"ARI,DEN",0,0,0,0,0,0,0,,Baron Browning,Baron Browning,100.0,Arizona Cardinals,38,311
370,Arizona Cardinals,Zaven Collins,https://en.wikipedia.org/wiki/Zaven_Collins,39650.0,451,Zaven Collins,2024,67,56,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,10.5,136,87,25,17,2,1,13,0,1,0,3,0,,0,31,0,DB,ARI,0,0,0,0,0,0,0,,Zaven Collins,Zaven Collins,100.0,Arizona Cardinals,39,450
539,Arizona Cardinals,Milo Eifler,https://en.wikipedia.org/wiki/Milo_Eifler,9399.0,653,Milo Eifler,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,LB,"ARI,ATL,WAS",0,0,0,0,0,0,0,,Milo Eifler,Milo Eifler,100.0,Arizona Cardinals,40,652
1037,Arizona Cardinals,Vi Jones,https://en.wikipedia.org/wiki/Vi_Jones,8231.0,1294,Vi Jones,2024,10,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,4,0,0,0,0,0,0,0,0,2,0,,0,0,0,LB,"SEA,TAM",0,0,0,0,0,0,0,,Vi Jones,Vi Jones,100.0,Arizona Cardinals,41,1293
1434,Arizona Cardinals,BJ Ojulari,https://en.wikipedia.org/wiki/BJ_Ojulari,35308.0,1776,BJ Ojulari,2023,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,4.0,23,17,5,6,0,0,1,0,0,0,0,0,,0,0,0,OLB,ARI,0,0,0,0,0,0,0,,BJ Ojulari,BJ Ojulari,100.0,Arizona Cardinals,42,1775
1479,Arizona Cardinals,Owen Pappoe,https://en.wikipedia.org/wiki/Owen_Pappoe,11327.0,1827,Owen Pappoe,2024,32,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,23,16,0,1,0,0,3,0,0,0,1,0,,0,0,0,LB,ARI,0,0,0,0,0,0,0,,Owen Pappoe,Owen Pappoe,100.0,Arizona Cardinals,43,1826
1895,Arizona Cardinals,Xavier Thomas,https://en.wikipedia.org/wiki/Xavier_Thomas,22953.0,2347,Xavier Thomas,2024,14,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,2.5,6,4,2,4,0,0,1,0,0,0,1,0,,0,0,0,OLB,ARI,0,0,0,0,0,0,0,,Xavier Thomas,Xavier Thomas,100.0,Arizona Cardinals,44,2346
2069,Arizona Cardinals,Benton Whitley,https://en.wikipedia.org/wiki/Benton_Whitley,7964.0,2558,Benton Whitley,2024,6,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,,0,1,0,LB,"MIN,NYG",0,0,0,0,0,0,0,,Benton Whitley,Benton Whitley,100.0,Arizona Cardinals,45,2557
2118,Arizona Cardinals,Mack Wilson,https://en.wikipedia.org/wiki/Mack_Wilson,35893.0,2619,Mack Wilson,2024,93,48,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,9.0,190,121,15,15,2,0,18,0,1,0,4,0,,0,21,0,LB,"ARI,CLE,NWE",0,0,0,0,0,0,0,,Mack Wilson,Mack Wilson,100.0,Arizona Cardinals,46,2618
98,Arizona Cardinals,Budda Baker,https://en.wikipedia.org/wiki/Budda_Baker,132813.0,117,Budda Baker,2024,122,112,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,9.5,621,280,47,18,7,0,39,0,5,1,7,0,,0,279,0,S,ARI,0,0,0,0,0,2,0,,Budda Baker,Budda Baker,100.0,Arizona Cardinals,47,116
178,Arizona Cardinals,Joey Blount,https://en.wikipedia.org/wiki/Joey_Blount,6332.0,216,Joey Blount,2024,37,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,14,6,0,0,1,0,1,0,1,0,2,0,,0,0,0,S,"ARI,SEA",0,0,0,0,0,0,0,,Joey Blount,Joey Blount,100.0,Arizona Cardinals,48,215
205,Arizona Cardinals,Ekow Boye-Doe,https://en.wikipedia.org/wiki/Ekow_Boye-Doe,16528.0,248,Ekow Boye-Doe,2023,6,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,CB,KAN,0,0,0,0,0,0,1,,Ekow Boye-Doe,Ekow Boye-Doe,100.0,Arizona Cardinals,49,247
349,Arizona Cardinals,Kei'Trel Clark,https://en.wikipedia.org/wiki/Kei%27Trel_Clark,8518.0,418,Kei'Trel Clark,2024,29,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,43,12,3,1,1,0,5,0,0,0,0,0,,0,0,0,CB,ARI,0,0,0,0,0,0,0,,Kei'Trel Clark,Kei'Trel Clark,100.0,Arizona Cardinals,50,417
736,Arizona Cardinals,Darren Hall,https://en.wikipedia.org/wiki/Darren_Hall_(American_football),12841.0,911,Darren Hall,2024,35,10,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,51,22,3,1,0,0,6,0,1,0,1,0,,0,3,0,RCB,"ARI,ATL",0,0,0,0,0,0,0,,Darren Hall,Darren Hall,100.0,Arizona Cardinals,52,910
1285,Arizona Cardinals,Max Melton,https://en.wikipedia.org/wiki/Max_Melton,51784.0,1599,Max Melton,2024,17,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,36,15,2,0,0,0,5,0,0,0,1,0,,0,0,0,CB,ARI,0,0,0,0,0,0,0,,Max Melton,Max Melton,100.0,Arizona Cardinals,54,1598
1367,Arizona Cardinals,Sean Murphy-Bunting,https://en.wikipedia.org/wiki/Sean_Murphy-Bunting,67346.0,1691,Sean Murphy-Bunting,2024,82,65,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,1.0,211,86,12,1,11,1,34,0,2,0,8,0,,0,143,0,RCB,"ARI,TAM,TEN",0,0,0,0,0,0,1,,Sean Murphy-Bunting,Sean Murphy-Bunting,100.0,Arizona Cardinals,55,1690
1636,Arizona Cardinals,Jammie Robinson,https://en.wikipedia.org/wiki/Jammie_Robinson,14575.0,2020,James Robinson,2023,40,32,0,0,,0,0,0,,1,,0,515,2264,4.4,18,56.6,121,92,615,6.7,5,15.4,0,,1,0,140,421.9,0.0,0,1,0,0,0,0,0,8,1,0,0,0,,0,2879,0,RB,"GNB,JAX,NYJ",0,0,0,0,0,0,0,,James Robinson,Jammie Robinson,89.65517241379311,Arizona Cardinals,56,2019
1874,Arizona Cardinals,Dadrion Taylor-Demerson,https://en.wikipedia.org/wiki/Dadrion_Taylor-Demerson,16466.0,2319,Dadrion Taylor-Demerson,2024,17,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,23,14,3,0,0,0,5,0,0,0,1,0,,0,0,0,S,ARI,0,0,0,0,0,0,0,,Dadrion Taylor-Demerson,Dadrion Taylor-Demerson,100.0,Arizona Cardinals,57,2318
1893,Arizona Cardinals,Starling Thomas V,https://en.wikipedia.org/wiki/Starling_Thomas_V,13291.0,2345,Starling Thomas,2024,29,22,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,66,19,2,0,0,0,11,0,0,0,1,0,,0,0,0,CB,ARI,0,0,0,0,0,0,0,,Starling Thomas,Starling Thomas V,93.75,Arizona Cardinals,58,2344
1900,Arizona Cardinals,Jalen Thompson,https://en.wikipedia.org/wiki/Jalen_Thompson,16085.0,2353,Jalen Thompson,2024,84,72,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,339,144,12,9,9,0,31,0,4,0,1,0,,0,140,0,S,ARI,0,0,0,0,0,0,0,,Jalen Thompson,Jalen Thompson,100.0,Arizona Cardinals,59,2352
2088,Arizona Cardinals,Garrett Williams,https://en.wikipedia.org/wiki/Garrett_Williams,14754.0,2581,Garrett Williams,2024,25,17,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,59,22,1,0,3,0,11,0,0,0,1,0,,0,0,0,CB,ARI,0,0,0,0,0,0,0,,Garrett Williams,Garrett Williams,100.0,Arizona Cardinals,60,2580
222,Arizona Cardinals,Aaron Brewer,https://en.wikipedia.org/wiki/Aaron_Brewer_(long_snapper),6662.0,269,Aaron Brewer,2024,196,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,17,2,0,0,0,0,0,0,1,0,0,0,,0,0,0,LS,"ARI,DEN",0,0,0,0,0,0,1,,Aaron Brewer,Aaron Brewer,100.0,Arizona Cardinals,61,268
667,Arizona Cardinals,Blake Gillikin,https://en.wikipedia.org/wiki/Blake_Gillikin,12650.0,825,Blake Gillikin,2024,60,0,0,1,0.0,0,0,0,39.6,0,,0,1,10,10.0,0,0.2,0,0,0,,0,0.0,0,,0,0,0,1.0,0.0,3,1,0,0,0,0,0,0,0,0,0,11994,48.2,0,10,0,P,"ARI,NOR",0,0,0,0,0,0,0,,Blake Gillikin,Blake Gillikin,100.0,Arizona Cardinals,62,824
1671,Arizona Cardinals,Chad Ryland,https://en.wikipedia.org/wiki/Chad_Ryland,64524.0,2063,Chad Ryland,2024,30,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,44,77.2,0,0,182,194.0,0.0,0,0,0,0,0,0,0,0,0,0,0,117,39.0,0,0,0,K,"ARI,NWE",0,0,0,0,0,0,0,,Chad Ryland,Chad Ryland,100.0,Arizona Cardinals,63,2062
112,Arizona Cardinals,Krys Barnes,https://en.wikipedia.org/wiki/Krys_Barnes,16648.0,135,Krys Barnes,2024,68,30,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,5.0,178,102,15,6,1,0,10,0,2,0,1,0,,0,47,0,LB,"ARI,GNB",0,0,0,0,0,0,0,,Krys Barnes,Krys Barnes,100.0,Arizona Cardinals,64,134
121,Arizona Cardinals,Jackson Barton,https://en.wikipedia.org/wiki/Jackson_Barton,14786.0,146,Jackson Barton,2024,13,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,"ARI,LVR",0,0,0,0,0,0,0,,Jackson Barton,Jackson Barton,100.0,Arizona Cardinals,65,145
134,Arizona Cardinals,Kelvin Beachum,https://en.wikipedia.org/wiki/Kelvin_Beachum,45303.0,162,Kelvin Beachum,2024,179,161,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,RT,"ARI,JAX,NYJ,PIT",0,0,0,0,0,0,0,,Kelvin Beachum,Kelvin Beachum,100.0,Arizona Cardinals,66,161
249,Arizona Cardinals,Evan Brown,https://en.wikipedia.org/wiki/Evan_Brown_(American_football),19141.0,298,Evan Brown,2024,74,57,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,RG,"ARI,CLE,DET,MIA,NYG,SEA",0,0,0,0,0,0,0,,Evan Brown,Evan Brown,100.0,Arizona Cardinals,67,297
367,Arizona Cardinals,L. J. Collier,https://en.wikipedia.org/wiki/L._J._Collier,23810.0,447,L.J. Collier,2024,63,32,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,6.5,39,32,10,19,0,0,7,0,1,0,0,0,,0,0,0,DL,"ARI,SEA",0,0,0,0,0,0,0,,L.J. Collier,L. J. Collier,96.0,Arizona Cardinals,68,446
482,Arizona Cardinals,Victor Dimukeje,https://en.wikipedia.org/wiki/Victor_Dimukeje,6069.0,588,Victor Dimukeje,2024,55,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,4.0,42,25,7,16,0,0,1,0,0,0,2,0,,0,0,0,OLB,ARI,0,0,0,0,0,0,0,,Victor Dimukeje,Victor Dimukeje,100.0,Arizona Cardinals,70,587
648,Arizona Cardinals,Dennis Gardeck,https://en.wikipedia.org/wiki/Dennis_Gardeck,18036.0,798,Dennis Gardeck,2024,96,17,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,17.0,117,39,23,35,2,0,7,0,4,0,3,0,,0,36,0,LB,ARI,0,0,0,0,0,0,0,,Dennis Gardeck,Dennis Gardeck,100.0,Arizona Cardinals,71,797
815,Arizona Cardinals,Will Hernandez,https://en.wikipedia.org/wiki/Will_Hernandez,39204.0,1008,Will Hernandez,2024,97,91,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,LG,"ARI,NYG",0,0,0,0,0,0,0,,Will Hernandez,Will Hernandez,100.0,Arizona Cardinals,72,1007
1029,Arizona Cardinals,Naquan Jones,https://en.wikipedia.org/wiki/Naquan_Jones,10936.0,1283,Naquan Jones,2024,48,8,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,6.5,38,51,11,9,0,0,4,0,0,0,0,0,,0,0,0,DT,"ARI,TEN",0,0,0,0,0,0,0,,Naquan Jones,Naquan Jones,100.0,Arizona Cardinals,73,1282
1038,Arizona Cardinals,Zay Jones,https://en.wikipedia.org/wiki/Zay_Jones,125446.0,1295,Zay Jones,2024,115,69,1,2,50.0,29,0,0,95.8,0,,0,8,24,3.0,0,0.2,507,295,3112,10.5,18,27.1,0,,2,0,112,424.8,0.0,3,1,0,0,0,0,0,2,0,0,0,0,,0,3136,0,WR,"ARI,BUF,JAX,LVR,OAK",0,0,0,0,0,0,0,,Zay Jones,Zay Jones,100.0,Arizona Cardinals,74,1294
1166,Arizona Cardinals,Roy Lopez,https://en.wikipedia.org/wiki/Roy_Lopez_(American_football),18135.0,1453,Roy Lopez,2024,63,50,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,1,2,0.0,3.0,72,65,17,9,0,0,4,0,2,0,1,0,,0,6,0,DL,"ARI,HOU",0,0,0,0,0,0,0,,Roy Lopez,Roy Lopez,100.0,Arizona Cardinals,75,1452
1441,Arizona Cardinals,Julian Okwara,https://en.wikipedia.org/wiki/Julian_Okwara,44278.0,1784,Julian Okwara,2024,51,5,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,10.0,45,27,15,18,1,0,4,0,1,0,1,0,,0,15,0,LB,"ARI,DET",0,0,0,0,0,0,0,,Julian Okwara,Julian Okwara,100.0,Arizona Cardinals,76,1783
1476,Arizona Cardinals,Michael Palardy,https://en.wikipedia.org/wiki/Michael_Palardy,6624.0,1823,Michael Palardy,2024,84,0,1,2,50.0,12,0,0,68.7,0,,0,1,1,1.0,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.6,0.0,2,0,0,0,0,0,0,2,2,0,0,16840,44.8,1,1,0,P,"ARI,CAR,MIA,NWE",0,0,0,0,0,0,0,,Michael Palardy,Michael Palardy,100.0,Arizona Cardinals,77,1822
1485,Arizona Cardinals,Zach Pascal,https://en.wikipedia.org/wiki/Zach_Pascal,24609.0,1835,Zach Pascal,2024,112,47,0,2,0.0,0,0,0,39.6,0,,0,7,47,6.7,0,0.4,292,169,2057,12.2,16,18.4,0,,1,1,100,306.4,0.0,19,3,1,0,0,0,0,1,1,0,0,0,,0,2701,597,WR,"ARI,IND,PHI",0,0,0,0,0,0,0,,Zach Pascal,Zach Pascal,100.0,Arizona Cardinals,78,1834
1549,Arizona Cardinals,Matt Prater,https://en.wikipedia.org/wiki/Matt_Prater,118382.0,1916,Matt Prater,2024,254,0,1,2,50.0,8,1,0,100.0,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,407,83.6,0,0,1808,1974.3,0.0,8,1,0,0,0,0,0,0,1,0,0,139,34.8,0,0,0,K,"ARI,ATL,DEN,DET",0,0,0,0,0,0,0,,Matt Prater,Matt Prater,100.0,Arizona Cardinals,79,1915
1923,Arizona Cardinals,Khyiris Tonga,https://en.wikipedia.org/wiki/Khyiris_Tonga,14504.0,2385,Khyiris Tonga,2024,53,7,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.5,37,52,3,4,0,0,4,0,1,0,0,0,,0,0,0,DL,"ARI,CHI,MIN",0,0,0,0,0,0,0,,Khyiris Tonga,Khyiris Tonga,100.0,Arizona Cardinals,80,2384
2061,Arizona Cardinals,Kyzir White,https://en.wikipedia.org/wiki/Kyzir_White,28589.0,2549,Kyzir White,2024,92,73,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,7.5,356,259,34,20,6,0,23,0,1,0,2,0,,0,31,0,LB,"ARI,LAC,PHI",0,0,0,0,0,0,0,,Kyzir White,Kyzir White,100.0,Arizona Cardinals,81,2548
329,Arizona Cardinals,Andre Chachere,https://en.wikipedia.org/wiki/Andre_Chachere,7457.0,390,Andre Chachere,2024,43,6,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,39,12,1,0,0,0,3,0,0,0,0,0,,0,0,0,S,"ARI,PHI",0,0,0,0,0,0,0,,Andre Chachere,Andre Chachere,100.0,Arizona Cardinals,82,389
