,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,Cmp,PaAtt,Cmp%,PaYds,PaTD,IntO,Rate,SkO,QBWin,GWD,RuAtt,RuYds,RuY/A,RuTD,RuY/G,Tgt,Rec,RecYds,Y/Rec,RecTD,RecY/G,FG,FG%,2PM,Sfty,Pts,FantPts,SkD,Solo,Ast,TFL,QBHit,IntD,Pick6,PaDef,Fmb,FR,Scoop6,FF,PntYds,Y/Pnt,Blck,APYd,RetYds,Pos,Team_df1,MVP,OPOY,DPOY,OROY,DROY,AP1,SB,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
0,San Francisco 49ers,Israel Abanikanda,https://en.wikipedia.org/wiki/Israel_Abanikanda,48136.0,1,Israel Abanikanda,2023,6,0,0,0,,0,0,0,,0,,0,22,70,3.2,0,11.7,11,7,43,6.1,0,7.2,0,,0,0,0,9.3,0.0,0,0,0,0,0,0,0,1,0,0,0,0,,0,144,31,RB,NYJ,0,0,0,0,0,0,0,,Israel Abanikanda,Israel Abanikanda,100.0,San Francisco 49ers,2061,0
1229,San Francisco 49ers,Christian McCaffrey,https://en.wikipedia.org/wiki/Christian_McCaffrey,3173604.0,1529,Christian McCaffrey,2024,95,88,2,4,50.0,84,2,0,135.4,0,,0,1347,6387,4.7,52,67.2,649,524,4466,8.5,29,47.0,0,,1,0,488,1574.7,0.0,1,0,0,0,0,0,0,13,5,0,0,0,,0,11076,220,RB,"CAR,SFO",0,1,0,0,0,2,0,,Christian McCaffrey,Christian McCaffrey,100.0,San Francisco 49ers,2062,1528
725,San Francisco 49ers,Isaac Guerendo,https://en.wikipedia.org/wiki/Isaac_Guerendo,258474.0,897,Isaac Guerendo,2024,16,3,0,0,,0,0,0,,0,,0,84,420,5.0,4,26.3,16,15,152,10.1,0,9.5,0,,0,0,24,79.2,0.0,0,2,0,0,0,0,0,3,0,0,0,0,,0,735,163,RB,SFO,0,0,0,0,0,0,0,,Isaac Guerendo,Isaac Guerendo,100.0,San Francisco 49ers,2063,896
23,San Francisco 49ers,Brandon Aiyuk,https://en.wikipedia.org/wiki/Brandon_Aiyuk,754445.0,28,Brandon Aiyuk,2024,69,67,0,0,,0,0,0,,0,,0,13,117,9.0,2,1.7,446,294,4305,14.6,25,62.4,0,,1,0,164,600.2,0.0,3,0,0,0,0,0,0,4,3,0,0,0,,0,4657,234,WR,SFO,0,0,0,0,0,0,0,,Brandon Aiyuk,Brandon Aiyuk,100.0,San Francisco 49ers,2064,27
397,San Francisco 49ers,Jacob Cowing,https://en.wikipedia.org/wiki/Jacob_Cowing,61709.0,486,Jacob Cowing,2024,15,0,0,0,,0,0,0,,0,,0,1,7,7.0,0,0.5,6,4,80,20.0,0,5.3,0,,0,0,0,6.7,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,364,277,WR,SFO,0,0,0,0,0,0,0,,Jacob Cowing,Jacob Cowing,100.0,San Francisco 49ers,2065,485
638,San Francisco 49ers,Russell Gage,https://en.wikipedia.org/wiki/Russell_Gage,58692.0,785,Russell Gage,2022,74,25,1,2,50.0,39,1,0,135.4,0,,0,6,21,3.5,0,0.3,357,244,2491,10.2,14,33.7,0,,1,0,86,334.8,0.0,10,1,0,0,0,0,0,4,0,0,0,0,,0,2506,-6,WR,"ATL,TAM",0,0,0,0,0,0,0,,Russell Gage,Russell Gage,100.0,San Francisco 49ers,2066,784
847,San Francisco 49ers,Isaiah Hodgins,https://en.wikipedia.org/wiki/Isaiah_Hodgins,28893.0,1047,Isaiah Hodgins,2024,31,14,0,0,,0,0,0,,0,,0,0,0,,0,0.0,83,60,634,10.6,7,20.5,0,,1,0,44,103.4,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,634,0,WR,"BUF,NYG",0,0,0,0,0,0,0,,Isaiah Hodgins,Isaiah Hodgins,100.0,San Francisco 49ers,2067,1046
957,San Francisco 49ers,Jauan Jennings,https://en.wikipedia.org/wiki/Jauan_Jennings,317061.0,1198,Jauan Jennings,2024,60,17,0,0,,0,0,0,,0,,0,0,0,,0,0.0,240,155,1938,12.5,13,32.3,0,,0,0,78,271.8,0.0,2,1,0,0,0,0,0,3,3,0,0,0,,0,1938,0,WR,SFO,0,0,0,0,0,0,0,,Jauan Jennings,Jauan Jennings,100.0,San Francisco 49ers,2068,1197
1498,San Francisco 49ers,Ricky Pearsall,https://en.wikipedia.org/wiki/Ricky_Pearsall,921772.0,1849,Ricky Pearsall,2024,11,4,0,1,0.0,0,0,0,39.6,0,,0,3,45,15.0,0,4.1,46,31,400,12.9,3,36.4,0,,0,0,18,62.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,486,41,WR,SFO,0,0,0,0,0,0,0,,Ricky Pearsall,Ricky Pearsall,100.0,San Francisco 49ers,2070,1848
1681,San Francisco 49ers,Deebo Samuel,https://en.wikipedia.org/wiki/Deebo_Samuel,865953.0,2073,Deebo Samuel,2024,81,73,1,3,33.3,24,1,0,102.8,1,,0,202,1143,5.7,20,14.1,510,334,4792,14.3,22,59.2,0,,1,0,254,840.5,0.0,2,0,0,0,0,0,0,12,3,0,0,0,,0,6697,762,WR,SFO,0,0,0,0,0,0,0,,Deebo Samuel,Deebo Samuel,100.0,San Francisco 49ers,2071,2072
1870,San Francisco 49ers,Trent Taylor,https://en.wikipedia.org/wiki/Trent_Taylor,38666.0,2315,Trent Taylor,2024,80,3,0,0,,0,0,0,,0,,0,5,13,2.6,0,0.2,138,88,845,9.6,3,10.6,0,,1,0,20,102.0,0.0,0,0,0,0,0,0,0,6,2,0,0,0,,0,2015,1157,WR,"CHI,CIN,SFO",0,0,0,0,0,0,0,,Trent Taylor,Trent Taylor,100.0,San Francisco 49ers,2072,2314
1087,San Francisco 49ers,George Kittle,https://en.wikipedia.org/wiki/George_Kittle,1374467.0,1353,George Kittle,2024,113,105,0,0,,0,0,0,,0,,0,12,71,5.9,0,0.6,733,538,7380,13.7,45,65.3,0,,1,0,272,1013.1,0.0,3,0,0,0,0,0,0,4,1,0,1,0,,0,7451,0,TE,SFO,0,0,0,0,0,2,0,,George Kittle,George Kittle,100.0,San Francisco 49ers,2073,1352
1924,San Francisco 49ers,Jake Tonges,https://en.wikipedia.org/wiki/Jake_Tonges,15854.0,2386,Jake Tonges,2024,20,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,TE,"CHI,SFO",0,0,0,0,0,0,0,,Jake Tonges,Jake Tonges,100.0,San Francisco 49ers,2075,2385
2106,San Francisco 49ers,Brayden Willis,https://en.wikipedia.org/wiki/Brayden_Willis,23063.0,2607,Brayden Willis,2024,17,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,2,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,TE,SFO,0,0,0,0,0,0,0,,Brayden Willis,Brayden Willis,100.0,San Francisco 49ers,2076,2606
118,San Francisco 49ers,Ben Bartch,https://en.wikipedia.org/wiki/Ben_Bartch,34830.0,142,Ben Bartch,2024,49,22,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,LG,"JAX,SFO",0,0,0,0,0,0,0,,Ben Bartch,Ben Bartch,100.0,San Francisco 49ers,2078,141
219,San Francisco 49ers,Jake Brendel,https://en.wikipedia.org/wiki/Jake_Brendel,35277.0,266,Jake Brendel,2024,88,54,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,2,,0,0.0,0,,0,0,0,0.2,0.0,0,0,0,0,0,0,0,2,0,0,0,0,,0,2,0,C,"MIA,SFO",0,0,0,0,0,0,0,,Jake Brendel,Jake Brendel,100.0,San Francisco 49ers,2079,265
278,San Francisco 49ers,Spencer Burford,https://en.wikipedia.org/wiki/Spencer_Burford,29002.0,330,Spencer Burford,2024,45,29,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,RG,SFO,0,0,0,0,0,0,0,,Spencer Burford,Spencer Burford,100.0,San Francisco 49ers,2080,329
726,San Francisco 49ers,Sebastian Gutierrez,https://en.wikipedia.org/wiki/Sebastian_Gutierrez_(American_football),12508.0,898,Sebastian Gutierrez,2024,2,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,T,"LVR,SFO",0,0,0,0,0,0,0,,Sebastian Gutierrez,Sebastian Gutierrez,100.0,San Francisco 49ers,2081,897
804,San Francisco 49ers,Matt Hennessy,https://en.wikipedia.org/wiki/Matt_Hennessy,38638.0,997,Matt Hennessy,2024,47,22,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,"ATL,SFO",0,0,0,0,0,0,0,,Matt Hennessy,Matt Hennessy,100.0,San Francisco 49ers,2082,996
1266,San Francisco 49ers,Colton McKivitz,https://en.wikipedia.org/wiki/Colton_McKivitz,44739.0,1576,Colton McKivitz,2024,62,39,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,OL,SFO,0,0,0,0,0,0,0,,Colton McKivitz,Colton McKivitz,100.0,San Francisco 49ers,2085,1575
1539,San Francisco 49ers,Austen Pleasants,https://en.wikipedia.org/wiki/Austen_Pleasants,9062.0,1905,Austen Pleasants,2024,5,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,G,"CAR,LAC,SFO",0,0,0,0,0,0,0,,Austen Pleasants,Austen Pleasants,100.0,San Francisco 49ers,2087,1904
1562,San Francisco 49ers,Dominick Puni,https://en.wikipedia.org/wiki/Dominick_Puni,72505.0,1933,Dominick Puni,2024,17,17,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,-3,,0,-0.2,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-3,0,OL,SFO,0,0,0,0,0,0,0,,Dominick Puni,Dominick Puni,100.0,San Francisco 49ers,2088,1932
2104,San Francisco 49ers,Trent Williams,https://en.wikipedia.org/wiki/Trent_Williams,613428.0,2605,Trent Williams,2024,188,187,0,0,,0,0,0,,0,,0,0,0,,0,0.0,1,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,2,0,0,0,,0,2,0,OT,"SFO,WAS",0,0,0,0,0,3,0,,Trent Williams,Trent Williams,100.0,San Francisco 49ers,2089,2604
2183,San Francisco 49ers,Nick Zakelj,https://en.wikipedia.org/wiki/Nick_Zakelj,79164.0,2692,Nick Zakelj,2024,26,2,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,T,SFO,0,0,0,0,0,0,0,,Nick Zakelj,Nick Zakelj,100.0,San Francisco 49ers,2090,2691
51,San Francisco 49ers,Evan Anderson,https://en.wikipedia.org/wiki/Evan_Anderson,9585.0,64,Evan Anderson,2024,12,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,13,11,2,2,0,0,0,0,1,0,1,0,,0,0,0,DL,SFO,0,0,0,0,0,0,0,,Evan Anderson,Evan Anderson,100.0,San Francisco 49ers,2091,63
116,San Francisco 49ers,Alex Barrett,https://en.wikipedia.org/wiki/Alex_Barrett,12054.0,140,Alex Barrett,2024,12,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,6,0,2,0,0,0,0,0,0,0,0,,0,0,0,DE,"DET,SFO",0,0,0,0,0,0,0,,Alex Barrett,Alex Barrett,100.0,San Francisco 49ers,2092,139
135,San Francisco 49ers,Robert Beal Jr.,https://en.wikipedia.org/wiki/Robert_Beal_Jr.,18912.0,163,Robert Beal,2024,18,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,13,9,1,1,0,0,0,0,0,0,0,0,,0,0,0,DL,SFO,0,0,0,0,0,0,0,,Robert Beal,Robert Beal Jr.,84.61538461538461,San Francisco 49ers,2093,162
196,San Francisco 49ers,Nick Bosa,https://en.wikipedia.org/wiki/Nick_Bosa,1079574.0,238,Nick Bosa,2024,82,80,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,62.5,183,78,87,165,2,0,9,0,4,0,11,0,,0,79,0,DE,SFO,0,0,1,0,1,0,0,,Nick Bosa,Nick Bosa,100.0,San Francisco 49ers,2094,237
368,San Francisco 49ers,Maliek Collins,https://en.wikipedia.org/wiki/Maliek_Collins,64343.0,449,Maliek Collins,2024,136,129,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,30.5,146,93,51,88,1,0,4,0,8,0,1,0,,0,6,0,DT,"DAL,HOU,LVR,SFO",0,0,0,0,0,0,0,,Maliek Collins,Maliek Collins,100.0,San Francisco 49ers,2095,448
440,San Francisco 49ers,Kalia Davis,https://en.wikipedia.org/wiki/Kalia_Davis,16069.0,541,Kalia Davis,2024,16,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,7,6,1,1,1,0,1,0,0,0,0,0,,0,2,0,DL,SFO,0,0,0,0,0,0,0,,Kalia Davis,Kalia Davis,100.0,San Francisco 49ers,2096,540
547,San Francisco 49ers,Jordan Elliott,https://en.wikipedia.org/wiki/Jordan_Elliott,24423.0,663,Jordan Elliott,2024,81,48,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,5.0,61,56,10,12,0,0,4,0,0,0,0,0,,0,0,0,DL,"CLE,SFO",0,0,0,0,0,0,0,,Jordan Elliott,Jordan Elliott,100.0,San Francisco 49ers,2097,662
673,San Francisco 49ers,Kevin Givens,https://en.wikipedia.org/wiki/Kevin_Givens,20981.0,832,Kevin Givens,2024,65,14,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,8.0,51,39,18,18,0,0,3,0,2,0,1,0,,0,0,0,DL,SFO,0,0,0,0,0,0,0,,Kevin Givens,Kevin Givens,100.0,San Francisco 49ers,2100,831
722,San Francisco 49ers,Yetur Gross-Matos,https://en.wikipedia.org/wiki/Yetur_Gross-Matos,56377.0,894,Yetur Gross-Matos,2024,66,32,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,17.0,78,83,25,37,0,0,1,1,4,0,2,0,,0,-2,0,RDE,"CAR,SFO",0,0,0,0,0,0,0,,Yetur Gross-Matos,Yetur Gross-Matos,100.0,San Francisco 49ers,2101,893
761,San Francisco 49ers,Javon Hargrave,https://en.wikipedia.org/wiki/Javon_Hargrave,99888.0,936,Javon Hargrave,2024,130,115,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,45.5,215,165,55,79,0,0,8,0,4,1,4,0,,0,0,0,DL,"PHI,PIT,SFO",0,0,0,0,0,0,0,,Javon Hargrave,Javon Hargrave,100.0,San Francisco 49ers,2102,935
919,San Francisco 49ers,Drake Jackson,https://en.wikipedia.org/wiki/Drake_Jackson,27130.0,1148,Drake Jackson,2023,23,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,6.0,12,9,5,9,1,0,9,0,0,0,0,0,,0,0,0,DE,SFO,0,0,0,0,0,0,0,,Drake Jackson,Drake Jackson,100.0,San Francisco 49ers,2103,1147
932,San Francisco 49ers,Tarron Jackson,https://en.wikipedia.org/wiki/Tarron_Jackson,12065.0,1165,Tarron Jackson,2024,24,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,1.0,11,7,2,1,0,0,0,0,0,0,1,0,,0,0,0,OLB,"CAR,PHI",0,0,0,0,0,0,0,,Tarron Jackson,Tarron Jackson,100.0,San Francisco 49ers,2104,1164
1439,San Francisco 49ers,Sam Okuayinonu,https://en.wikipedia.org/wiki/Sam_Okuayinonu,18802.0,1782,Sam Okuayinonu,2024,22,3,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,3.5,28,18,6,8,0,0,1,0,0,0,1,0,,0,0,0,DT,"SFO,TEN",0,0,0,0,0,0,0,,Sam Okuayinonu,Sam Okuayinonu,100.0,San Francisco 49ers,2105,1781
162,San Francisco 49ers,Tatum Bethune,https://en.wikipedia.org/wiki/Tatum_Bethune,18192.0,196,Tatum Bethune,2024,11,1,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,6,0,0,0,0,0,0,2,0,0,0,,0,0,0,LB,SFO,0,0,0,0,0,0,0,,Tatum Bethune,Tatum Bethune,100.0,San Francisco 49ers,2106,195
699,San Francisco 49ers,Jalen Graham,https://en.wikipedia.org/wiki/Jalen_Graham,21046.0,864,Jalen Graham,2024,12,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,4,1,0,0,0,0,0,0,0,0,0,,0,0,0,LB,SFO,0,0,0,0,0,0,0,,Jalen Graham,Jalen Graham,100.0,San Francisco 49ers,2107,863
2017,San Francisco 49ers,Fred Warner,https://en.wikipedia.org/wiki/Fred_Warner_(American_football),571652.0,2501,Fred Warner,2024,115,115,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,12,0.0,10.0,569,328,36,30,10,2,53,0,6,0,15,0,,0,205,0,MLB,SFO,0,0,0,0,0,4,0,,Fred Warner,Fred Warner,100.0,San Francisco 49ers,2108,2500
2058,San Francisco 49ers,DaShaun White,https://en.wikipedia.org/wiki/DaShaun_White,,2546,DaShaun White,2024,1,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,LB,SFO,0,0,0,0,0,0,0,,DaShaun White,DaShaun White,100.0,San Francisco 49ers,2109,2545
2133,San Francisco 49ers,Dee Winters,https://en.wikipedia.org/wiki/Dee_Winters,27409.0,2638,Dee Winters,2024,30,10,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,32,22,0,0,0,0,5,0,0,0,0,0,,0,0,0,LB,SFO,0,0,0,0,0,0,0,,Dee Winters,Dee Winters,100.0,San Francisco 49ers,2110,2637
83,San Francisco 49ers,Tre Avery,https://en.wikipedia.org/wiki/Tre_Avery,6361.0,102,Tre Avery,2024,38,5,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,54,11,3,0,0,0,11,0,1,0,0,0,,0,0,0,CB,TEN,0,0,0,0,0,0,0,,Tre Avery,Tre Avery,100.0,San Francisco 49ers,2111,101
250,San Francisco 49ers,Ji'Ayir Brown,https://en.wikipedia.org/wiki/Ji%27Ayir_Brown,71982.0,299,Ji'Ayir Brown,2024,32,18,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,70,42,3,0,3,0,10,0,0,0,0,0,,0,0,0,S,SFO,0,0,0,0,0,0,0,,Ji'Ayir Brown,Ji'Ayir Brown,100.0,San Francisco 49ers,2112,298
715,San Francisco 49ers,Renardo Green,https://en.wikipedia.org/wiki/Renardo_Green,39495.0,886,Renardo Green,2024,17,7,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,41,20,0,0,1,0,13,0,0,0,1,0,,0,20,0,CB,SFO,0,0,0,0,0,0,0,,Renardo Green,Renardo Green,100.0,San Francisco 49ers,2113,885
993,San Francisco 49ers,Quindell Johnson,https://en.wikipedia.org/wiki/Quindell_Johnson,6345.0,1239,Quindell Johnson,2023,9,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,2,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,DB,CHI,0,0,0,0,0,0,0,,Quindell Johnson,Quindell Johnson,100.0,San Francisco 49ers,2114,1238
1138,San Francisco 49ers,Deommodore Lenoir,https://en.wikipedia.org/wiki/Deommodore_Lenoir,90057.0,1419,Deommodore Lenoir,2024,62,47,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,1.0,177,88,10,2,6,0,26,0,0,0,1,0,,0,90,0,DB,SFO,0,0,0,0,0,0,0,,Deommodore Lenoir,Deommodore Lenoir,100.0,San Francisco 49ers,2115,1418
1174,San Francisco 49ers,Chase Lucas,https://en.wikipedia.org/wiki/Chase_Lucas,24772.0,1461,Chase Lucas,2023,18,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,CB,DET,0,0,0,0,0,0,0,,Chase Lucas,Chase Lucas,100.0,San Francisco 49ers,2116,1460
1178,San Francisco 49ers,Darrell Luter Jr.,https://en.wikipedia.org/wiki/Darrell_Luter_Jr.,17350.0,1466,Darrell Luter,2024,10,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,1,0,,0,0,0,CB,SFO,0,0,0,0,0,0,0,,Darrell Luter,Darrell Luter Jr.,86.66666666666667,San Francisco 49ers,2117,1465
1191,San Francisco 49ers,Jaylen Mahoney,https://en.wikipedia.org/wiki/Jaylen_Mahoney,1758.0,1483,Jaylen Mahoney,2024,3,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,S,SFO,0,0,0,0,0,0,0,,Jaylen Mahoney,Jaylen Mahoney,100.0,San Francisco 49ers,2118,1482
1375,San Francisco 49ers,Malik Mustapha,https://en.wikipedia.org/wiki/Malik_Mustapha,76351.0,1701,Malik Mustapha,2024,16,12,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,32,40,2,0,1,0,5,0,0,0,0,0,,0,1,0,S,SFO,0,0,0,0,0,0,0,,Malik Mustapha,Malik Mustapha,100.0,San Francisco 49ers,2119,1700
1423,San Francisco 49ers,George Odum,https://en.wikipedia.org/wiki/George_Odum,21317.0,1763,George Odum,2024,105,12,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,147,53,1,2,3,0,9,0,2,0,4,0,,0,60,0,S,"IND,SFO",0,0,0,0,0,0,0,,George Odum,George Odum,100.0,San Francisco 49ers,2120,1762
1921,San Francisco 49ers,Tre Tomlinson,https://en.wikipedia.org/wiki/Tre_Tomlinson,31079.0,2381,Eric Tomlinson,2024,94,54,0,0,,0,0,0,,0,,0,0,0,,0,0.0,45,29,289,10.0,3,3.1,0,,0,0,18,46.9,0.0,13,0,0,0,0,0,0,0,0,0,0,0,,0,299,10,TE,"BAL,DEN,LAC,NWE,NYG,NYJ,OAK",0,0,0,0,0,0,0,,Eric Tomlinson,Tre Tomlinson,81.4814814814815,San Francisco 49ers,2121,2380
1324,San Francisco 49ers,Jake Moody,https://en.wikipedia.org/wiki/Jake_Moody,298287.0,1643,Jake Moody,2024,31,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,45,76.3,0,0,227,239.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,K,SFO,0,0,0,0,0,0,0,,Jake Moody,Jake Moody,100.0,San Francisco 49ers,2122,1642
2136,San Francisco 49ers,Mitch Wishnowsky,https://en.wikipedia.org/wiki/Mitch_Wishnowsky,103239.0,2641,Mitch Wishnowsky,2024,92,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,1,50.0,0,0,5,5.0,0.0,10,1,0,0,0,0,0,0,0,0,0,14142,45.6,2,0,0,P,SFO,0,0,0,0,0,0,0,,Mitch Wishnowsky,Mitch Wishnowsky,100.0,San Francisco 49ers,2123,2640
1506,San Francisco 49ers,Taybor Pepper,https://en.wikipedia.org/wiki/Taybor_Pepper,47325.0,1861,Taybor Pepper,2024,100,0,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,LS,"GNB,MIA,SFO",0,0,0,0,0,0,0,,Taybor Pepper,Taybor Pepper,100.0,San Francisco 49ers,2124,1860
35,San Francisco 49ers,Brandon Allen,https://en.wikipedia.org/wiki/Brandon_Allen_(American_football),312478.0,42,Brandon Allen,2024,18,10,166,293,56.7,1810,11,8,76.2,23,2.0,2,36,68,1.9,0,3.8,1,0,0,,0,0.0,0,,0,0,0,103.3,0.0,0,0,0,0,0,0,0,4,2,0,0,0,,0,68,0,QB,"CIN,DEN,SFO",0,0,0,0,0,0,0,,Brandon Allen,Brandon Allen,100.0,San Francisco 49ers,2125,41
104,San Francisco 49ers,Aaron Banks,https://en.wikipedia.org/wiki/Aaron_Banks_(American_football),33737.0,125,Aaron Banks,2024,53,43,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,OL,SFO,0,0,0,0,0,0,0,,Aaron Banks,Aaron Banks,100.0,San Francisco 49ers,2126,124
303,San Francisco 49ers,De'Vondre Campbell,https://en.wikipedia.org/wiki/De%27Vondre_Campbell,405655.0,361,De'Vondre Campbell,2024,128,122,0,0,,0,0,0,,0,,0,0,0,,0,0.0,0,0,0,,0,0.0,0,,0,0,6,0.0,9.5,551,307,43,23,7,1,30,0,3,0,8,0,,0,100,0,LILB,"ARI,ATL,GNB,SFO",0,0,0,0,0,0,0,,De'Vondre Campbell,De'Vondre Campbell,100.0,San Francisco 49ers,2127,360
375,San Francisco 49ers,Chris Conley,https://en.wikipedia.org/wiki/Chris_Conley_(American_football),110412.0,457,Chris Conley,2024,132,65,0,0,,0,0,0,,0,,0,1,3,3.0,0,0.0,383,226,2998,13.3,15,22.7,0,,1,0,92,384.1,0.0,6,1,0,0,0,0,0,5,2,0,0,0,,0,3029,27,WR,"HOU,JAX,KAN,SFO,TEN",0,0,0,0,0,0,0,,Chris Conley,Chris Conley,100.0,San Francisco 49ers,2128,456
