,ID,Player,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG
1348,1349,Manor Solomon,2023-2024,24,771,6,18,4,2,4,0,18,8,44.4,18.7,0,253,85.2,18,2,35,283,2250,33,18,13,54,29,53.7,23,15,13,7,3,0,8,5,0,3,42.9,1,0,7,5,3,0,57,0,0,,0,,FW,"Fulham,Tottenham",0,0,0,0,0,0,0,0,0,
1349,1350,Ramón Sosa,2024-2025,14,241,1,13,1,0,1,0,10,5,50.0,18.9,0,54,68.4,7,2,4,62,505,10,5,5,10,7,70.0,4,2,2,0,2,0,3,4,0,4,40.0,1,0,6,6,3,0,18,0,0,,0,,"FW,MF",Nott'ham Forest,0,0,0,0,0,0,0,0,0,
1350,1351,Pape Souaré,2018-2019,48,3899,44,4,0,1,0,0,2,1,0.0,,0,12,85.7,0,0,0,8,23,0,0,0,0,0,,0,4,0,0,0,0,11,0,0,0,,7,1,32,5,0,0,1,0,0,,0,,DF,Crystal Palace,0,0,0,0,0,0,0,0,0,
1351,1352,Tomáš Souček,2024-2025,180,14821,168,12,32,8,32,0,243,78,32.1,11.8,0,4424,74.1,92,12,572,3338,13616,88,149,76,84,36,42.9,330,174,154,151,25,86,239,468,4,717,56.1,27,1,240,123,20,2,803,0,0,,0,,MF,West Ham,0,0,0,0,0,0,0,0,0,
1352,1353,Boubakary Soumaré,2024-2025,61,3836,44,17,0,1,0,0,12,2,16.7,21.5,0,1818,85.4,21,4,169,1434,6855,43,64,47,75,43,57.3,98,58,52,42,4,8,63,58,2,58,65.2,17,0,63,49,1,0,256,0,0,,0,,MF,Leicester City,0,0,0,0,0,0,0,0,0,
1353,1354,Harry Souttar,2022-2023,12,992,11,1,0,1,0,0,8,1,12.5,9.6,0,448,80.7,3,0,29,390,1878,6,3,0,5,3,60.0,15,9,10,5,0,12,12,45,0,38,86.4,2,0,5,5,1,1,45,0,0,,0,,DF,"Leicester City,Stoke City",0,0,0,0,0,0,0,0,0,
1354,1355,Vinicius Souza,2023-2024,36,2668,29,7,1,0,1,0,14,6,42.9,21.5,0,790,79.4,4,1,66,581,2697,8,33,25,30,17,56.7,125,76,59,51,15,17,32,75,1,64,62.7,3,0,48,14,2,0,153,0,0,,0,,MF,Sheffield Utd,0,0,0,0,0,0,0,0,0,
1355,1356,Çağlar Söyüncü,2022-2023,98,8253,91,7,4,1,4,0,42,11,26.2,10.7,0,5388,86.4,15,6,308,4513,23887,75,38,10,40,28,70.0,153,98,100,49,4,68,117,403,6,298,63.9,14,1,88,55,2,0,512,0,0,,0,,DF,Leicester City,0,0,0,0,0,0,0,0,0,
1356,1357,Jakob Sørensen,2021-2022,10,604,6,4,0,0,0,0,5,1,20.0,16.5,0,251,81.2,0,1,20,219,1063,4,2,2,4,3,75.0,22,11,6,14,2,3,10,19,0,11,55.0,0,0,7,1,0,0,48,0,0,,0,,"MF,DF",Norwich City,0,0,0,0,0,0,0,0,0,
1357,1358,Lasse Sørensen,2017-2018,1,75,1,0,0,0,0,0,0,0,,,0,41,73.2,2,0,2,34,137,0,0,1,0,0,,2,2,2,0,0,0,0,3,0,0,0.0,0,0,2,0,0,0,3,0,0,,0,,MF,Stoke City,0,0,0,0,0,0,0,0,0,
1358,1359,Alexander Sørloth,2018-2019,16,545,4,12,0,0,0,0,11,4,36.4,15.3,0,103,59.2,9,0,16,141,776,17,15,13,14,13,92.9,8,4,1,4,3,0,2,8,0,38,56.7,0,0,10,4,3,0,29,0,0,,0,,FW,Crystal Palace,0,0,0,0,0,0,0,0,0,
1359,1360,Djed Spence,2024-2025,14,597,6,8,0,1,0,0,4,0,0.0,20.0,0,387,85.4,4,2,33,309,1812,22,9,13,32,16,50.0,22,19,14,6,2,4,8,16,1,11,64.7,3,1,7,7,1,0,29,0,0,,0,,DF,Tottenham,0,0,0,0,0,0,0,0,0,
1360,1361,Julián Speroni,2018-2019,93,8334,93,0,0,0,0,0,0,0,,,0,163,47.0,0,0,0,168,1147,0,2,0,1,1,100.0,0,0,0,0,0,0,1,5,2,3,100.0,1,0,0,0,0,0,14,132,294,69.2,20,21.5,GK,Crystal Palace,0,0,0,0,0,0,0,0,0,
1361,1362,Tony Springett,2021-2022,3,141,1,2,0,0,0,0,1,1,100.0,12.9,0,25,65.8,2,1,2,39,324,8,2,3,2,1,50.0,2,1,1,1,0,0,0,2,0,1,14.3,1,0,1,4,0,0,6,0,0,,0,,"MF,FW",Norwich City,0,0,0,0,0,0,0,0,0,
1362,1363,Dennis Srbeny,2019-2020,8,47,0,8,1,0,1,0,2,1,50.0,7.8,0,13,72.2,0,0,1,20,47,0,1,3,5,2,40.0,5,5,3,2,0,0,0,1,0,2,20.0,0,0,1,0,0,0,5,0,0,,0,,"MF,FW",Norwich City,0,0,0,0,0,0,0,0,0,
1363,1364,Jack Stacey,2022-2023,29,1848,20,9,0,2,0,0,6,2,33.3,12.9,0,636,69.5,10,2,52,572,3230,47,18,15,31,19,61.3,26,15,12,12,2,12,23,79,1,32,58.2,4,0,14,10,2,0,103,0,0,,0,,DF,Bournemouth,0,0,0,0,0,0,0,0,0,
1364,1365,Kostas Stafylidis,2017-2018,5,335,4,1,0,0,0,0,4,0,0.0,27.1,0,98,66.7,2,0,8,74,301,3,2,4,2,2,100.0,12,6,6,4,2,2,5,19,0,3,60.0,0,0,4,5,1,0,15,0,0,,0,,"DF,MF",Stoke City,0,0,0,0,0,0,0,0,0,
1365,1366,Junior Stanislas,2022-2023,144,8218,92,52,25,14,20,5,137,84,38.0,21.2,21,1039,71.5,53,5,151,1075,6304,101,66,35,74,43,58.1,38,32,15,11,12,8,21,36,0,28,37.3,8,0,53,25,10,0,170,0,0,,0,,"FW,MF","Bournemouth,West Ham",0,0,0,0,0,0,0,0,0,
1366,1367,Jay Stansfield,2024-2025,4,88,1,3,0,0,0,0,2,0,0.0,13.9,0,9,39.1,1,0,0,13,88,2,2,2,0,0,,0,0,0,0,0,1,1,1,0,0,0.0,0,0,2,1,0,0,7,0,0,,0,,"FW,MF",Fulham,0,0,0,0,0,0,0,0,0,
1367,1368,Jason Steele,2024-2025,35,3150,35,0,0,1,0,0,0,0,,,0,1183,86.7,1,0,0,977,4046,0,0,0,1,1,100.0,0,0,0,0,0,0,0,15,2,4,80.0,1,0,1,3,0,1,56,60,84,60.0,9,25.7,GK,Brighton,0,0,0,0,0,0,0,0,0,
1368,1369,Jed Steer,2021-2022,3,187,3,0,0,0,0,0,0,0,,,0,31,77.5,0,0,0,19,123,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,4,3,42.9,0,0.0,GK,Aston Villa,0,0,0,0,0,0,0,0,0,
1369,1370,Zack Steffen,2021-2022,2,180,2,0,0,0,0,0,0,0,,,0,59,85.5,0,0,0,37,131,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,0,1,0,0,0,2,1,3,75.0,1,50.0,GK,Manchester City,0,0,0,0,0,0,0,0,2,
1370,1371,Dale Stephens,2021-2022,109,8640,97,12,1,5,1,0,54,5,9.3,24.7,0,4192,84.0,56,1,518,2985,14895,58,79,50,49,35,71.4,275,170,132,127,16,41,176,161,3,78,50.0,22,1,149,35,0,0,750,0,0,,0,,MF,"Brighton,Burnley",0,0,0,0,0,0,0,0,0,
1371,1372,Jack Stephens,2024-2025,147,11962,132,15,4,3,4,0,38,13,34.2,9.8,0,4537,77.9,32,3,353,3564,18948,97,58,23,56,36,64.3,183,132,127,52,4,97,205,517,10,203,50.9,25,4,86,51,4,0,656,0,0,,0,,DF,"Bournemouth,Southampton",0,0,0,0,0,0,0,0,0,
1372,1373,Raheem Sterling,2024-2025,387,28228,318,69,123,65,120,3,547,310,40.4,14.2,11,5892,80.3,315,38,562,7057,42919,873,435,446,853,413,48.4,167,109,46,66,55,5,104,40,1,64,29.2,46,2,410,351,100,0,668,0,0,,0,,"FW,MF","Arsenal,Chelsea,Liverpool,Manchester City",0,0,0,0,1,0,0,0,4,
1373,1374,Enda Stevens,2020-2021,75,6515,74,1,2,5,2,0,38,9,21.1,17.6,0,2491,74.1,51,22,298,1951,9924,136,100,72,119,81,68.1,140,72,80,45,15,20,57,152,4,66,50.8,14,0,77,29,5,0,394,0,0,,0,,DF,"Aston Villa,Sheffield Utd",0,0,0,0,0,0,0,0,0,
1374,1375,Finley Stevens,2022-2023,1,15,0,1,0,0,0,0,0,0,,,0,5,71.4,1,0,2,5,17,0,0,0,0,0,,3,1,0,3,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,,0,,DF,Brentford,0,0,0,0,0,0,0,0,0,
1375,1376,Ross Stewart,2024-2025,4,132,1,3,0,0,0,0,2,0,0.0,12.5,0,36,80.0,0,0,1,34,144,1,1,5,2,1,50.0,0,0,0,0,0,0,0,4,0,4,36.4,1,0,3,5,1,0,2,0,0,,0,,"FW,MF",Southampton,0,0,0,0,0,0,0,0,0,
1376,1377,Marco Stiepermann,2019-2020,24,1180,14,10,0,0,0,0,19,6,31.6,17.3,0,290,70.2,12,0,46,358,1894,35,26,21,29,17,58.6,20,8,8,9,3,3,5,16,0,15,21.1,6,0,22,15,0,0,56,0,0,,0,,MF,Norwich City,0,0,0,0,0,0,0,0,0,
1377,1378,Jakub Stolarczyk,2024-2025,6,540,6,0,0,0,0,0,0,0,,,0,152,67.9,0,0,1,130,592,0,1,0,0,0,,2,1,2,0,0,0,0,5,0,3,100.0,1,0,0,0,0,0,7,12,17,58.6,0,0.0,GK,Leicester City,0,0,0,0,0,0,0,0,0,
1378,1379,John Stones,2024-2025,246,18726,211,35,11,2,11,0,76,27,32.9,12.6,0,8855,93.4,29,1,614,7140,42616,195,32,21,53,40,75.5,103,83,58,33,12,52,135,295,6,275,70.0,12,1,73,48,4,1,561,0,0,,0,,DF,"Everton,Manchester City",0,0,0,0,2,0,0,1,6,
1379,1380,Thomas Strakosha,2023-2024,2,135,1,1,0,0,0,0,0,0,,,0,52,73.2,0,0,0,35,156,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,2,6,75.0,0,0.0,GK,Brentford,0,0,0,0,0,0,0,0,0,
1380,1381,Jørgen Strand Larsen,2024-2025,23,1833,22,1,7,2,7,0,35,23,65.7,11.8,0,182,61.9,14,1,18,215,771,9,57,21,10,4,40.0,6,4,2,2,2,3,4,19,0,47,41.2,2,0,30,12,12,0,31,0,0,,0,,FW,Wolves,0,0,0,0,0,0,0,0,0,
1381,1382,Pascal Struijk,2022-2023,85,6330,70,15,4,1,4,0,41,14,34.1,11.0,0,3253,83.4,29,5,276,2374,11258,36,53,26,26,15,57.7,194,126,105,73,16,56,112,222,3,146,52.9,14,1,80,27,1,0,429,0,0,,0,,"DF,MF",Leeds United,0,0,0,0,0,0,0,0,0,
1382,1383,Daniel Sturridge,2018-2019,218,11379,120,98,76,21,74,2,82,232,41.5,19.1,1,279,77.7,24,0,53,345,1728,23,35,22,25,18,72.0,3,4,1,1,1,0,4,1,0,7,22.6,9,1,61,29,14,0,32,0,0,,0,,"FW,MF","Bolton,Chelsea,Liverpool,Manchester City,West Brom",0,0,0,0,1,0,0,2,1,
1383,1384,Denis Suárez,2018-2019,4,71,0,4,0,0,0,0,0,0,,,0,32,88.9,0,0,1,33,280,3,3,1,10,4,40.0,1,1,0,1,0,0,1,0,0,0,,0,0,0,1,0,0,5,0,0,,0,,"MF,FW",Arsenal,0,0,0,0,0,0,0,0,0,
1384,1385,Isaac Success,2019-2020,54,1641,11,43,2,2,2,0,44,19,43.2,16.8,0,267,69.2,21,1,41,430,2352,39,51,27,28,15,53.6,15,24,4,8,3,0,9,11,0,31,31.6,7,0,38,74,13,0,62,0,0,,0,,"FW,MF",Watford,0,0,0,0,0,0,0,0,0,
1385,1386,Yukinari Sugawara,2024-2025,20,1156,13,7,1,1,1,0,9,2,22.2,19.6,1,568,80.8,16,8,58,441,2136,25,13,3,14,8,57.1,24,13,11,12,1,7,10,36,3,2,20.0,3,0,11,9,4,0,34,0,0,,0,,DF,Southampton,0,0,0,0,0,0,0,0,0,
1386,1387,Kamaldeen Sulemana,2024-2025,29,1251,13,16,2,1,2,0,30,8,26.7,18.4,0,267,74.8,15,3,41,375,3002,43,46,26,90,44,48.9,21,14,6,8,7,0,9,7,0,7,24.1,1,0,12,16,3,0,52,0,0,,0,,"FW,MF",Southampton,0,0,0,0,0,0,0,0,0,
1387,1388,Crysencio Summerville,2024-2025,53,2342,19,34,5,3,5,0,45,13,28.9,14.6,0,553,75.2,35,7,70,683,4389,85,69,54,106,41,38.7,48,30,17,23,8,6,15,18,0,9,22.0,6,0,32,65,12,0,139,0,0,,0,,"FW,MF","Leeds United,West Ham",0,0,0,0,0,0,0,0,0,
1388,1389,Ki Sung-yueng,2019-2020,187,13379,145,42,15,9,14,1,38,61,23.7,26.0,2,1344,82.6,37,1,136,917,4903,30,26,20,24,14,58.3,40,47,15,22,3,2,75,45,0,19,35.8,21,0,129,58,2,0,193,0,0,,0,,MF,"Newcastle Utd,Sunderland,Swansea City",0,0,0,0,0,0,0,0,0,
1389,1390,Andrew Surman,2019-2020,144,11256,125,19,6,9,6,0,36,22,25.0,24.5,0,1833,84.4,27,1,228,1287,5373,14,33,19,25,16,64.0,31,31,13,15,3,19,66,91,4,55,46.2,12,2,83,39,1,0,231,0,0,,0,,MF,"Bournemouth,Norwich City,Wolves",0,0,0,0,0,0,0,0,0,
1390,1391,Sam Surridge,2022-2023,26,363,1,25,1,0,1,0,13,3,23.1,11.9,0,48,49.5,3,0,8,90,445,2,16,5,7,3,42.9,6,0,1,3,2,2,1,7,0,17,43.6,2,0,14,12,3,0,19,0,0,,0,,FW,"Bournemouth,Nott'ham Forest",0,0,0,0,0,0,0,0,0,
1391,1392,Markus Suttner,2018-2019,14,1179,13,1,0,0,0,0,3,0,0.0,29.3,1,435,71.0,6,4,56,298,1474,17,6,2,5,1,20.0,25,15,18,4,3,2,12,49,1,14,51.9,0,0,5,2,0,0,59,0,0,,0,,DF,Brighton,0,0,0,0,0,0,0,0,0,
1392,1393,Sammie Szmodics,2024-2025,18,978,13,5,4,0,4,0,21,12,57.1,14.0,0,143,74.1,4,1,18,173,986,16,24,17,12,4,33.3,14,9,3,9,2,2,6,14,0,6,35.3,2,0,9,8,8,0,41,0,0,,0,,"FW,MF",Ipswich Town,0,0,0,0,0,0,0,0,0,
1393,1394,Dominik Szoboszlai,2024-2025,53,3472,40,13,6,4,6,0,100,27,27.0,21.6,8,1964,83.5,86,10,232,1544,8121,123,48,35,79,37,46.8,48,28,18,18,12,4,22,24,1,28,46.7,7,0,55,41,4,0,251,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,
1394,1395,Dušan Tadić,2017-2018,134,9537,115,19,21,28,17,4,102,71,33.3,17.2,1,872,69.5,59,14,167,1097,5622,113,77,69,64,55,85.9,46,45,16,22,8,2,38,29,1,6,12.8,12,0,129,93,19,0,140,0,0,,0,,"FW,MF",Southampton,0,0,0,0,0,0,0,0,0,
1395,1396,Japhet Tanganga,2022-2023,27,1893,24,3,0,0,0,0,12,3,25.0,15.6,0,800,82.1,4,3,53,638,3050,25,25,16,29,21,72.4,39,23,23,14,2,16,25,85,2,51,58.6,7,1,41,22,1,0,87,0,0,,0,,DF,Tottenham,0,0,0,0,0,0,0,0,0,
1396,1397,Matt Targett,2024-2025,163,12284,141,22,3,9,3,0,40,16,35.0,17.3,3,4578,73.0,141,47,585,3215,11591,108,76,42,81,40,49.4,258,152,172,61,25,43,207,326,3,187,56.2,19,0,103,83,2,1,570,0,0,,0,,"DF,MF","Aston Villa,Newcastle Utd,Southampton",0,0,0,0,0,0,0,0,0,
1397,1398,James Tarkowski,2024-2025,292,25020,277,15,9,7,9,0,177,45,25.4,9.3,0,7469,73.8,98,8,714,5528,26226,50,132,58,93,78,83.9,476,300,345,120,11,413,389,1544,20,1153,71.1,62,0,285,206,21,1,1207,0,0,,0,,DF,"Burnley,Everton",0,0,0,0,0,0,0,0,0,
1398,1399,Percy Tau,2020-2021,3,103,1,2,0,1,0,0,0,0,,,0,24,72.7,3,0,1,29,224,4,5,1,3,3,100.0,1,1,1,0,0,0,0,1,0,0,0.0,0,0,0,1,0,0,3,0,0,,0,,FW,Brighton,0,0,0,0,0,0,0,0,0,
1399,1400,Jimi Tauriainen,2023-2024,1,1,0,1,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,FW,Chelsea,0,0,0,0,0,0,0,0,0,
1400,1401,Nuno Tavares,2023-2024,30,1633,18,12,1,1,1,0,30,3,10.0,21.3,0,782,78.1,12,5,66,676,4034,61,39,17,45,24,53.3,32,21,19,8,5,5,10,54,1,26,52.0,4,0,31,15,1,0,101,0,0,,0,,DF,"Arsenal,Nott'ham Forest",0,0,0,0,0,0,0,0,0,
1401,1402,Sidnei Tavares,2020-2021,2,85,1,1,0,0,0,0,1,1,100.0,24.6,0,18,69.2,0,0,2,25,156,1,2,3,1,1,100.0,1,1,0,1,0,1,0,0,0,1,50.0,0,0,1,3,0,0,6,0,0,,0,,MF,Leicester City,0,0,0,0,0,0,0,0,0,
1402,1403,Marcus Tavernier,2024-2025,69,5012,57,12,9,13,9,0,124,40,32.3,19.2,9,1538,71.3,94,19,214,1666,11393,174,121,114,238,104,43.7,117,74,53,46,18,7,17,54,0,39,31.0,6,0,54,63,10,0,330,0,0,,0,,"MF,FW",Bournemouth,0,0,0,0,0,0,0,0,0,
1403,1404,Charlie Taylor,2024-2025,168,13892,152,16,1,7,1,0,27,3,11.1,25.0,0,5335,71.5,76,89,428,3919,25986,332,140,66,253,131,51.8,245,133,156,73,16,102,193,532,6,280,58.5,21,0,87,183,6,0,809,0,0,,0,,DF,"Burnley,Southampton",0,0,0,0,0,0,0,0,0,
1404,1405,Jack Taylor,2024-2025,17,404,1,16,1,0,1,0,12,4,33.3,23.9,0,196,83.1,5,0,32,150,879,8,3,5,5,2,40.0,8,3,3,5,0,1,4,13,0,6,66.7,3,0,9,2,0,0,29,0,0,,0,,MF,Ipswich Town,0,0,0,0,0,0,0,0,0,
1405,1406,Neil Taylor,2020-2021,146,11921,134,12,0,5,0,0,7,2,0.0,15.1,0,419,78.8,5,1,49,261,1011,7,5,2,2,2,100.0,17,30,13,4,0,5,46,43,0,9,37.5,22,0,124,10,0,0,58,0,0,,0,,"DF,MF","Aston Villa,Swansea City",0,0,0,0,0,0,0,0,0,
1406,1407,Allan Tchaptchet,2020-2021,1,13,0,1,0,0,0,0,0,0,,,0,0,0.0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,,0,,DF,Southampton,0,0,0,0,0,0,0,0,0,
1407,1408,Nathan Tella,2021-2022,33,1552,17,16,1,2,1,0,30,14,46.7,20.2,0,202,63.1,13,4,26,365,2804,42,75,47,51,21,41.2,21,14,6,11,4,0,9,11,0,8,16.3,4,0,33,47,8,0,86,0,0,,0,,FW,Southampton,0,0,0,0,0,0,0,0,0,
1408,1409,Alex Telles,2021-2022,30,2350,26,4,0,6,0,0,15,4,26.7,22.8,4,1365,76.3,38,11,114,1100,5224,63,20,15,29,15,51.7,62,34,45,12,5,6,42,65,0,45,54.2,1,0,27,13,2,0,144,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,0,0,0,0,
1409,1410,Tetê,2022-2023,13,734,9,4,1,0,1,0,15,1,6.7,19.8,0,186,72.1,6,1,26,212,1624,22,19,13,33,20,60.6,14,8,5,7,2,0,2,3,0,5,29.4,0,0,3,17,4,0,52,0,0,,0,,FW,Leicester City,0,0,0,0,0,0,0,0,0,
1410,1411,Kenny Tete,2024-2025,82,6179,72,10,2,8,2,0,42,9,21.4,16.8,0,2740,75.3,49,47,270,2131,11223,166,67,45,92,47,51.1,199,120,107,63,29,31,123,201,1,82,56.2,16,0,109,96,2,0,320,0,0,,0,,"DF,MF",Fulham,0,0,0,0,0,0,0,0,0,
1411,1412,Alexander Tettey,2019-2020,101,7677,89,12,4,1,4,0,23,13,13.0,24.7,0,1142,87.9,5,1,54,924,4306,19,18,8,20,15,75.0,23,18,7,16,0,9,43,72,1,35,54.7,26,0,109,7,0,0,165,0,0,,0,,MF,Norwich City,0,0,0,0,0,0,0,0,0,
1412,1413,Thiago,2024-2025,4,132,1,3,0,0,0,0,1,0,0.0,14.7,0,28,71.8,2,0,2,34,119,3,5,1,3,2,66.7,2,2,1,0,1,0,2,2,1,4,57.1,0,0,3,3,1,0,9,0,0,,0,,FW,Brentford,0,0,0,0,0,0,0,0,0,
1413,1414,Jordan Thomas,2019-2020,1,1,0,1,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,,FW,Norwich City,0,0,0,0,0,0,0,0,0,
1414,1415,Luke Thomas,2024-2025,70,5317,60,10,1,2,1,0,21,4,19.0,15.9,0,2359,77.4,37,17,223,1755,7230,68,76,48,66,35,53.0,122,78,77,30,15,26,99,148,0,72,42.9,10,0,48,56,0,1,275,0,0,,0,,"MF,DF","Leicester City,Sheffield Utd",0,0,0,0,0,0,0,0,0,
1415,1416,Dominic Thompson,2021-2022,2,146,2,0,0,0,0,0,1,0,0.0,14.7,0,21,51.2,0,0,0,25,96,0,2,0,2,0,0.0,1,0,1,0,0,2,2,3,0,1,33.3,0,0,1,0,0,0,5,0,0,,0,,DF,Brentford,0,0,0,0,0,0,0,0,0,
1416,1417,Max Thompson,2020-2021,1,3,0,1,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,,FW,Burnley,0,0,0,0,0,0,0,0,0,
1417,1418,Youri Tielemans,2024-2025,206,15819,178,28,24,30,19,5,253,75,29.6,24.2,7,8679,80.3,244,33,1224,6890,27797,237,223,163,273,170,62.3,392,218,143,200,49,46,154,152,9,143,53.8,24,0,197,246,2,0,1109,0,0,,0,,MF,"Aston Villa,Leicester City",0,0,0,0,0,0,0,0,0,
1418,1419,Kieran Tierney,2024-2025,93,6016,66,27,3,8,3,0,43,12,27.9,22.3,0,2822,75.2,62,35,270,2377,12583,196,60,27,80,40,50.0,85,56,38,36,11,21,51,179,1,44,31.0,6,0,32,55,2,0,303,0,0,,0,,"DF,MF",Arsenal,0,0,0,0,0,0,0,0,0,
1419,1420,Jurriën Timber,2024-2025,22,1736,20,2,1,1,1,0,11,3,27.3,16.3,0,843,85.6,14,2,92,641,2812,32,18,16,39,18,46.2,38,24,8,22,8,4,13,31,1,12,41.4,8,0,25,18,6,0,73,0,0,,0,,DF,Arsenal,0,0,0,0,0,0,0,0,0,
1420,1421,Jean-Clair Todibo,2024-2025,15,866,8,7,0,0,0,0,2,0,0.0,12.6,0,412,88.6,2,0,17,327,1484,3,4,6,10,6,60.0,22,15,17,5,0,8,11,47,3,15,51.7,0,0,6,3,0,0,41,0,0,,0,,DF,West Ham,0,0,0,0,0,0,0,0,0,
1421,1422,Harry Toffolo,2024-2025,45,2446,24,21,1,3,1,0,15,7,46.7,16.6,0,691,68.3,23,14,73,473,1708,18,17,11,12,4,33.3,45,22,31,10,4,21,25,89,0,39,57.4,5,0,27,7,0,0,113,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,
1422,1423,Takehiro Tomiyasu,2024-2025,65,3498,36,29,2,3,2,0,32,5,15.6,15.0,0,1849,81.3,23,17,220,1414,6609,63,47,19,31,14,45.2,82,44,46,27,9,7,56,113,3,90,53.3,6,1,36,24,1,0,185,0,0,,0,,DF,Arsenal,0,0,0,0,0,0,0,0,0,
1423,1424,James Tomkins,2023-2024,289,23141,260,29,14,7,14,0,78,51,33.3,12.1,0,2759,81.6,13,0,125,1935,8395,13,27,7,14,11,78.6,126,89,96,28,2,50,170,585,4,295,58.8,51,3,180,51,4,0,396,0,0,,0,,"DF,MF","Crystal Palace,West Ham",0,0,0,0,0,0,0,0,0,
1424,1425,Fikayo Tomori,2020-2021,17,1367,15,2,1,0,1,0,7,3,42.9,14.6,0,1047,87.5,4,1,50,924,4472,14,11,4,12,9,75.0,31,17,23,8,0,8,24,56,2,34,54.8,3,0,8,6,1,0,100,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,0,0,
1425,1426,Sandro Tonali,2024-2025,29,1809,19,10,2,1,2,0,24,9,37.5,17.1,2,895,84.0,16,4,83,723,3739,30,21,20,25,12,48.0,37,27,15,18,4,9,21,21,1,9,52.9,6,0,32,36,2,0,120,0,0,,0,,MF,Newcastle Utd,0,0,0,0,0,0,0,0,0,
1426,1427,Ivan Toney,2023-2024,85,7322,81,4,36,11,25,11,221,78,35.3,16.4,17,1136,57.0,82,12,202,1623,6673,65,268,108,127,50,39.4,71,39,11,36,24,12,38,98,1,310,51.5,22,0,126,183,59,0,264,0,0,,0,,FW,"Brentford,Newcastle Utd",0,0,0,0,0,0,0,0,0,
1427,1428,Lucas Torreira,2019-2020,63,3894,41,22,3,3,3,0,46,12,26.1,21.1,2,2203,86.4,31,1,223,1694,8139,41,50,37,44,30,68.2,96,55,35,47,14,15,75,57,2,30,39.0,14,1,62,120,0,0,327,0,0,,0,,MF,Arsenal,0,0,0,0,0,0,0,0,0,
1428,1429,Ferrán Torres,2021-2022,28,1609,19,9,9,3,9,0,49,18,36.7,15.2,0,407,78.4,20,1,35,440,2386,35,29,23,52,24,46.2,14,7,4,7,3,0,3,9,0,18,46.2,1,0,17,18,6,0,47,0,0,,0,,"FW,MF",Manchester City,0,0,0,0,0,0,0,0,0,
1429,1430,Pau Torres,2024-2025,47,4013,45,2,2,0,2,0,20,7,35.0,13.9,0,2498,87.6,9,1,198,2132,13973,73,12,16,42,30,71.4,47,31,28,17,2,21,20,124,2,37,46.3,2,0,24,16,2,0,179,0,0,,0,,DF,Aston Villa,0,0,0,0,0,0,0,0,0,
1430,1431,Cenk Tosun,2021-2022,55,2568,26,29,10,3,10,0,71,30,42.3,13.8,0,448,68.3,34,2,38,573,2174,27,85,39,24,13,54.2,23,14,7,8,8,4,6,18,0,78,32.2,4,0,51,35,19,0,83,0,0,,0,,FW,"Crystal Palace,Everton",0,0,0,0,0,0,0,0,0,
1431,1432,Yaya Touré,2017-2018,230,18208,211,19,59,33,48,11,37,156,43.2,23.5,3,390,93.5,7,0,50,309,1601,20,1,1,5,4,80.0,2,33,1,0,1,1,24,4,0,5,55.6,34,0,251,10,0,0,9,0,0,,0,,MF,Manchester City,0,0,0,0,0,0,0,1,3,
1432,1433,Andros Townsend,2023-2024,291,19053,215,76,26,31,24,2,269,136,29.0,22.6,13,3283,69.7,228,101,414,3985,30231,521,325,284,430,266,61.9,286,225,156,73,57,10,192,101,2,20,19.4,18,0,127,268,24,0,797,0,0,,0,,"FW,MF","Crystal Palace,Everton,Luton Town,Newcastle Utd,QPR,Tottenham",0,0,0,0,0,0,0,0,0,
