,ID,Player,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG
86,87,Yasin Ayari,2024-2025,23,1334,15,8,0,0,0,0,17,5,29.4,20.4,1,517,80.5,21,1,47,431,2118,19,28,18,36,14,38.9,42,23,12,23,7,5,13,16,0,7,31.8,3,0,26,21,3,0,87,0,0,,0,,MF,Brighton,0,0,0,0,0,0,0,0,0,
87,88,André Ayew,2022-2023,102,6524,70,32,21,9,21,0,62,50,40.3,13.9,0,516,76.1,17,1,53,504,3006,37,34,46,35,22,62.9,39,39,9,24,6,2,20,18,0,59,33.0,12,0,76,71,13,0,102,0,0,,0,,"FW,MF","Nott'ham Forest,Swansea City,West Ham",0,0,0,0,0,0,0,0,0,
88,89,Jordan Ayew,2024-2025,295,20869,239,56,41,24,38,3,327,129,33.0,16.9,7,4283,76.7,164,30,364,5216,34978,521,665,562,746,375,50.3,404,268,122,171,111,18,128,131,1,334,31.5,43,3,421,590,54,0,955,0,0,,0,,"FW,MF","Aston Villa,Crystal Palace,Leicester City,Swansea City",0,0,0,0,0,0,0,0,0,
89,90,Floyd Ayité,2018-2019,16,476,3,13,1,0,1,0,7,1,14.3,21.1,0,156,78.0,9,1,23,160,1122,14,20,13,17,10,58.8,4,4,2,1,1,1,7,5,0,6,46.2,0,0,6,7,4,0,37,0,0,,0,,"FW,MF",Fulham,0,0,0,0,0,0,0,0,0,
90,91,Luke Ayling,2022-2023,93,7725,86,7,4,3,4,0,67,14,20.9,15.8,0,4171,75.9,51,26,436,3468,20253,183,120,43,129,77,59.7,248,140,157,68,23,72,90,200,8,146,45.9,14,1,66,108,5,0,618,0,0,,0,,DF,Leeds United,0,0,0,0,0,0,0,0,0,
91,92,César Azpilicueta,2022-2023,349,29371,328,21,10,35,10,0,108,45,28.7,15.9,0,11425,83.1,157,68,937,8166,33049,275,127,50,98,56,57.1,418,322,202,164,52,78,305,501,8,370,59.0,34,2,323,94,17,2,880,0,0,,0,,"DF,MF",Chelsea,0,0,0,0,0,0,0,1,2,
92,93,Ryan Babel,2018-2019,107,4692,46,61,17,8,17,0,27,43,33.3,16.0,0,403,78.6,23,3,40,391,2802,42,37,28,34,27,79.4,8,4,1,5,2,0,6,13,1,15,44.1,7,0,77,16,9,0,48,0,0,,0,,"FW,MF","Fulham,Liverpool",0,0,0,0,0,0,0,0,0,
93,94,Daniel Bachmann,2021-2022,12,1080,12,0,0,0,0,0,0,0,,,0,216,59.3,0,0,0,214,1241,0,0,0,1,1,100.0,0,0,0,0,0,0,1,5,0,2,100.0,0,0,1,1,0,0,10,28,46,65.3,0,0.0,GK,"Stoke City,Watford",0,0,0,0,0,0,0,0,0,
94,95,Juninho Bacuna,2018-2019,21,1412,16,5,1,0,1,0,19,8,42.1,27.0,2,565,73.4,18,1,95,539,2602,24,39,17,50,26,52.0,46,29,22,19,5,1,24,12,1,17,44.7,4,0,33,22,1,0,121,0,0,,0,,"MF,DF",Huddersfield,0,0,0,0,0,0,0,0,0,
95,96,Leandro Bacuna,2018-2019,96,6560,69,27,6,6,6,0,5,23,20.0,27.9,0,105,64.4,1,1,16,72,687,11,11,5,7,5,71.4,15,10,5,7,3,2,15,9,0,7,41.2,16,0,106,3,0,0,39,0,0,,0,,MF,"Aston Villa,Cardiff City",0,0,0,0,0,0,0,0,0,
96,97,Benoît Badiashile,2024-2025,33,2492,27,6,1,1,1,0,12,3,25.0,10.6,0,2034,90.2,9,0,118,1535,6759,17,9,7,5,1,20.0,41,27,25,16,0,18,40,106,4,69,65.1,5,0,32,14,1,1,173,0,0,,0,,DF,Chelsea,0,0,0,0,0,0,0,0,0,
97,98,Leon Bailey,2024-2025,105,5786,68,37,16,17,16,0,147,45,30.6,17.4,9,1295,68.4,105,25,164,1767,13015,269,161,140,306,129,42.2,49,27,20,21,8,2,19,30,0,53,36.1,14,0,77,76,27,0,266,0,0,,0,,"FW,MF",Aston Villa,0,0,0,0,0,0,0,0,0,
98,99,Eric Bailly,2021-2022,70,4980,57,13,1,0,1,0,14,3,21.4,9.0,0,1267,86.8,2,0,85,979,5239,14,17,8,15,13,86.7,42,71,31,7,4,26,124,151,5,68,68.7,10,1,57,44,0,2,192,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,0,0,0,0,
99,100,Leighton Baines,2019-2020,420,35426,397,23,32,53,12,20,22,85,36.4,25.7,4,1158,77.8,35,14,111,747,3065,49,13,13,19,10,52.6,43,74,28,8,7,8,74,78,0,21,41.2,46,0,294,53,2,0,119,0,0,,0,,DF,"Everton,Wigan Athletic",0,0,0,0,2,0,0,0,0,
100,101,Stefan Bajcetic,2023-2024,12,552,6,6,1,0,1,0,6,3,50.0,24.5,0,207,77.2,4,1,25,184,1036,10,7,6,16,7,43.8,13,7,8,4,1,0,9,4,0,9,64.3,2,0,8,11,0,0,42,0,0,,0,,MF,Liverpool,0,0,0,0,0,0,0,0,0,
101,102,Tiemoué Bakayoko,2017-2018,29,2126,24,5,2,2,2,0,40,8,20.0,18.5,0,957,85.8,16,1,123,823,4326,39,40,27,50,36,72.0,64,41,25,32,7,6,37,38,4,40,54.1,4,2,50,24,2,0,169,0,0,,0,,MF,Chelsea,0,0,0,0,0,0,0,0,0,
102,103,Fabián Balbuena,2020-2021,54,4388,49,5,3,0,3,0,37,8,21.6,9.3,0,1389,75.7,4,0,114,1073,4983,12,13,3,5,4,80.0,81,44,70,10,1,26,104,313,3,143,55.9,5,1,37,9,0,0,240,0,0,,0,,DF,West Ham,0,0,0,0,0,0,0,0,0,
103,104,George Baldock,2023-2024,83,7176,81,2,2,6,2,0,27,6,22.2,17.0,0,2322,75.6,48,41,209,1778,10458,174,85,51,114,65,57.0,127,87,73,38,16,18,69,186,4,77,44.0,18,0,112,79,22,0,338,0,0,,0,,DF,Sheffield Utd,0,0,0,0,0,0,0,0,0,
104,105,Sam Baldock,2017-2018,2,32,0,2,0,0,0,0,0,0,,,0,4,57.1,0,0,0,6,11,0,2,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,,FW,Brighton,0,0,0,0,0,0,0,0,0,
105,106,Gareth Bale,2020-2021,166,12821,146,20,53,22,53,0,38,191,50.0,18.7,7,285,68.5,21,3,43,316,2345,31,17,7,49,27,55.1,17,10,4,9,4,2,8,16,0,23,67.6,16,1,91,9,5,0,38,0,0,,0,,"FW,MF",Tottenham,0,0,0,1,2,0,0,5,0,
106,107,Carlos Baleba,2024-2025,47,2845,33,14,2,1,2,0,49,12,24.5,25.1,0,1322,90.3,22,1,126,1082,5918,46,39,39,59,31,52.5,89,46,32,42,15,12,49,45,3,47,67.1,14,1,66,56,0,0,209,0,0,,0,,MF,Brighton,0,0,0,0,0,0,0,0,0,
107,108,Dominic Ballard,2022-2023,2,26,0,2,0,0,0,0,0,0,,,0,5,71.4,0,0,0,6,25,1,3,1,2,0,0.0,0,0,0,0,0,0,1,0,0,1,20.0,0,0,0,0,0,0,2,0,0,,0,,"FW,MF",Southampton,0,0,0,0,0,0,0,0,0,
108,109,Fodé Ballo-Touré,2023-2024,6,71,0,6,0,0,0,0,0,0,,,0,56,71.8,0,0,0,48,300,5,0,0,6,3,50.0,4,2,1,3,0,0,3,2,0,0,0.0,1,0,4,2,0,0,6,0,0,,0,,"DF,MF",Fulham,0,0,0,0,0,0,0,0,0,
109,110,Folarin Balogun,2021-2022,2,70,1,1,0,0,0,0,3,0,0.0,14.4,0,4,44.4,0,0,0,8,22,0,4,0,2,0,0.0,1,1,0,0,1,0,0,1,0,1,25.0,0,0,0,1,1,0,2,0,0,,0,,FW,Arsenal,0,0,0,0,0,0,0,0,0,
110,111,Leon Balogun,2019-2020,8,594,5,3,1,0,1,0,1,1,100.0,13.3,0,168,75.7,0,0,6,117,483,1,9,2,1,0,0.0,12,6,11,1,0,3,17,32,1,13,56.5,2,0,5,2,1,0,27,0,0,,0,,DF,Brighton,0,0,0,0,0,0,0,0,0,
111,112,Sol Bamba,2018-2019,28,2474,28,0,4,1,4,0,22,7,31.8,9.7,0,385,68.9,4,0,48,289,1565,6,20,11,20,14,70.0,74,42,44,30,0,32,82,181,3,93,68.4,7,0,35,12,3,0,175,0,0,,0,,DF,Cardiff City,0,0,0,0,0,0,0,0,0,
112,113,Patrick Bamford,2022-2023,102,5812,66,36,24,11,22,2,180,74,38.9,13.7,1,711,74.3,47,2,66,770,3473,57,155,45,81,34,42.0,31,20,2,18,11,11,21,58,0,88,40.6,9,0,83,66,43,0,121,0,0,,0,,"FW,MF","Burnley,Crystal Palace,Leeds United,Middlesbrough,Norwich City",0,0,0,0,0,0,0,0,0,
113,114,Beni Baningime,2019-2020,8,198,1,7,0,0,0,0,0,0,,,0,67,81.7,0,0,11,54,295,1,1,1,4,1,25.0,6,2,1,2,3,1,2,2,0,1,33.3,1,0,4,1,0,0,9,0,0,,0,,MF,Everton,0,0,0,0,0,0,0,0,0,
114,115,Shandon Baptiste,2023-2024,55,1757,15,40,2,2,2,0,18,7,38.9,17.6,0,570,82.3,23,5,79,556,2644,25,45,20,52,31,59.6,33,17,17,12,4,3,21,28,0,16,34.0,6,2,20,23,2,0,124,0,0,,0,,MF,Brentford,0,0,0,0,0,0,0,0,0,
115,116,Valentín Barco,2024-2025,6,307,3,3,0,0,0,0,4,2,50.0,24.2,0,179,76.8,4,0,14,181,697,8,5,4,11,5,45.5,11,5,4,5,2,0,4,3,1,1,12.5,1,0,7,7,0,0,16,0,0,,0,,DF,Brighton,0,0,0,0,0,0,0,0,0,
116,117,Phil Bardsley,2021-2022,303,24149,273,30,7,5,7,0,39,38,23.1,25.9,0,1628,66.4,22,23,201,1058,5081,53,32,19,24,14,58.3,104,103,44,47,13,30,119,230,1,100,55.2,81,3,352,63,0,1,225,0,0,,0,,DF,"Aston Villa,Burnley,Manchester Utd,Stoke City,Sunderland",0,0,0,0,0,0,0,0,0,
117,118,Ross Barkley,2024-2025,280,18043,199,81,37,33,35,2,300,163,30.3,20.4,14,3775,84.8,148,5,457,3144,18228,203,121,174,234,158,67.5,97,69,33,47,17,17,69,88,5,110,56.1,27,0,201,147,14,0,495,0,0,,0,,MF,"Aston Villa,Chelsea,Everton,Luton Town",0,0,0,0,0,0,0,0,0,
118,119,Ashley Barnes,2021-2022,200,12233,135,65,42,6,35,7,258,118,37.6,15.7,0,1073,58.4,70,7,130,1555,5916,63,279,145,62,35,56.5,82,62,12,49,21,18,22,69,0,367,35.3,42,3,334,312,108,1,276,0,0,,0,,"FW,MF",Burnley,0,0,0,0,0,0,0,0,0,
119,120,Harvey Barnes,2024-2025,187,11438,126,61,45,29,45,0,351,143,40.7,16.4,0,2799,73.2,150,24,388,3655,26206,556,308,180,438,190,43.4,118,63,46,45,27,10,41,51,2,120,38.5,7,0,114,158,30,0,484,0,0,,0,,FW,"Leicester City,Newcastle Utd",0,0,0,0,0,0,0,0,0,
120,121,Antonio Barreca,2018-2019,1,5,0,1,0,0,0,0,0,0,,,0,1,33.3,0,0,0,3,19,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,DF,Newcastle Utd,0,0,0,0,0,0,0,0,0,
121,122,Gareth Barry,2017-2018,653,54399,618,35,53,63,35,18,33,220,39.4,18.2,1,721,74.9,17,3,126,595,2436,20,23,17,11,10,90.9,35,68,17,14,4,11,53,34,0,32,47.1,128,6,979,54,3,0,148,0,0,,0,,MF,"Aston Villa,Everton,Manchester City,West Brom",0,0,0,0,0,0,0,0,1,
122,123,Kyle Bartley,2020-2021,51,3974,42,9,3,1,3,0,16,6,31.3,9.1,0,740,77.3,9,0,51,501,2397,4,9,3,4,4,100.0,30,18,17,10,3,41,42,180,1,119,66.9,10,0,51,9,5,0,140,0,0,,0,,DF,"Swansea City,West Brom",0,0,0,0,0,0,0,0,0,
123,124,Chris Basham,2023-2024,98,6971,79,19,1,4,1,0,18,4,5.6,13.1,0,2133,75.2,25,10,171,1495,8077,71,65,29,71,48,67.6,161,92,103,46,12,34,131,295,2,168,56.2,11,0,64,62,13,0,362,0,0,,0,,DF,"Blackpool,Bolton,Sheffield Utd",0,0,0,0,0,0,0,0,0,
124,125,Calvin Bassey,2024-2025,51,4283,47,4,1,0,1,0,15,4,26.7,15.1,0,2712,87.7,3,0,134,2202,10950,33,33,13,32,18,56.3,79,48,51,27,1,25,41,154,9,57,53.3,11,1,28,32,4,0,277,0,0,,0,,DF,Fulham,0,0,0,0,0,0,0,0,0,
125,126,Borja Bastón,2019-2020,20,579,4,16,1,0,1,0,15,4,26.7,,0,4,66.7,0,0,1,1,9,0,1,0,0,0,,1,2,0,1,0,0,4,0,1,0,0.0,0,0,4,9,4,0,1,0,0,,0,,FW,"Aston Villa,Swansea City",0,0,0,0,0,0,0,0,0,
126,127,Lewis Bate,2021-2022,3,146,1,2,0,0,0,0,1,0,0.0,28.9,0,45,73.8,0,0,6,47,267,0,9,2,5,1,20.0,1,0,0,0,1,0,1,1,0,0,0.0,0,0,3,1,0,0,8,0,0,,0,,MF,"Chelsea,Leeds United",0,0,0,0,0,0,0,0,0,
127,128,Michy Batshuayi,2020-2021,77,2331,21,56,15,4,15,0,84,31,36.9,16.3,0,359,69.8,15,0,31,440,2504,46,70,47,47,29,61.7,16,11,6,8,2,5,10,9,0,35,32.4,0,0,36,18,40,1,65,0,0,,0,,FW,"Chelsea,Crystal Palace",0,0,0,0,0,0,0,0,1,
128,129,Moritz Bauer,2017-2018,15,1306,15,0,0,0,0,0,3,1,33.3,17.1,0,293,63.0,13,8,19,239,1628,25,16,9,21,12,57.1,24,17,17,7,0,1,12,48,0,18,45.0,4,0,19,20,1,0,54,0,0,,0,,"DF,MF",Stoke City,0,0,0,0,0,0,0,0,0,
129,130,Gavin Bazunu,2022-2023,32,2880,32,0,0,0,0,0,0,0,,,0,718,61.0,1,0,1,746,3699,0,0,0,0,0,,1,0,1,0,0,0,1,24,2,13,100.0,0,0,1,2,0,0,39,56,67,54.2,4,12.5,GK,Southampton,0,0,0,0,0,0,0,0,0,
130,131,Mads Bech Sørensen,2022-2023,15,856,9,6,0,0,0,0,2,0,0.0,12.8,0,400,76.2,7,3,21,298,1634,9,2,0,1,0,0.0,8,7,6,2,0,6,7,26,0,10,71.4,3,0,8,4,0,0,41,0,0,,0,,DF,Brentford,0,0,0,0,0,0,0,0,0,
131,132,Owen Beck,2023-2024,1,8,0,1,0,0,0,0,0,0,,,0,3,75.0,0,0,0,4,43,0,1,0,1,0,0.0,2,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,,DF,Liverpool,0,0,0,0,0,0,0,0,0,
132,133,Jan Bednarek,2024-2025,173,14827,169,4,9,3,9,0,54,17,31.5,10.4,0,6900,80.6,30,1,405,5051,21322,37,44,18,18,13,72.2,233,136,147,78,8,160,397,871,8,481,65.1,36,1,157,63,1,4,880,0,0,,0,,DF,"Aston Villa,Southampton",0,0,0,0,0,0,0,0,0,
133,134,Donny van de Beek,2023-2024,42,1252,11,31,3,1,3,0,12,3,25.0,16.1,0,516,83.1,12,0,46,397,1470,12,22,19,28,14,50.0,36,21,14,18,4,5,15,13,0,13,46.4,2,0,18,11,1,0,83,0,0,,0,,"MF,FW","Everton,Manchester Utd",0,0,0,0,0,0,0,0,0,
134,135,Asmir Begović,2024-2025,256,22729,251,5,1,0,1,0,0,1,,,0,1203,62.1,1,0,0,846,4556,0,3,0,0,0,,0,0,0,0,0,0,3,35,14,25,89.3,12,0,2,10,0,0,45,360,756,68.1,64,25.5,GK,"Bournemouth,Chelsea,Everton,Portsmouth,Stoke City",0,0,0,0,0,0,0,0,1,
135,136,Amari'i Bell,2023-2024,21,1720,21,0,0,0,0,0,2,2,100.0,18.8,0,645,77.2,8,0,76,584,3640,32,18,5,27,10,37.0,50,33,30,19,1,15,25,60,1,20,47.6,0,0,22,16,0,0,98,0,0,,0,,DF,Luton Town,0,0,0,0,0,0,0,0,0,
136,137,Armel Bella Kotchap,2024-2025,24,1879,24,0,0,2,0,0,14,2,14.3,16.1,0,749,79.9,6,0,39,697,3570,9,9,6,11,4,36.4,37,17,28,9,0,12,44,110,0,40,58.8,4,0,9,33,0,0,145,0,0,,0,,DF,Southampton,0,0,0,0,0,0,0,0,0,
137,138,Jean-Ricner Bellegarde,2024-2025,43,1818,20,23,3,3,3,0,27,7,25.9,19.0,1,452,78.6,23,3,58,509,3442,53,40,34,76,23,30.3,32,19,15,12,5,5,16,22,1,11,22.0,3,1,27,45,3,0,72,0,0,,0,,"MF,FW",Wolves,0,0,0,0,0,0,0,0,0,
138,139,Héctor Bellerín,2021-2022,183,15137,169,14,8,20,8,0,91,31,26.4,18.2,0,4282,82.6,63,28,388,3268,16785,212,98,63,125,70,56.0,121,109,65,39,17,25,134,186,8,100,44.1,30,0,144,38,7,1,399,0,0,,0,,"DF,MF",Arsenal,0,0,0,0,0,0,0,0,0,
139,140,Anis Ben Slimane,2023-2024,15,419,4,11,0,0,0,0,8,3,37.5,18.2,0,92,66.2,3,0,12,109,452,3,8,12,17,2,11.8,11,6,5,2,4,1,5,7,0,7,28.0,2,0,7,6,2,1,35,0,0,,0,,MF,Sheffield Utd,0,0,0,0,0,0,0,0,0,
140,141,Yohan Benalouane,2017-2018,16,1075,12,4,0,0,0,0,6,2,33.3,17.5,0,24,63.2,0,0,1,19,98,1,0,0,0,0,,7,18,6,1,0,1,28,4,0,2,50.0,5,0,19,4,1,0,5,0,0,,0,,DF,Leicester City,0,0,0,0,0,0,0,0,0,
141,142,Joe Bennett,2018-2019,61,4784,54,7,0,3,0,0,10,8,30.0,23.8,3,639,68.6,14,9,86,384,1979,28,10,11,34,24,70.6,50,29,34,16,0,8,60,93,0,34,66.7,10,1,46,35,1,0,129,0,0,,0,,"DF,MF","Aston Villa,Bournemouth,Cardiff City,Middlesbrough",0,0,0,0,0,0,0,0,0,
142,143,Ryan Bennett,2019-2020,111,8973,96,15,3,0,3,0,16,15,25.0,12.4,0,1451,77.3,11,1,122,945,3900,20,9,2,4,3,75.0,67,38,48,18,1,30,59,168,1,147,55.7,31,0,89,12,1,0,187,0,0,,0,,DF,"Leicester City,Norwich City,Wolves",0,0,0,0,0,0,0,0,0,
143,144,Saïd Benrahma,2023-2024,110,6248,67,43,15,16,11,4,185,60,32.4,20.8,9,1833,75.4,118,32,243,2171,14984,273,177,113,321,144,44.9,85,51,40,30,15,2,31,36,0,18,27.3,1,0,44,51,19,0,375,0,0,,0,,"FW,MF",West Ham,0,0,0,0,0,0,0,0,0,
144,145,Josh Benson,2020-2021,6,264,2,4,0,0,0,0,2,0,0.0,24.2,1,62,72.9,0,0,6,52,202,1,4,4,7,2,28.6,5,1,3,0,2,0,3,2,0,2,33.3,0,0,4,1,0,0,18,0,0,,0,,MF,Burnley,0,0,0,0,0,0,0,0,0,
145,146,Nabil Bentaleb,2019-2020,58,4185,46,12,0,3,0,0,4,9,0.0,29.5,0,348,85.1,8,0,19,243,978,2,6,2,10,8,80.0,23,13,14,9,0,2,19,9,1,14,51.9,13,0,66,5,0,0,46,0,0,,0,,MF,"Newcastle Utd,Tottenham",0,0,0,0,0,0,0,0,0,
146,147,Rodrigo Bentancur,2024-2025,71,4644,56,15,8,7,8,0,62,18,29.0,17.8,0,2804,86.6,37,7,278,2299,11030,69,57,60,83,49,59.0,128,72,50,57,21,30,78,83,2,67,48.9,25,0,84,42,0,0,334,0,0,,0,,MF,Tottenham,0,0,0,0,0,0,0,0,0,
147,148,Christian Benteke,2021-2022,280,19259,210,70,86,22,76,10,340,260,38.2,12.5,0,1234,57.5,84,1,143,1436,6549,75,258,114,97,65,67.0,43,25,6,26,11,18,20,158,1,757,57.6,43,4,407,143,95,0,162,0,0,,0,,FW,"Aston Villa,Crystal Palace,Liverpool",0,0,0,0,0,0,0,0,0,
148,149,Daniel Bentley,2024-2025,7,563,5,2,0,0,0,0,0,0,,,0,157,70.1,0,0,0,95,511,0,0,0,0,0,,1,1,1,0,0,0,0,1,1,2,66.7,0,0,0,1,0,0,7,10,18,64.3,1,20.0,GK,Wolves,0,0,0,0,0,0,0,0,0,
149,150,Saido Berahino,2017-2018,133,7545,74,59,23,3,18,5,28,78,42.9,18.9,0,75,75.8,3,1,9,89,436,6,12,10,2,1,50.0,2,10,0,1,1,1,2,2,0,4,17.4,3,0,96,10,12,0,13,0,0,,0,,"FW,MF","Stoke City,West Brom",0,0,0,0,0,0,0,0,0,
150,151,Gaetano Berardi,2020-2021,2,113,1,1,0,0,0,0,1,0,0.0,8.3,0,50,79.4,0,0,2,36,138,0,0,0,0,0,,2,2,1,0,1,1,1,2,0,4,57.1,0,0,1,0,0,0,7,0,0,,0,,DF,Leeds United,0,0,0,0,0,0,0,0,0,
151,152,Jóhann Berg Guðmundsson,2023-2024,162,9861,108,54,10,21,10,0,167,56,33.5,20.1,19,2151,67.2,167,57,226,2309,13952,221,149,124,176,87,49.4,122,78,51,52,19,10,139,143,0,124,43.1,11,0,76,118,12,0,535,0,0,,0,,"FW,MF",Burnley,0,0,0,0,0,0,0,0,0,
152,153,Sander Berge,2024-2025,82,6205,71,11,3,4,2,1,40,6,15.0,16.9,0,2605,86.1,56,5,312,2094,12770,133,64,52,103,60,58.3,148,89,60,73,15,29,54,116,2,133,59.9,16,1,87,30,5,0,399,0,0,,0,,MF,"Burnley,Fulham,Sheffield Utd",0,0,0,0,0,0,0,0,0,
153,154,Lucas Bergvall,2024-2025,16,562,5,11,0,0,0,0,4,0,0.0,22.6,0,365,89.7,5,2,30,287,1818,15,13,10,19,10,52.6,21,14,8,10,3,6,13,14,2,6,46.2,3,0,11,10,0,0,42,0,0,,0,,MF,Tottenham,0,0,0,0,0,0,0,0,0,
154,155,Steven Bergwijn,2021-2022,60,2477,25,35,7,5,7,0,43,20,46.5,16.3,0,710,82.3,34,4,54,751,4790,82,75,39,83,40,48.2,28,15,13,10,5,1,7,22,0,13,36.1,6,0,36,35,2,0,137,0,0,,0,,"FW,MF",Tottenham,0,0,0,0,0,0,0,0,0,
155,156,Bernard,2020-2021,73,3851,43,30,5,5,5,0,41,12,29.3,17.7,1,1267,74.0,74,19,202,1498,8789,152,130,80,148,80,54.1,89,55,34,39,16,4,51,27,1,4,12.9,9,0,42,44,2,0,292,0,0,,0,,"FW,MF",Everton,0,0,0,0,0,0,0,0,0,
156,157,Bernardo,2020-2021,39,2637,28,11,0,1,0,0,19,5,26.3,15.5,0,1076,71.3,15,6,149,882,4650,70,43,27,37,22,59.5,99,67,63,23,13,16,41,107,0,82,65.1,5,0,21,27,6,0,176,0,0,,0,,DF,Brighton,0,0,0,0,0,0,0,0,0,
157,158,Victor Bernth Kristiansen,2024-2025,32,2649,31,1,0,2,0,0,4,0,0.0,18.3,0,1120,74.2,23,17,80,912,4449,46,18,21,30,13,43.3,98,59,57,34,7,16,33,80,4,24,34.3,3,0,31,22,1,1,128,0,0,,0,,DF,Leicester City,0,0,0,0,0,0,0,0,0,
158,159,Luke Berry,2023-2024,17,323,2,15,2,1,2,0,8,4,50.0,10.9,0,64,64.6,2,0,8,56,141,1,5,4,3,2,66.7,7,2,2,4,1,1,0,3,0,7,50.0,1,0,6,7,0,0,8,0,0,,0,,"MF,DF",Luton Town,0,0,0,0,0,0,0,0,0,
159,160,Ryan Bertrand,2021-2022,262,22723,254,8,7,15,6,1,81,26,19.8,20.2,7,4849,74.6,102,42,516,3559,17739,264,141,61,90,37,41.1,209,154,100,83,26,30,188,204,2,176,45.5,36,2,237,160,7,0,440,0,0,,0,,"DF,MF","Aston Villa,Chelsea,Leicester City,Southampton",0,0,0,0,1,0,0,1,0,
160,161,Muhamed Bešić,2019-2020,46,2138,24,22,0,0,0,0,4,7,50.0,20.9,0,111,82.2,2,0,13,86,459,3,2,4,7,7,100.0,9,7,5,4,0,2,1,7,0,7,63.6,11,0,41,4,0,0,20,0,0,,0,,"DF,MF","Everton,Sheffield Utd",0,0,0,0,0,0,0,0,0,
161,162,Beto,2024-2025,44,1268,10,34,4,0,4,0,54,16,29.6,14.0,0,127,57.7,11,0,16,237,1389,19,63,28,51,24,47.1,19,8,2,8,9,0,1,17,0,68,45.0,3,0,33,27,15,0,43,0,0,,0,,FW,Everton,0,0,0,0,0,0,0,0,0,
162,163,Marcus Bettinelli,2024-2025,7,630,7,0,0,0,0,0,0,0,,,0,160,65.0,0,0,0,94,510,0,1,0,0,0,,0,0,0,0,0,0,0,5,0,2,100.0,2,0,0,1,0,0,4,20,19,52.5,0,0.0,GK,"Chelsea,Fulham",0,0,0,0,0,0,0,0,0,
163,164,Owen Bevan,2022-2023,1,9,0,1,0,0,0,0,0,0,,,0,2,66.7,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,,0,,DF,Bournemouth,0,0,0,0,0,0,0,0,0,
164,165,Jordan Beyer,2023-2024,15,1234,15,0,0,1,0,0,5,0,0.0,8.2,0,766,89.0,3,0,25,624,3314,9,5,1,7,4,57.1,35,20,22,12,1,15,16,68,1,28,51.9,6,0,11,6,0,0,57,0,0,,0,,DF,Burnley,0,0,0,0,0,0,0,0,0,
165,166,Giulian Biancone,2022-2023,2,17,0,2,0,0,0,0,0,0,,,0,15,71.4,0,0,0,10,76,2,0,0,0,0,,2,1,2,0,0,0,1,0,0,2,100.0,0,0,0,0,0,0,5,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,
166,167,Mads Bidstrup,2021-2022,4,41,0,4,0,0,0,0,0,0,,,0,10,76.9,0,0,0,6,21,0,2,1,0,0,,1,0,0,1,0,0,1,2,0,0,,0,0,1,0,0,0,3,0,0,,0,,MF,Brentford,0,0,0,0,0,0,0,0,0,
167,168,Philip Billing,2024-2025,152,9828,110,42,12,4,12,0,155,46,29.7,21.2,16,3360,73.6,96,21,375,3027,15790,156,189,119,164,87,53.0,280,163,102,148,30,46,193,247,3,316,63.8,27,1,141,108,8,0,645,0,0,,0,,MF,"Bournemouth,Huddersfield",0,0,0,0,0,0,0,0,0,
168,169,Mame Biram Diouf,2017-2018,154,9416,102,52,27,9,27,0,79,78,29.1,13.5,0,347,55.1,20,2,43,448,2468,38,53,33,26,11,42.3,48,62,26,15,7,0,32,76,1,142,47.3,22,0,170,62,32,0,75,0,0,,0,,"FW,MF","Blackburn,Manchester Utd,Stoke City",0,0,0,0,0,0,0,0,0,
169,170,Yves Bissouma,2024-2025,180,12302,139,41,5,2,5,0,145,25,17.2,26.0,7,6560,88.2,64,2,679,5442,32532,245,207,155,317,206,65.0,419,271,194,192,33,30,230,246,8,120,50.8,48,3,225,146,3,0,907,0,0,,0,,MF,"Brighton,Tottenham",0,0,0,0,0,0,0,0,0,
170,171,Daley Blind,2017-2018,90,7475,84,6,4,5,4,0,12,13,16.7,21.2,0,220,80.3,4,3,23,163,698,9,4,3,2,1,50.0,6,38,3,2,1,0,51,14,0,8,57.1,8,0,70,19,0,0,23,0,0,,0,,"DF,MF",Manchester Utd,0,0,0,0,0,0,0,0,0,
