,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,MP,Min,Start,Sub,Gls,Ast,NPG,PK,Sh,SoT,SoT%,ShDist,FK,PaCmp,PaCmp%,KP,Crs,PrgP,Car,TotDist,PrgC,Mis,Dis,TOnAtt,TOnSucc,TOnSucc%,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Blck,Int,Clr,Err,DuelW,DuelW%,CrdY,CrdR,Fls,Fld,Off,OG,Recov,GA,Sv,Sv%,CS,CS%,Pos,Team_df1,BdOr,GBoot,GGlove,POTY,TOTY,WC,Euro,UCL,Prem,IG,Wiki,Obscurity,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index
101,Luton Town,Alfie Doughty,https://en.wikipedia.org/wiki/Alfie_Doughty,,403,Alfie Doughty,2023-2024,37,2925,34,3,2,8,2,0,26,8,30.8,16.3,2,1121,66.5,70,24,106,897,5522,94,51,13,67,33,49.3,63,40,29,18,16,9,31,43,4,23,65.7,5,0,31,9,13,0,185,0,0,,0,,DF,Luton Town,0,0,0,0,0,0,0,0,0,,101462.0,95.48607531,Alfie Doughty,Alfie Doughty,100.0,Luton Town,293,402
91,Manchester City,Rúben Dias ,https://en.wikipedia.org/wiki/R%C3%BAben_Dias,,384,Rúben Dias,2024-2025,131,10979,122,9,3,4,3,0,75,22,29.3,13.1,0,10202,93.3,33,4,642,8215,45573,138,33,19,24,16,66.7,119,70,51,56,12,76,120,324,2,220,57.9,15,0,96,55,3,3,490,0,0,,0,,DF,Manchester City,0,0,0,1,2,0,0,1,4,,421057.0,83.0309612,Rúben Dias,Rúben Dias ,95.23809523809523,Manchester City,295,383
349,Manchester City,John Stones,https://en.wikipedia.org/wiki/John_Stones,,1379,John Stones,2024-2025,246,18726,211,35,11,2,11,0,76,27,32.9,12.6,0,8855,93.4,29,1,614,7140,42616,195,32,21,53,40,75.5,103,83,58,33,12,52,135,295,6,275,70.0,12,1,73,48,4,1,561,0,0,,0,,DF,"Everton,Manchester City",0,0,0,0,2,0,0,1,6,,726263.0,73.4970812,John Stones,John Stones,100.0,Manchester City,296,1378
9,Manchester City,Nathan Aké,https://en.wikipedia.org/wiki/Nathan_Ak%C3%A9,,30,Nathan Aké,2024-2025,234,18335,206,28,18,7,18,0,115,42,32.2,10.4,0,9213,88.9,45,5,679,7296,36505,130,71,26,38,25,65.8,237,154,146,78,13,108,181,807,3,406,57.0,21,1,138,94,8,0,810,0,0,,0,,"DF,MF","Bournemouth,Chelsea,Manchester City,Watford",0,0,0,0,0,0,0,1,4,,503410.0,80.31234664,Nathan Aké,Nathan Aké,100.0,Manchester City,297,29
231,Manchester City,Omar Marmoush,https://en.wikipedia.org/wiki/Omar_Marmoush,,898,Omar Marmoush,2024-2025,1,73,1,0,0,0,0,0,2,0,0.0,23.7,1,11,84.6,1,1,1,17,100,2,4,0,2,0,0.0,3,2,2,0,1,0,0,0,0,0,,0,0,0,2,3,0,3,0,0,,0,,FW,Manchester City,0,0,0,0,0,0,0,0,0,,456271.0,86.21880015,Omar Marmoush,Omar Marmoush,100.0,Manchester City,298,897
204,Manchester City,Mateo Kovačić,https://en.wikipedia.org/wiki/Mateo_Kova%C4%8Di%C4%87,,786,Mateo Kovačić,2024-2025,191,11894,131,60,9,14,9,0,170,32,18.8,21.6,1,9435,90.3,170,4,1034,7897,44427,339,155,178,357,266,74.5,319,199,128,154,37,10,93,94,5,55,47.4,36,0,132,163,0,0,794,0,0,,0,,MF,"Chelsea,Manchester City",0,0,0,0,0,0,0,4,1,,650476.0,75.36098361,Mateo Kovačić,Mateo Kovačić,100.0,Manchester City,299,785
153,Manchester City,Erling Haaland,https://en.wikipedia.org/wiki/Erling_Haaland,,599,Erling Haaland,2024-2025,89,7355,85,4,81,15,66,15,318,152,47.8,12.2,2,840,71.7,80,1,98,993,4797,86,128,64,87,33,37.9,16,9,2,7,7,6,9,51,0,129,50.8,8,0,64,67,18,0,102,0,0,,0,,FW,Manchester City,0,2,0,1,2,0,0,1,2,,4294330.0,4.098225609,Erling Haaland,Erling Haaland,100.0,Manchester City,300,598
144,Manchester City,Jack Grealish,https://en.wikipedia.org/wiki/Jack_Grealish,,577,Jack Grealish,2024-2025,185,12661,137,48,26,29,26,0,243,89,32.9,16.6,3,4646,82.3,323,13,679,5015,41951,833,220,190,462,254,55.0,125,79,44,59,22,23,57,52,5,77,41.6,31,0,139,472,21,0,548,0,0,,0,,"FW,MF","Aston Villa,Manchester City",0,0,0,0,0,0,0,1,3,,1440946.0,50.41685351,Jack Grealish,Jack Grealish,100.0,Manchester City,301,576
97,Manchester City,Jérémy Doku,https://en.wikipedia.org/wiki/J%C3%A9r%C3%A9my_Doku,,397,Jeremy Doku,2024-2025,44,2384,27,17,6,12,6,0,72,25,34.7,16.8,0,1004,80.8,61,10,93,1282,11236,322,82,67,258,132,51.2,59,34,21,19,19,1,11,7,0,2,16.7,3,0,18,51,9,0,111,0,0,,0,,"FW,MF",Manchester City,0,0,0,0,0,0,0,0,0,,,74.7580841,Jeremy Doku,Jérémy Doku,81.81818181818181,Manchester City,302,396
307,Manchester City,Rodri ,"https://en.wikipedia.org/wiki/Rodri_(footballer,_born_1996)",,1225,Rodri,2024-2025,174,14025,162,12,22,21,21,1,212,66,31.1,19.6,0,13730,91.6,174,10,1384,10594,48483,278,109,124,190,137,72.1,333,198,119,165,49,41,150,218,8,348,70.3,32,1,219,139,11,0,1348,0,0,,0,,MF,Manchester City,1,0,0,0,2,0,1,1,4,,2311324.0,23.00725413,Rodri,Rodri ,90.9090909090909,Manchester City,304,1224
87,Manchester City,Kevin De Bruyne ,https://en.wikipedia.org/wiki/Kevin_De_Bruyne,,356,Kevin De Bruyne,2024-2025,276,20677,238,38,70,117,66,4,604,226,33.1,22.0,63,9410,75.5,635,95,1657,8998,46617,740,290,226,432,260,60.2,246,179,55,109,82,12,103,89,6,74,42.5,22,0,209,227,24,0,825,0,0,,0,,"FW,MF","Chelsea,Manchester City",0,0,0,2,5,0,0,1,6,,2085885.0,32.24571746,Kevin De Bruyne,Kevin De Bruyne ,96.7741935483871,Manchester City,305,355
279,Manchester City,Stefan Ortega,https://en.wikipedia.org/wiki/Stefan_Ortega,,1101,Stefan Ortega,2024-2025,20,1625,16,4,0,0,0,0,0,0,,,0,618,84.2,0,0,0,518,2223,0,0,0,0,0,,0,0,0,0,0,0,0,9,1,2,100.0,1,0,1,2,0,0,24,18,58,77.6,7,43.8,GK,Manchester City,0,0,0,0,0,0,0,1,2,,502788.0,83.90371924,Stefan Ortega,Stefan Ortega,100.0,Manchester City,306,1100
150,Manchester City,İlkay Gündoğan,https://en.wikipedia.org/wiki/%C4%B0lkay_G%C3%BCndo%C4%9Fan,,593,İlkay Gündoğan,2024-2025,209,13961,153,56,44,17,41,3,300,94,31.3,18.0,18,10032,89.1,235,11,1111,7924,39465,401,178,120,222,143,64.4,168,104,50,83,35,17,151,91,1,90,48.9,16,0,99,144,11,0,886,0,0,,0,,MF,Manchester City,0,0,0,0,1,0,0,1,5,,1504493.0,48.51086401,İlkay Gündoğan,İlkay Gündoğan,100.0,Manchester City,307,592
336,Manchester City,Bernardo Silva ,https://en.wikipedia.org/wiki/Bernardo_Silva,,1321,Bernardo Silva,2024-2025,255,17948,199,56,41,46,41,0,298,116,38.9,14.7,0,10639,86.2,371,56,1037,9712,58854,922,270,223,512,300,58.6,322,186,95,148,79,22,145,116,6,59,29.9,37,0,180,184,22,0,928,0,0,,0,,"FW,MF",Manchester City,0,0,0,0,2,0,0,1,6,,699822.0,74.49859027,Bernardo Silva,Bernardo Silva ,96.55172413793103,Manchester City,308,1320
152,Manchester City,Joško Gvardiol,https://en.wikipedia.org/wiki/Jo%C5%A1ko_Gvardiol,,597,Joško Gvardiol,2024-2025,50,4260,47,3,9,1,9,0,65,23,35.4,14.6,0,3124,88.8,36,4,294,2451,12192,119,39,26,74,44,59.5,87,55,35,32,20,25,51,96,7,63,58.3,4,0,30,37,4,0,232,0,0,,0,,DF,Manchester City,0,0,0,0,0,0,0,0,1,,546231.0,81.31381309,Joško Gvardiol,Joško Gvardiol,100.0,Manchester City,310,596
8,Manchester City,Manuel Akanji,https://en.wikipedia.org/wiki/Manuel_Akanji,,29,Manuel Akanji,2024-2025,78,6415,71,7,2,1,2,0,39,8,20.5,16.7,0,5421,93.4,29,5,389,4173,21935,106,30,17,18,10,55.6,93,63,39,40,14,29,45,155,6,71,44.1,9,1,56,40,0,0,361,0,0,,0,,"DF,MF",Manchester City,0,0,0,0,0,0,0,1,2,,490625.0,82.06933692,Manuel Akanji,Manuel Akanji,100.0,Manchester City,311,28
271,Manchester City,Matheus Nunes,https://en.wikipedia.org/wiki/Matheus_Nunes,,1063,Matheus Nunes,2024-2025,68,4107,48,20,1,7,1,0,43,14,32.6,17.7,1,1741,81.9,57,15,160,1693,10433,132,79,61,150,75,50.0,103,62,50,37,16,8,31,64,3,39,43.8,6,2,64,82,11,0,229,0,0,,0,,MF,"Manchester City,Wolves",0,0,0,0,0,0,0,0,1,,412304.0,84.81111046,Matheus Nunes,Matheus Nunes,100.0,Manchester City,313,1062
105,Manchester City,Ederson,"https://en.wikipedia.org/wiki/Ederson_(footballer,_born_1993)",,427,Ederson,2024-2025,265,23540,265,0,0,5,0,0,0,0,,,0,7443,86.6,10,0,12,5815,26477,0,8,1,3,3,100.0,14,9,13,1,0,0,6,91,22,68,90.7,23,1,10,27,0,0,387,210,439,71.0,115,43.4,GK,Manchester City,0,0,3,0,2,0,0,1,6,,508688.0,80.69431944,Ederson,Ederson,100.0,Manchester City,315,426
59,Manchester City,Scott Carson,https://en.wikipedia.org/wiki/Scott_Carson,,249,Scott Carson,2024-2025,146,13028,145,1,0,2,0,0,0,0,,,0,15,93.8,0,0,0,12,54,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,1,0,0,0,0,2,232,556,70.7,30,20.7,GK,"Aston Villa,Charlton Ath,Leeds United,Liverpool,Manchester City,West Brom",0,0,0,0,0,0,0,2,0,,563371.0,78.35010103,Scott Carson,Scott Carson,100.0,Manchester City,316,248
196,Manchester City,Abdukodir Khusanov,https://en.wikipedia.org/wiki/Abdukodir_Khusanov,,761,Abdukodir Khusanov,2024-2025,1,53,1,0,0,0,0,0,1,0,0.0,23.9,0,41,85.4,0,0,2,41,163,0,0,0,1,0,0.0,0,0,0,0,0,1,0,1,1,0,0.0,1,0,1,1,0,0,2,0,0,,0,,DF,Manchester City,0,0,0,0,0,0,0,0,0,,74205.0,97.79489577,Abdukodir Khusanov,Abdukodir Khusanov,100.0,Manchester City,317,760
121,Manchester City,Phil Foden,https://en.wikipedia.org/wiki/Phil_Foden,,491,Phil Foden,2024-2025,182,11021,122,60,61,29,61,0,346,146,42.2,16.6,6,5264,83.1,249,33,563,5081,25852,411,242,169,380,208,54.7,116,69,50,40,26,3,58,56,1,61,31.8,6,0,72,191,32,0,470,0,0,,0,,"MF,FW",Manchester City,0,0,0,1,1,0,0,1,6,,2600051.0,13.85186784,Phil Foden,Phil Foden,100.0,Manchester City,318,490
43,Manchester City,Oscar Bobb,https://en.wikipedia.org/wiki/Oscar_Bobb,,173,Oscar Bobb,2023-2024,14,302,2,12,1,1,1,0,4,1,25.0,11.1,0,155,87.6,9,1,25,139,671,13,6,6,18,11,61.1,7,3,1,2,4,0,5,1,0,1,33.3,0,0,2,3,0,0,17,0,0,,0,,"FW,MF",Manchester City,0,0,0,0,0,0,0,0,1,,590312.0,81.53282284,Oscar Bobb,Oscar Bobb,100.0,Manchester City,319,172
214,Manchester City,Rico Lewis,https://en.wikipedia.org/wiki/Rico_Lewis,,827,Rico Lewis,2024-2025,49,3114,34,15,3,2,3,0,19,8,42.1,17.8,0,1967,91.7,32,3,161,1498,7373,75,26,41,37,18,48.6,51,31,24,19,8,9,21,50,2,5,17.2,7,1,27,62,0,0,156,0,0,,0,,"DF,MF",Manchester City,0,0,0,0,0,0,0,1,2,,440953.0,84.58918384,Rico Lewis,Rico Lewis,100.0,Manchester City,320,826
240,Manchester City,James McAtee,https://en.wikipedia.org/wiki/James_McAtee,,929,James Mcatee,2024-2025,39,1913,20,19,4,3,3,1,30,9,30.0,17.8,2,410,69.6,28,3,55,492,3512,61,50,43,96,35,36.5,33,22,9,14,10,0,12,18,0,12,26.7,2,0,18,30,1,0,99,0,0,,0,,MF,"Manchester City,Sheffield Utd",0,0,0,0,0,0,0,0,0,,329556.0,88.39531847,James Mcatee,James McAtee,91.66666666666666,Manchester City,321,928
217,Manchester United,Victor Lindelöf,https://en.wikipedia.org/wiki/Victor_Lindel%C3%B6f,,833,Victor Lindelöf,2024-2025,183,14674,160,23,4,5,4,0,31,9,29.0,10.2,0,8498,88.9,33,1,481,6397,36642,93,51,18,29,24,82.8,164,101,96,63,5,88,153,615,7,353,61.1,16,0,121,50,6,2,923,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,0,0,0,0,,243920.0,88.18920332,Victor Lindelöf,Victor Lindelöf,100.0,Manchester United,323,832
239,Manchester United,Noussair Mazraoui,https://en.wikipedia.org/wiki/Noussair_Mazraoui,,923,Noussair Mazraoui,2024-2025,23,1764,21,2,0,1,0,0,9,2,22.2,20.3,0,1000,85.0,10,3,75,761,3616,24,13,13,34,21,61.8,70,41,33,26,11,4,22,53,0,30,69.8,1,0,24,13,3,0,92,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,0,0,0,0,,856878.0,73.04180765,Noussair Mazraoui,Noussair Mazraoui,100.0,Manchester United,324,922
215,Manchester United,Matthijs de Ligt,https://en.wikipedia.org/wiki/Matthijs_de_Ligt,,831,Matthijs de Ligt,2024-2025,21,1540,18,3,1,0,1,0,13,6,46.2,8.2,0,961,91.0,4,0,35,832,3566,4,3,2,2,1,50.0,17,11,10,6,1,14,26,52,0,39,68.4,3,0,14,9,1,0,49,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,0,0,0,0,,1124722.0,65.11402767,Matthijs de Ligt,Matthijs de Ligt,100.0,Manchester United,325,830
226,Manchester United,Harry Maguire,https://en.wikipedia.org/wiki/Harry_Maguire,,876,Harry Maguire,2024-2025,257,20817,231,26,13,9,13,0,210,61,29.0,12.7,0,10365,84.7,67,2,979,8328,54810,276,97,46,118,91,77.1,242,194,163,71,8,162,380,884,14,743,72.0,59,2,217,170,26,1,1217,0,0,,0,,DF,"Hull City,Leicester City,Manchester Utd",0,0,0,0,0,0,0,0,0,,815422.0,70.92172323,Harry Maguire,Harry Maguire,100.0,Manchester United,326,875
234,Manchester United,Lisandro Martínez,https://en.wikipedia.org/wiki/Lisandro_Mart%C3%ADnez,,906,Lisandro Martínez,2024-2025,57,4430,51,6,3,2,3,0,25,7,28.0,15.6,0,2882,88.7,18,2,223,2356,11937,43,13,14,26,21,80.8,103,58,65,32,6,43,69,183,1,50,50.5,16,0,48,18,0,1,273,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,1,0,0,0,,529270.0,81.5741122,Lisandro Martínez,Lisandro Martínez,100.0,Manchester United,327,905
258,Manchester United,Mason Mount,https://en.wikipedia.org/wiki/Mason_Mount,,1003,Mason Mount,2024-2025,151,10531,120,31,28,22,26,2,275,93,33.8,19.8,26,4495,79.4,236,27,662,4100,22035,383,257,167,241,120,49.8,214,103,55,103,56,14,74,56,0,53,27.3,17,0,163,145,14,0,533,0,0,,0,,"MF,FW","Chelsea,Manchester Utd",0,0,0,0,0,0,0,1,0,,871497.0,68.59222975,Mason Mount,Mason Mount,100.0,Manchester United,328,1002
119,Manchester United,Bruno Fernandes ,https://en.wikipedia.org/wiki/Bruno_Fernandes,,475,Bruno Fernandes,2024-2025,181,15665,178,3,59,47,37,22,477,164,34.4,22.2,53,7927,73.6,493,50,1362,7137,32307,415,249,191,269,131,48.7,314,175,111,135,68,13,122,199,7,90,34.4,36,2,188,206,38,0,946,0,0,,0,,MF,Manchester Utd,0,0,0,0,1,0,0,0,0,,1135384.0,60.06414828,Bruno Fernandes,Bruno Fernandes ,96.7741935483871,Manchester United,329,474
166,Manchester United,Rasmus Højlund,https://en.wikipedia.org/wiki/Rasmus_H%C3%B8jlund,,656,Rasmus Højlund,2024-2025,48,3247,38,10,12,2,12,0,50,26,52.0,12.3,0,448,76.1,39,1,44,537,2970,52,94,46,59,24,40.7,13,7,2,4,7,1,2,22,0,41,26.6,3,0,29,49,22,0,81,0,0,,0,,FW,Manchester Utd,0,0,0,0,0,0,0,0,0,,1323996.0,57.71053664,Rasmus Højlund,Rasmus Højlund,100.0,Manchester United,330,655
400,Manchester United,Joshua Zirkzee,https://en.wikipedia.org/wiki/Joshua_Zirkzee,,1576,Joshua Zirkzee,2024-2025,23,864,8,15,3,1,3,0,19,8,42.1,13.3,0,179,71.3,11,0,27,196,832,5,21,20,19,6,31.6,10,5,3,5,2,4,4,3,0,17,32.7,1,0,7,7,2,0,32,0,0,,0,,"FW,MF",Manchester Utd,0,0,0,0,0,0,0,1,0,,2172789.0,34.74350864,Joshua Zirkzee,Joshua Zirkzee,100.0,Manchester United,331,1575
110,Manchester United,Christian Eriksen,https://en.wikipedia.org/wiki/Christian_Eriksen,,448,Christian Eriksen,2024-2025,299,23046,260,39,54,77,54,0,416,240,34.6,22.9,46,6724,77.8,301,38,962,5723,25754,258,212,160,131,66,50.4,176,140,56,87,33,23,112,103,1,52,34.0,24,0,128,88,11,0,842,0,0,,0,,"FW,MF","Brentford,Manchester Utd,Tottenham",0,0,0,0,1,0,0,0,0,,878765.0,70.15104624,Christian Eriksen,Christian Eriksen,100.0,Manchester United,333,447
396,Manchester United,Leny Yoro,https://en.wikipedia.org/wiki/Leny_Yoro,,1559,Leny Yoro,2024-2025,10,455,4,6,0,0,0,0,4,1,25.0,8.0,0,268,92.1,0,0,20,224,899,2,1,0,0,0,,12,3,9,3,0,1,12,15,0,6,42.9,2,0,5,1,1,0,12,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,0,0,0,0,,970092.0,70.33403634,Leny Yoro,Leny Yoro,100.0,Manchester United,334,1558
90,Manchester United,Amad Diallo,https://en.wikipedia.org/wiki/Amad_Diallo,,379,Amad Diallo,2024-2025,33,2060,21,12,7,8,7,0,50,18,36.0,18.1,0,816,83.6,45,4,69,824,5717,106,46,50,107,50,46.7,46,32,8,27,11,2,12,22,0,14,38.9,4,0,23,29,9,0,116,0,0,,0,,"FW,MF",Manchester Utd,0,0,0,0,0,0,0,0,0,,1401901.0,56.18980716,Amad Diallo,Amad Diallo,100.0,Manchester United,335,378
132,Manchester United,Alejandro Garnacho,https://en.wikipedia.org/wiki/Alejandro_Garnacho,,530,Alejandro Garnacho,2024-2025,79,4378,47,32,13,7,13,0,172,55,32.0,16.0,0,1184,76.6,67,5,97,1623,13081,287,131,91,228,74,32.5,42,27,14,10,18,2,30,30,2,10,15.9,8,0,35,86,23,0,206,0,0,,0,,"FW,MF",Manchester Utd,0,0,0,0,0,0,0,0,0,,1634560.0,46.82120635,Alejandro Garnacho,Alejandro Garnacho,100.0,Manchester United,336,529
60,Manchester United,Casemiro,https://en.wikipedia.org/wiki/Casemiro,,252,Casemiro,2024-2025,67,4943,58,9,6,5,6,0,91,25,27.5,19.2,1,2738,79.5,60,12,308,2228,7671,29,39,39,43,21,48.8,210,128,107,78,25,49,60,165,4,116,64.8,15,2,87,47,10,0,396,0,0,,0,,MF,Manchester Utd,0,0,0,0,0,0,0,5,0,,940543.0,68.54316922,Casemiro,Casemiro,100.0,Manchester United,337,251
81,Manchester United,Diogo Dalot,https://en.wikipedia.org/wiki/Diogo_Dalot,,335,Diogo Dalot,2024-2025,128,10155,113,15,3,8,3,0,96,22,22.9,20.9,0,4958,79.1,114,46,424,3876,18844,234,104,38,158,93,58.9,267,178,175,66,26,46,144,308,3,149,65.4,23,1,126,30,8,0,684,0,0,,0,,DF,Manchester Utd,0,0,0,0,0,0,0,0,0,,421047.0,83.07882855,Diogo Dalot,Diogo Dalot,100.0,Manchester United,338,334
158,Manchester United,Tom Heaton,https://en.wikipedia.org/wiki/Tom_Heaton,,622,Tom Heaton,2024-2025,116,10379,116,0,0,0,0,0,1,0,0.0,11.8,0,735,54.9,2,0,0,553,4144,0,2,0,1,1,100.0,3,4,3,0,0,0,2,14,2,10,100.0,5,0,2,5,0,1,29,167,401,71.8,28,24.1,GK,"Aston Villa,Burnley,Manchester Utd",0,0,0,0,0,0,0,0,0,,217407.0,89.67884507,Tom Heaton,Tom Heaton,100.0,Manchester United,339,621
332,Manchester United,Luke Shaw,https://en.wikipedia.org/wiki/Luke_Shaw,,1311,Luke Shaw,2024-2025,253,20143,234,19,3,17,3,0,83,44,34.9,19.7,1,8222,82.1,220,45,748,5883,31711,406,130,70,199,119,59.8,240,156,115,100,25,68,135,332,10,212,58.4,60,1,274,115,12,1,811,0,0,,0,,"DF,MF","Manchester Utd,Southampton",0,0,0,0,2,0,0,0,0,,595027.0,77.74302604,Luke Shaw,Luke Shaw,100.0,Manchester United,340,1310
278,Manchester United,André Onana,https://en.wikipedia.org/wiki/Andr%C3%A9_Onana,,1091,André Onana,2024-2025,61,5490,61,0,0,0,0,0,0,0,,,0,1791,73.4,4,0,6,1831,9624,1,2,0,1,1,100.0,3,1,3,0,0,0,0,20,6,19,90.5,5,0,1,6,0,0,65,90,203,72.6,16,26.2,GK,Manchester Utd,0,0,0,0,0,0,0,0,0,,797463.0,73.1706465,André Onana,André Onana,100.0,Manchester United,341,1090
115,Manchester United,Jonny Evans,https://en.wikipedia.org/wiki/Jonny_Evans,,455,Jonny Evans,2024-2025,385,31569,357,28,14,14,14,0,67,48,40.3,8.2,0,7867,85.3,42,4,471,6258,28945,78,50,20,38,31,81.6,192,145,144,42,6,87,331,754,9,462,67.0,58,3,298,147,4,3,925,0,0,,0,,DF,"Leicester City,Manchester Utd,Sunderland,West Brom",0,0,0,0,0,0,0,1,3,,785354.0,77.01813117,Jonny Evans,Jonny Evans,100.0,Manchester United,344,454
227,Manchester United,Kobbie Mainoo,https://en.wikipedia.org/wiki/Kobbie_Mainoo,,878,Kobbie Mainoo,2024-2025,42,3151,38,4,3,1,3,0,20,6,30.0,20.8,0,1321,86.3,27,1,114,1174,5445,45,52,51,96,51,53.1,82,50,35,27,20,15,38,36,2,35,42.7,8,0,37,41,2,0,164,0,0,,0,,MF,Manchester Utd,0,0,0,0,0,0,0,0,0,,2032291.0,37.1965047,Kobbie Mainoo,Kobbie Mainoo,100.0,Manchester United,345,877
72,Manchester United,Toby Collyer,https://en.wikipedia.org/wiki/Toby_Collyer,,300,Toby Collyer,2024-2025,4,124,0,4,0,0,0,0,0,0,,,0,56,88.9,1,0,5,46,183,0,6,1,1,1,100.0,7,6,4,3,0,1,0,2,0,1,50.0,0,0,2,3,0,0,9,0,0,,0,,MF,Manchester Utd,0,0,0,0,0,0,0,0,0,,214781.0,93.38540299,Toby Collyer,Toby Collyer,100.0,Manchester United,347,299
252,Nottingham Forest,Morato,"https://en.wikipedia.org/wiki/Morato_(footballer,_born_2001)",,990,Morato,2024-2025,16,444,2,14,0,0,0,0,1,0,0.0,7.0,0,91,67.4,0,0,9,65,308,0,4,1,1,1,100.0,12,9,10,1,1,3,6,45,2,2,18.2,1,0,6,1,0,0,18,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,,69199.0,97.29981526,Morato,Morato,100.0,Nottingham Forest,348,989
262,Nottingham Forest,Murillo,https://en.wikipedia.org/wiki/Murillo_(footballer),,1015,Murillo,2024-2025,54,4746,54,0,1,2,1,0,35,10,28.6,23.7,5,1775,77.2,17,0,154,1471,7984,33,32,22,56,37,66.1,86,57,61,21,4,55,59,329,2,61,52.1,9,0,54,10,0,1,228,0,0,,0,,DF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,,216924.0,91.32072748,Murillo,Murillo,100.0,Nottingham Forest,349,1014
319,Nottingham Forest,Ibrahim Sangaré,https://en.wikipedia.org/wiki/Ibrahim_Sangar%C3%A9_(Ivorian_footballer),,1276,Ibrahim Sangaré,2024-2025,20,1247,16,4,0,0,0,0,9,1,11.1,18.6,0,425,79.0,8,0,52,339,1450,5,12,9,12,6,50.0,57,32,30,23,4,7,18,23,0,13,40.6,8,0,27,13,2,0,88,0,0,,0,,MF,Nott'ham Forest,0,0,0,0,0,0,0,0,0,,109803.0,95.89227456,Ibrahim Sangaré,Ibrahim Sangaré,100.0,Nottingham Forest,350,1275
389,Nottingham Forest,Neco Williams,https://en.wikipedia.org/wiki/Neco_Williams,,1532,Neco Williams,2024-2025,90,5250,57,33,1,3,1,0,68,17,25.0,20.5,3,1749,68.6,39,27,143,1671,10139,155,85,57,143,59,41.3,189,115,126,46,17,28,87,172,0,77,52.7,17,0,76,85,7,0,317,0,0,,0,,DF,"Liverpool,Nott'ham Forest",0,0,0,0,0,0,0,0,1,,232294.0,89.77883742,Neco Williams,Neco Williams,100.0,Nottingham Forest,351,1531
14,Nottingham Forest,Elliot Anderson,https://en.wikipedia.org/wiki/Elliot_Anderson_(footballer),,57,Elliot Anderson,2024-2025,66,2912,31,35,1,8,1,0,54,13,24.1,17.2,0,1090,78.3,51,2,154,1026,5994,92,74,53,124,57,46.0,89,59,50,27,12,11,31,66,2,53,64.6,8,0,52,60,4,0,207,0,0,,0,,MF,"Newcastle Utd,Nott'ham Forest",0,0,0,0,0,0,0,0,0,,253765.0,89.78825676,Elliot Anderson,Elliot Anderson,100.0,Nottingham Forest,352,56
22,Nottingham Forest,Taiwo Awoniyi,https://en.wikipedia.org/wiki/Taiwo_Awoniyi,,86,Taiwo Awoniyi,2024-2025,65,2694,31,34,17,4,17,0,65,29,44.6,11.9,0,310,67.4,22,0,30,472,2289,31,121,50,43,18,41.9,30,19,3,17,10,6,5,33,0,49,27.1,4,0,40,42,29,0,102,0,0,,0,,FW,Nott'ham Forest,0,0,0,0,0,0,0,0,0,,166304.0,92.53219517,Taiwo Awoniyi,Taiwo Awoniyi,100.0,Nottingham Forest,353,85
135,Nottingham Forest,Morgan Gibbs-White ,https://en.wikipedia.org/wiki/Morgan_Gibbs-White,,543,Morgan Gibbs-White,2024-2025,139,9021,100,39,15,23,12,3,184,52,28.3,19.1,10,2867,71.2,195,22,468,2890,15928,228,257,137,308,136,44.2,106,59,32,47,27,15,49,55,0,162,40.1,25,1,115,130,19,0,495,0,0,,0,,"MF,FW","Nott'ham Forest,Wolves",0,0,0,0,0,0,0,0,0,,388051.0,83.95450324,Morgan Gibbs-White,Morgan Gibbs-White ,97.2972972972973,Nottingham Forest,354,542
393,Nottingham Forest,Chris Wood,"https://en.wikipedia.org/wiki/Chris_Wood_(footballer,_born_1991)",,1545,Chris Wood,2024-2025,250,16688,193,57,83,10,76,7,378,181,47.6,12.3,0,2291,61.3,131,2,182,2602,8536,99,506,220,106,43,40.6,62,38,8,30,24,29,17,142,0,862,44.7,6,0,195,142,198,1,380,0,0,,0,,FW,"Burnley,Leicester City,Newcastle Utd,Nott'ham Forest,West Brom",0,0,0,0,0,0,0,0,0,,784289.0,71.75210271,Chris Wood,Chris Wood,100.0,Nottingham Forest,355,1544
162,Nottingham Forest,Wayne Hennessey,https://en.wikipedia.org/wiki/Wayne_Hennessey,,632,Wayne Hennessey,2023-2024,187,16643,184,3,0,1,0,0,0,0,,,0,836,52.6,4,0,1,721,4834,0,1,0,0,0,,1,2,1,0,0,0,5,15,4,19,95.0,4,0,0,8,0,0,40,312,644,67.9,38,20.7,GK,"Burnley,Crystal Palace,Nott'ham Forest,Wolves",0,0,0,0,0,0,0,0,0,,92485.0,92.96549353,Wayne Hennessey,Wayne Hennessey,100.0,Nottingham Forest,356,631
