,Unnamed: 0,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team_df1,MVP,ROY,DPOY,All_NBA,Champ,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index,Team_Pageviews
187,217,Indiana Pacers,Isaiah Jackson,https://en.wikipedia.org/wiki/Isaiah_Jackson_(basketball),62326.0,379,Isaiah Jackson,2024-25,163,31,0,2438,464,780,457,746,7,34,235,350,278,419,697,116,93,214,135,397,1170,0.595,0.613,0.206,0.671,0.626,0.599,C-F,IND,0,0,0,0,0,108495.0,Isaiah Jackson,Isaiah Jackson,100.0,Indiana Pacers,201,378,536387
188,219,Indiana Pacers,Quenton Jackson,https://en.wikipedia.org/wiki/Quenton_Jackson,21407.0,383,Quenton Jackson,2024-25,30,7,0,400,58,119,48,83,10,36,34,45,12,27,39,48,14,6,15,43,160,0.487,0.578,0.278,0.756,0.576,0.529,G,"IND,WAS",0,0,0,0,0,15175.0,Quenton Jackson,Quenton Jackson,100.0,Indiana Pacers,202,382,536387
189,232,Indiana Pacers,James Johnson,"https://en.wikipedia.org/wiki/James_Johnson_(basketball,_born_1987)",272652.0,402,James Johnson,2024-25,782,243,0,15551,2311,4877,1930,3608,381,1269,827,1220,605,2109,2714,1609,581,655,1048,1748,5830,0.474,0.535,0.3,0.678,0.538,0.513,F,"BRK,CHI,DAL,IND,MEM,MIA,MIN,NOP,SAC,TOR",0,0,0,0,0,0.0,James Johnson,James Johnson,100.0,Indiana Pacers,203,401,536387
190,297,Indiana Pacers,Bennedict Mathurin,https://en.wikipedia.org/wiki/Bennedict_Mathurin,190917.0,500,Bennedict Mathurin,2024-25,179,73,0,5128,950,2134,707,1434,243,700,700,849,199,607,806,317,110,42,338,390,2843,0.445,0.493,0.347,0.824,0.567,0.502,G-F,IND,0,0,0,0,0,186747.0,Bennedict Mathurin,Bennedict Mathurin,100.0,Indiana Pacers,204,499,536387
191,304,Indiana Pacers,T.J. McConnell,https://en.wikipedia.org/wiki/T._J._McConnell,499212.0,510,T.J. McConnell,2024-25,669,96,0,14308,2276,4401,2112,3927,164,474,387,496,365,1603,1968,3378,815,124,1080,948,5103,0.517,0.538,0.346,0.78,0.552,0.536,G,"IND,PHI",0,0,0,0,0,135458.0,T.J. McConnell,T.J. McConnell,100.0,Indiana Pacers,205,509,536387
192,343,Indiana Pacers,Andrew Nembhard,https://en.wikipedia.org/wiki/Andrew_Nembhard,299905.0,570,Andrew Nembhard,2024-25,171,138,0,4563,655,1407,480,906,175,501,146,188,85,347,432,760,162,22,277,379,1631,0.466,0.53,0.349,0.777,0.547,0.528,G,IND,0,0,0,0,0,88037.0,Andrew Nembhard,Andrew Nembhard,100.0,Indiana Pacers,206,569,536387
193,344,Indiana Pacers,Aaron Nesmith,https://en.wikipedia.org/wiki/Aaron_Nesmith,147642.0,572,Aaron Nesmith,2024-25,251,118,0,5210,743,1630,407,742,336,888,283,349,172,623,795,257,159,99,198,658,2105,0.456,0.549,0.378,0.811,0.59,0.559,G-F,"BOS,IND",0,0,0,0,0,99934.0,Aaron Nesmith,Aaron Nesmith,100.0,Indiana Pacers,207,571,536387
194,418,Indiana Pacers,Ben Sheppard,https://en.wikipedia.org/wiki/Ben_Sheppard_(basketball),74614.0,704,Ben Sheppard,2024-25,86,8,0,1403,148,370,62,116,86,254,32,36,32,130,162,84,48,10,25,154,414,0.4,0.534,0.339,0.889,0.536,0.516,G,IND,0,0,0,0,0,18262.0,Ben Sheppard,Ben Sheppard,100.0,Indiana Pacers,208,703,536387
195,420,Indiana Pacers,Pascal Siakam,https://en.wikipedia.org/wiki/Pascal_Siakam,640882.0,706,Pascal Siakam,2024-25,594,500,2,18521,4053,8143,3412,6243,641,1900,1866,2439,898,3061,3959,2144,538,346,1076,1619,10613,0.498,0.547,0.337,0.765,0.576,0.537,F-C,"IND,TOR",0,0,0,2,1,723278.0,Pascal Siakam,Pascal Siakam,100.0,Indiana Pacers,209,705,536387
196,454,Indiana Pacers,Obi Toppin,https://en.wikipedia.org/wiki/Obi_Toppin,369970.0,769,Obi Toppin,2024-25,323,43,0,5467,1029,1967,718,1080,311,887,273,353,237,835,1072,365,142,118,213,426,2642,0.523,0.665,0.351,0.773,0.622,0.602,F,"IND,NYK",0,0,0,0,0,299638.0,Obi Toppin,Obi Toppin,100.0,Indiana Pacers,210,768,536387
197,460,Indiana Pacers,Myles Turner,https://en.wikipedia.org/wiki/Myles_Turner,241653.0,778,Myles Turner,2024-25,610,577,0,17527,3170,6329,2488,4432,682,1897,1507,1959,872,3288,4160,763,419,1347,866,1813,8529,0.501,0.561,0.36,0.769,0.593,0.555,C-F,IND,0,0,0,0,0,328037.0,Myles Turner,Myles Turner,100.0,Indiana Pacers,211,777,536387
198,475,Indiana Pacers,Jarace Walker,https://en.wikipedia.org/wiki/Jarace_Walker,94605.0,797,Jarace Walker,2024-25,76,1,0,1080,146,323,81,160,65,163,42,62,29,182,211,102,57,27,66,104,399,0.452,0.506,0.399,0.677,0.57,0.553,F,IND,0,0,0,0,0,96134.0,Jarace Walker,Jarace Walker,100.0,Indiana Pacers,212,796,536387
199,17,Los Angeles Clippers,Patrick Baldwin Jr.,https://en.wikipedia.org/wiki/Patrick_Baldwin_Jr.,60162.0,29,Patrick Baldwin Jr.,2024-25,88,7,0,798,117,291,45,93,72,198,25,38,22,156,178,41,26,21,33,75,331,0.402,0.484,0.364,0.658,0.538,0.526,G-F,"GSW,WAS",0,0,0,0,0,0.0,Patrick Baldwin Jr.,Patrick Baldwin Jr.,100.0,Los Angeles Clippers,213,28,1034619
200,31,Los Angeles Clippers,Nicolas Batum,https://en.wikipedia.org/wiki/Nicolas_Batum,337217.0,46,Nicolas Batum,2024-25,1094,864,0,31995,3936,9022,2238,4388,1698,4634,1513,1820,1073,4297,5370,3522,1003,677,1652,1898,11083,0.436,0.51,0.366,0.831,0.564,0.53,F-G,"CHO,LAC,PHI,POR",0,0,0,0,0,299918.0,Nicolas Batum,Nicolas Batum,100.0,Los Angeles Clippers,214,45,1034619
201,40,Los Angeles Clippers,Bogdan Bogdanović,https://en.wikipedia.org/wiki/Bogdan_Bogdanovi%C4%87_(basketball),521472.0,67,Bogdan Bogdanović,2024-25,469,193,0,13455,2468,5658,1299,2596,1169,3062,695,822,232,1340,1572,1516,482,121,675,990,6800,0.436,0.5,0.382,0.845,0.565,0.54,G,"ATL,LAC,SAC",0,0,0,0,0,809000.0,Bogdan Bogdanović,Bogdan Bogdanović,100.0,Los Angeles Clippers,215,66,1034619
202,57,Los Angeles Clippers,Kobe Brown,https://en.wikipedia.org/wiki/Kobe_Brown,43641.0,100,Kobe Brown,2024-25,56,0,0,485,54,123,37,66,17,57,4,6,27,63,90,31,14,6,11,58,129,0.439,0.561,0.298,0.667,0.513,0.508,G-F,LAC,0,0,0,0,0,30559.0,Kobe Brown,Kobe Brown,100.0,Los Angeles Clippers,216,99,1034619
203,80,Los Angeles Clippers,Cam Christie,https://en.wikipedia.org/wiki/Cam_Christie,90400.0,146,Cam Christie,2024-25,2,0,0,18,2,7,1,3,1,4,1,2,1,2,3,0,2,0,1,0,6,0.286,0.333,0.25,0.5,0.381,0.357,G,LAC,0,0,0,0,0,0.0,Cam Christie,Cam Christie,100.0,Los Angeles Clippers,217,145,1034619
204,90,Los Angeles Clippers,Amir Coffey,https://en.wikipedia.org/wiki/Amir_Coffey,62404.0,158,Amir Coffey,2024-25,291,63,0,5217,645,1421,374,718,271,703,304,368,107,453,560,335,124,39,150,353,1865,0.454,0.521,0.385,0.826,0.589,0.549,G,LAC,0,0,0,0,0,28061.0,Amir Coffey,Amir Coffey,100.0,Los Angeles Clippers,218,157,1034619
205,124,Los Angeles Clippers,Kris Dunn,https://en.wikipedia.org/wiki/Kris_Dunn,165819.0,217,Kris Dunn,2024-25,374,192,0,8649,1182,2715,957,2012,225,703,304,415,185,1054,1239,1519,532,157,608,1019,2893,0.435,0.476,0.32,0.733,0.499,0.477,G,"ATL,CHI,LAC,MIN,POR,UTA",0,0,0,0,0,0.0,Kris Dunn,Kris Dunn,100.0,Los Angeles Clippers,219,216,1034619
206,135,Los Angeles Clippers,Drew Eubanks,https://en.wikipedia.org/wiki/Drew_Eubanks,84133.0,234,Drew Eubanks,2024-25,354,73,0,5604,831,1370,810,1318,21,52,391,538,505,1119,1624,354,132,299,311,582,2074,0.607,0.615,0.404,0.727,0.645,0.614,F,"LAC,PHO,POR,SAS,UTA",0,0,0,0,0,35535.0,Drew Eubanks,Drew Eubanks,100.0,Los Angeles Clippers,220,233,1034619
207,141,Los Angeles Clippers,Trentyn Flowers,https://en.wikipedia.org/wiki/Trentyn_Flowers,28954.0,244,Trentyn Flowers,2024-25,1,0,0,14,4,9,4,7,0,2,1,1,1,3,4,0,0,0,1,3,9,0.444,0.571,0.0,1.0,0.477,0.444,G-F,LAC,0,0,0,0,0,44981.0,Trentyn Flowers,Trentyn Flowers,100.0,Los Angeles Clippers,221,243,1034619
208,177,Los Angeles Clippers,James Harden,https://en.wikipedia.org/wiki/James_Harden,1298340.0,314,James Harden,2024-25,1111,897,10,38529,7888,17932,4837,9532,3051,8400,7894,9165,839,5404,6243,7944,1653,624,4098,2773,26721,0.44,0.507,0.363,0.861,0.608,0.525,G,"BRK,HOU,LAC,OKC,PHI",1,0,0,7,0,147539.0,James Harden,James Harden,100.0,Los Angeles Clippers,222,313,1034619
209,238,Los Angeles Clippers,Derrick Jones Jr.,https://en.wikipedia.org/wiki/Derrick_Jones_Jr.,278853.0,412,Derrick Jones Jr.,2024-25,459,199,0,9145,1191,2370,911,1495,280,875,528,741,544,949,1493,338,314,293,281,854,3190,0.503,0.609,0.32,0.713,0.592,0.562,F,"CHI,DAL,LAC,MIA,PHO,POR",0,0,0,0,0,0.0,Derrick Jones Jr.,Derrick Jones Jr.,100.0,Los Angeles Clippers,223,411,1034619
210,274,Los Angeles Clippers,Kawhi Leonard,https://en.wikipedia.org/wiki/Kawhi_Leonard,1241724.0,461,Kawhi Leonard,2024-25,701,672,6,22212,5069,10168,3954,7314,1115,2854,2752,3195,840,3616,4456,2128,1202,454,1145,1171,14005,0.499,0.541,0.391,0.861,0.605,0.553,F,"LAC,SAS,TOR",0,0,2,6,2,0.0,Kawhi Leonard,Kawhi Leonard,100.0,Los Angeles Clippers,224,460,1034619
211,285,Los Angeles Clippers,Seth Lundy,https://en.wikipedia.org/wiki/Seth_Lundy,21074.0,480,Seth Lundy,2023-24,9,0,0,52,4,17,1,4,3,13,3,4,1,6,7,0,0,0,1,6,14,0.235,0.25,0.231,0.75,0.373,0.324,G-F,ATL,0,0,0,0,0,0.0,Seth Lundy,Seth Lundy,100.0,Los Angeles Clippers,225,479,1034619
212,315,Los Angeles Clippers,Jordan Miller,https://en.wikipedia.org/wiki/Jordan_Miller_(basketball),46986.0,530,Jordan Miller,2024-25,33,0,0,379,55,129,46,92,9,37,28,35,25,31,56,30,14,3,22,23,147,0.426,0.5,0.243,0.8,0.509,0.461,G,LAC,0,0,0,0,0,37136.0,Jordan Miller,Jordan Miller,100.0,Los Angeles Clippers,226,529,1034619
213,318,Los Angeles Clippers,Patty Mills,https://en.wikipedia.org/wiki/Patty_Mills,474240.0,534,Patty Mills,2024-25,907,112,0,18223,2844,6717,1308,2728,1536,3989,740,864,266,1218,1484,2005,579,80,857,1151,7964,0.423,0.479,0.385,0.856,0.561,0.538,G,"ATL,BRK,LAC,MIA,POR,SAS,UTA",0,0,0,0,1,621466.0,Patty Mills,Patty Mills,100.0,Los Angeles Clippers,227,533,1034619
214,374,Los Angeles Clippers,Norman Powell,https://en.wikipedia.org/wiki/Norman_Powell,159193.0,636,Norman Powell,2024-25,591,233,0,14092,2671,5672,1671,3172,1000,2500,1313,1586,211,1365,1576,892,479,158,736,1095,7655,0.471,0.527,0.4,0.828,0.601,0.559,G,"LAC,POR,TOR",0,0,0,0,1,309507.0,Norman Powell,Norman Powell,100.0,Los Angeles Clippers,228,635,1034619
215,421,Los Angeles Clippers,Ben Simmons,https://en.wikipedia.org/wiki/Ben_Simmons,1033978.0,708,Ben Simmons,2024-25,362,344,3,11550,2046,3652,2041,3616,5,36,856,1449,621,2138,2759,2682,554,247,1133,1026,4953,0.56,0.564,0.139,0.591,0.577,0.561,G-F,"BRK,LAC,PHI",0,1,0,1,0,7405490.0,Ben Simmons,Ben Simmons,100.0,Los Angeles Clippers,229,707,1034619
216,510,Los Angeles Clippers,Ivica Zubac,https://en.wikipedia.org/wiki/Ivica_Zubac,207423.0,864,Ivica Zubac,2024-25,545,412,0,12116,2140,3493,2139,3481,1,12,948,1312,1392,2859,4251,685,191,536,651,1286,5229,0.613,0.614,0.083,0.723,0.642,0.613,C,"LAC,LAL",0,0,0,0,0,163141.0,Ivica Zubac,Ivica Zubac,100.0,Los Angeles Clippers,230,863,1034619
217,117,Los Angeles Lakers,Luka Dončić,https://en.wikipedia.org/wiki/Luka_Don%C4%8Di%C4%87,3572995.0,204,Luka Dončić,2024-25,422,422,5,14728,4114,8762,2838,5093,1276,3669,2585,3455,403,3252,3655,3489,511,191,1673,960,12089,0.47,0.557,0.348,0.748,0.588,0.542,G-F,"DAL,LAL",0,1,0,5,0,9200000.0,Luka Dončić,Luka Dončić,100.0,Los Angeles Lakers,231,203,1860939
218,139,Los Angeles Lakers,Dorian Finney-Smith,https://en.wikipedia.org/wiki/Dorian_Finney-Smith,153777.0,241,Dorian Finney-Smith,2024-25,555,424,0,15446,1685,3868,838,1509,847,2359,392,545,843,1693,2536,801,451,254,479,1218,4609,0.436,0.555,0.359,0.719,0.561,0.545,F,"BRK,DAL,LAL",0,0,0,0,0,123408.0,Dorian Finney-Smith,Dorian Finney-Smith,100.0,Los Angeles Lakers,232,240,1860939
219,161,Los Angeles Lakers,Jordan Goodwin,https://en.wikipedia.org/wiki/Jordan_Goodwin,44009.0,282,Jordan Goodwin,2023-24,121,19,0,2167,299,738,219,478,80,260,97,128,145,314,459,323,106,44,113,172,775,0.405,0.458,0.308,0.758,0.488,0.459,G,"LAL,MEM,PHO,WAS",0,0,0,0,0,0.0,Jordan Goodwin,Jordan Goodwin,100.0,Los Angeles Lakers,233,281,1860939
220,173,Los Angeles Lakers,Rui Hachimura,https://en.wikipedia.org/wiki/Rui_Hachimura,637805.0,303,Rui Hachimura,2024-25,313,201,0,8607,1561,3164,1234,2298,327,866,525,687,321,1205,1526,410,195,94,288,516,3974,0.493,0.537,0.378,0.764,0.573,0.545,F,"LAL,WAS",0,0,0,0,0,903059.0,Rui Hachimura,Rui Hachimura,100.0,Los Angeles Lakers,234,302,1860939
221,187,Los Angeles Lakers,Jaxson Hayes,https://en.wikipedia.org/wiki/Jaxson_Hayes,191380.0,329,Jaxson Hayes,2024-25,330,55,0,5240,844,1329,814,1216,30,113,491,692,440,809,1249,216,146,209,230,649,2209,0.635,0.669,0.265,0.71,0.676,0.646,F,"LAL,NOP",0,0,0,0,0,294895.0,Jaxson Hayes,Jaxson Hayes,100.0,Los Angeles Lakers,235,328,1860939
222,222,Los Angeles Lakers,LeBron James,https://en.wikipedia.org/wiki/LeBron_James,8373555.0,388,LeBron James,2024-25,1529,1527,20,57890,15176,29972,12682,22836,2494,7136,8509,11561,1761,9699,11460,11337,2307,1133,5351,2736,41355,0.506,0.555,0.349,0.736,0.59,0.548,F-G,"CLE,LAL,MIA",4,1,0,20,4,159698436.0,LeBron James,LeBron James,100.0,Los Angeles Lakers,236,387,1860939
223,221,Los Angeles Lakers,Bronny James,https://en.wikipedia.org/wiki/Bronny_James,3083850.0,386,Bronny James,2024-25,10,0,0,23,1,9,1,5,0,4,2,2,1,0,1,3,1,1,0,2,4,0.111,0.2,0.0,1.0,0.202,0.111,G,LAL,0,0,0,0,0,8093398.0,Bronny James,Bronny James,100.0,Los Angeles Lakers,237,385,1860939
224,225,Los Angeles Lakers,Trey Jemison,https://en.wikipedia.org/wiki/Trey_Jemison,43061.0,392,Trey Jemison,2024-25,42,14,0,754,90,168,90,168,0,0,29,46,86,96,182,37,19,36,45,100,209,0.536,0.536,,0.63,0.555,0.536,C,"LAL,MEM,NOP,WAS",0,0,0,0,0,14747.0,Trey Jemison,Trey Jemison,100.0,Los Angeles Lakers,238,391,1860939
225,259,Los Angeles Lakers,Dalton Knecht,https://en.wikipedia.org/wiki/Dalton_Knecht,1080308.0,438,Dalton Knecht,2024-25,40,12,0,853,134,296,73,116,61,180,42,52,24,104,128,40,15,3,20,53,371,0.453,0.629,0.339,0.808,0.582,0.556,G,LAL,0,0,0,0,0,313031.0,Dalton Knecht,Dalton Knecht,100.0,Los Angeles Lakers,239,437,1860939
226,257,Los Angeles Lakers,Maxi Kleber,https://en.wikipedia.org/wiki/Maxi_Kleber,111573.0,436,Maxi Kleber,2024-25,436,151,0,9766,992,2233,504,857,488,1376,335,430,473,1453,1926,500,178,376,294,898,2807,0.444,0.588,0.355,0.779,0.579,0.554,F,DAL,0,0,0,0,0,130844.0,Maxi Kleber,Maxi Kleber,100.0,Los Angeles Lakers,240,435,1860939
227,262,Los Angeles Lakers,Christian Koloko,https://en.wikipedia.org/wiki/Christian_Koloko,133270.0,442,Christian Koloko,2024-25,80,19,0,1005,93,186,92,172,1,14,40,63,109,116,225,38,27,65,27,154,227,0.5,0.535,0.071,0.635,0.531,0.503,C,"LAL,TOR",0,0,0,0,0,52772.0,Christian Koloko,Christian Koloko,100.0,Los Angeles Lakers,241,441,1860939
228,273,Los Angeles Lakers,Alex Len,https://en.wikipedia.org/wiki/Alex_Len,85358.0,460,Alex Len,2024-25,675,240,0,11611,1770,3468,1659,3124,111,344,935,1376,1172,2418,3590,579,247,612,727,1589,4586,0.51,0.531,0.323,0.68,0.563,0.526,C,"ATL,LAL,PHO,SAC,TOR,WAS",0,0,0,0,0,131110.0,Alex Len,Alex Len,100.0,Los Angeles Lakers,242,459,1860939
229,319,Los Angeles Lakers,Shake Milton,https://en.wikipedia.org/wiki/Shake_Milton,144988.0,535,Shake Milton,2024-25,335,46,0,6411,1038,2303,748,1494,290,809,430,523,157,583,740,823,154,71,348,573,2796,0.451,0.501,0.358,0.822,0.552,0.514,G,"BRK,DET,LAL,MIN,NYK,PHI",0,0,0,0,0,66530.0,Shake Milton,Shake Milton,100.0,Los Angeles Lakers,243,534,1860939
230,333,Los Angeles Lakers,Markieff Morris,https://en.wikipedia.org/wiki/Markieff_Morris,219027.0,556,Markieff Morris,2024-25,781,379,0,18320,3092,6959,2440,5057,652,1902,1194,1534,887,2943,3830,1203,592,378,1118,2026,8030,0.444,0.482,0.343,0.778,0.526,0.491,F,"BRK,DAL,DET,LAL,MIA,OKC,PHO,WAS",0,0,0,0,1,0.0,Markieff Morris,Markieff Morris,100.0,Los Angeles Lakers,244,555,1860939
231,384,Los Angeles Lakers,Austin Reaves,https://en.wikipedia.org/wiki/Austin_Reaves,653280.0,650,Austin Reaves,2024-25,242,133,0,7110,1078,2233,693,1181,385,1052,680,799,165,720,885,985,166,70,400,423,3221,0.483,0.587,0.366,0.851,0.623,0.569,G,LAL,0,0,0,0,0,1315554.0,Austin Reaves,Austin Reaves,100.0,Los Angeles Lakers,245,649,1860939
232,385,Los Angeles Lakers,Cam Reddish,https://en.wikipedia.org/wiki/Cam_Reddish,177092.0,652,Cam Reddish,2024-25,250,116,0,5826,740,1856,463,997,277,859,387,470,142,531,673,297,258,90,277,438,2144,0.399,0.464,0.322,0.823,0.52,0.473,F,"ATL,LAL,NYK,POR",0,0,0,0,0,0.0,Cam Reddish,Cam Reddish,100.0,Los Angeles Lakers,246,651,1860939
233,465,Los Angeles Lakers,Jarred Vanderbilt,https://en.wikipedia.org/wiki/Jarred_Vanderbilt,141796.0,784,Jarred Vanderbilt,2023-24,273,168,0,5594,675,1189,635,1051,40,138,271,420,554,1190,1744,395,291,120,266,551,1661,0.568,0.604,0.29,0.645,0.605,0.585,F,"DEN,LAL,MIN,UTA",0,0,0,0,0,420988.0,Jarred Vanderbilt,Jarred Vanderbilt,100.0,Los Angeles Lakers,247,783,1860939
234,468,Los Angeles Lakers,Gabe Vincent,https://en.wikipedia.org/wiki/Gabe_Vincent,129741.0,788,Gabe Vincent,2024-25,242,73,0,5009,618,1565,294,581,324,984,138,167,74,313,387,511,187,27,254,485,1698,0.395,0.506,0.329,0.826,0.518,0.498,G,"LAL,MIA",0,0,0,0,0,158806.0,Gabe Vincent,Gabe Vincent,100.0,Los Angeles Lakers,248,787,1860939
235,4,Memphis Grizzlies,Santi Aldama,https://en.wikipedia.org/wiki/Santi_Aldama,146514.0,5,Santi Aldama,2024-25,206,66,0,4571,734,1594,463,810,271,784,223,319,247,819,1066,355,126,129,186,303,1962,0.46,0.572,0.346,0.699,0.566,0.545,F,MEM,0,0,0,0,0,67740.0,Santi Aldama,Santi Aldama,100.0,Memphis Grizzlies,249,4,473977
236,16,Memphis Grizzlies,Marvin Bagley III,https://en.wikipedia.org/wiki/Marvin_Bagley_III,303019.0,27,Marvin Bagley III,2024-25,277,128,0,6375,1385,2670,1261,2248,124,422,542,785,653,1208,1861,249,128,178,330,530,3436,0.519,0.561,0.294,0.69,0.57,0.542,F-C,"DET,MEM,SAC,WAS",0,0,0,0,0,496601.0,Marvin Bagley III,Marvin Bagley III,100.0,Memphis Grizzlies,250,26,473977
237,22,Memphis Grizzlies,Desmond Bane,https://en.wikipedia.org/wiki/Desmond_Bane,135968.0,34,Desmond Bane,2024-25,277,225,0,8040,1766,3752,1047,1999,719,1753,574,655,183,1023,1206,982,276,104,493,674,4825,0.471,0.524,0.41,0.876,0.597,0.566,G,MEM,0,0,0,0,0,247272.0,Desmond Bane,Desmond Bane,100.0,Memphis Grizzlies,251,33,473977
238,85,Memphis Grizzlies,Brandon Clarke,https://en.wikipedia.org/wiki/Brandon_Clarke,65648.0,152,Brandon Clarke,2024-25,282,48,0,5908,1235,2046,1184,1855,51,191,375,542,496,1055,1551,381,201,230,200,534,2896,0.604,0.638,0.267,0.692,0.634,0.616,F,MEM,0,0,0,0,0,106084.0,Brandon Clarke,Brandon Clarke,100.0,Memphis Grizzlies,252,151,473977
239,129,Memphis Grizzlies,Zach Edey,https://en.wikipedia.org/wiki/Zach_Edey,2839417.0,224,Zach Edey,2024-25,28,21,0,578,111,190,100,162,11,28,34,54,91,113,204,25,18,29,44,78,267,0.584,0.617,0.393,0.63,0.625,0.613,C,MEM,0,0,0,0,0,163788.0,Zach Edey,Zach Edey,100.0,Memphis Grizzlies,253,223,473977
240,204,Memphis Grizzlies,Jay Huff,https://en.wikipedia.org/wiki/Jay_Huff,102009.0,359,Jay Huff,2024-25,68,1,0,708,137,258,69,94,68,164,54,66,30,98,128,40,17,46,33,86,396,0.531,0.734,0.415,0.818,0.69,0.663,F-C,"DEN,LAL,MEM,WAS",0,0,0,0,0,0.0,Jay Huff,Jay Huff,100.0,Memphis Grizzlies,254,358,473977
241,216,Memphis Grizzlies,GG Jackson,https://en.wikipedia.org/wiki/GG_Jackson,314063.0,378,GG Jackson II,2023-24,48,18,0,1233,241,563,139,277,102,286,115,153,53,143,196,59,28,24,65,64,699,0.428,0.502,0.357,0.752,0.554,0.519,F,MEM,0,0,0,0,0,0.0,GG Jackson II,GG Jackson,86.95652173913044,Memphis Grizzlies,255,377,473977
242,218,Memphis Grizzlies,Jaren Jackson Jr.,https://en.wikipedia.org/wiki/Jaren_Jackson_Jr.,250531.0,380,Jaren Jackson Jr.,2024-25,373,364,1,10603,2395,5158,1765,3330,630,1828,1360,1716,516,1575,2091,539,381,730,699,1361,6780,0.464,0.53,0.345,0.793,0.573,0.525,F,MEM,0,0,1,0,0,576000.0,Jaren Jackson Jr.,Jaren Jackson Jr.,100.0,Memphis Grizzlies,256,379,473977
243,251,Memphis Grizzlies,Yuki Kawamura,https://en.wikipedia.org/wiki/Yuki_Kawamura,604296.0,428,Yuki Kawamura,2024-25,17,0,0,56,8,21,4,6,4,15,4,6,0,6,6,12,1,0,4,7,24,0.381,0.667,0.267,0.667,0.508,0.476,G,MEM,0,0,0,0,0,917689.0,Yuki Kawamura,Yuki Kawamura,100.0,Memphis Grizzlies,257,427,473977
244,252,Memphis Grizzlies,Luke Kennard,https://en.wikipedia.org/wiki/Luke_Kennard_(basketball),114254.0,430,Luke Kennard,2024-25,424,111,0,9909,1484,3264,634,1334,850,1930,387,440,122,1084,1206,924,215,53,403,579,4205,0.455,0.475,0.44,0.88,0.608,0.585,G,"DET,LAC,MEM",0,0,0,0,0,201432.0,Luke Kennard,Luke Kennard,100.0,Memphis Grizzlies,258,429,473977
245,263,Memphis Grizzlies,John Konchar,https://en.wikipedia.org/wiki/John_Konchar,41685.0,443,John Konchar,2024-25,283,56,0,5028,477,1023,289,493,188,530,107,148,301,862,1163,414,223,120,147,348,1249,0.466,0.586,0.355,0.723,0.574,0.558,G,MEM,0,0,0,0,0,0.0,John Konchar,John Konchar,100.0,Memphis Grizzlies,259,442,473977
246,332,Memphis Grizzlies,Ja Morant,https://en.wikipedia.org/wiki/Ja_Morant,961363.0,553,Ja Morant,2024-25,281,279,2,8963,2279,4846,1915,3701,364,1145,1374,1807,270,1076,1346,2084,284,82,946,445,6296,0.47,0.517,0.318,0.76,0.558,0.508,G,MEM,0,1,0,1,0,9818581.0,Ja Morant,Ja Morant,100.0,Memphis Grizzlies,260,552,473977
247,361,Memphis Grizzlies,Scotty Pippen Jr.,https://en.wikipedia.org/wiki/Scotty_Pippen_Jr.,723977.0,618,Scotty Pippen Jr.,2024-25,69,32,0,1479,263,551,185,351,78,200,106,153,54,158,212,297,87,27,138,167,710,0.477,0.527,0.39,0.693,0.574,0.548,G,"LAL,MEM",0,0,0,0,0,488000.0,Scotty Pippen Jr.,Scotty Pippen Jr.,100.0,Memphis Grizzlies,261,617,473977
248,433,Memphis Grizzlies,Cam Spencer,https://en.wikipedia.org/wiki/Cam_Spencer,244242.0,734,Cam Spencer,2024-25,10,0,0,121,13,30,8,14,5,16,9,9,5,12,17,16,3,1,5,11,40,0.433,0.571,0.313,1.0,0.589,0.517,G,MEM,0,0,0,0,0,0.0,Cam Spencer,Cam Spencer,100.0,Memphis Grizzlies,263,733,473977
249,436,Memphis Grizzlies,Lamar Stevens,https://en.wikipedia.org/wiki/Lamar_Stevens,58191.0,739,Lamar Stevens,2023-24,203,41,0,3193,455,983,389,752,66,231,172,237,155,439,594,130,98,72,115,283,1148,0.463,0.517,0.286,0.726,0.528,0.496,F,"BOS,CLE,MEM",0,0,0,0,1,0.0,Lamar Stevens,Lamar Stevens,100.0,Memphis Grizzlies,264,738,473977
250,347,Memphis Grizzlies,Jaylen Wells,https://en.wikipedia.org/wiki/Jaylen_Wells,87997.0,579,Jaylen Nowell,2024-25,205,4,0,3519,697,1577,500,953,197,624,224,283,92,353,445,380,99,34,147,281,1815,0.442,0.525,0.316,0.792,0.533,0.504,G,"DET,MEM,MIN,NOP",0,0,0,0,0,54369.0,Jaylen Nowell,Jaylen Wells,80.0,Memphis Grizzlies,265,578,473977
251,504,Memphis Grizzlies,Vince Williams Jr.,https://en.wikipedia.org/wiki/Vince_Williams_Jr.,54945.0,843,Vince Williams Jr.,2024-25,70,34,0,1586,188,438,104,193,84,245,107,136,67,249,316,188,53,38,104,156,567,0.429,0.539,0.343,0.787,0.569,0.525,F,MEM,0,0,0,0,0,0.0,Vince Williams Jr.,Vince Williams Jr.,100.0,Memphis Grizzlies,266,842,473977
