,Unnamed: 0,Team_df2_x,Player_df2_x,Wikipedia_Link,Pageviews,ID,Player_df1_x,Until,G,GS,All_Star,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team_df1,MVP,ROY,DPOY,All_NBA,Champ,IG,Player_df1_y,Player_df2_y,Match Score,Team_df2_y,df2_index,df1_index,Team_Pageviews
317,381,New Orleans Pelicans,Lester Quiñones,https://en.wikipedia.org/wiki/Lester_Qui%C3%B1ones,110951.0,645,Lester Quiñones,2024-25,45,0,0,429,62,154,28,59,34,95,25,36,25,54,79,39,7,2,26,44,183,0.403,0.475,0.358,0.694,0.539,0.513,G,"GSW,PHI",0,0,0,0,0,0.0,Lester Quiñones,Lester Quiñones,100.0,New Orleans Pelicans,335,644,508794
318,388,New Orleans Pelicans,Antonio Reeves,https://en.wikipedia.org/wiki/Antonio_Reeves,55548.0,656,Antonio Reeves,2024-25,17,0,0,155,31,74,20,37,11,37,7,8,6,12,18,10,6,0,5,7,80,0.419,0.541,0.297,0.875,0.516,0.493,G,NOP,0,0,0,0,0,47868.0,Antonio Reeves,Antonio Reeves,100.0,New Orleans Pelicans,336,655,508794
319,396,New Orleans Pelicans,Jeremiah Robinson-Earl,https://en.wikipedia.org/wiki/Jeremiah_Robinson-Earl,43087.0,670,Jeremiah Robinson-Earl,2024-25,167,62,0,2904,374,855,240,456,134,399,112,141,238,470,708,161,89,35,100,217,994,0.437,0.526,0.336,0.794,0.542,0.516,F,"NOP,OKC",0,0,0,0,0,35495.0,Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,100.0,New Orleans Pelicans,337,669,508794
320,506,New Orleans Pelicans,Zion Williamson,https://en.wikipedia.org/wiki/Zion_Williamson,828669.0,845,Zion Williamson,2024-25,194,194,2,6146,1835,3129,1804,3034,31,95,1060,1534,445,836,1281,815,194,123,552,430,4761,0.586,0.595,0.326,0.691,0.626,0.591,F-C,NOP,0,0,0,0,0,5118016.0,Zion Williamson,Zion Williamson,100.0,New Orleans Pelicans,338,844,508794
321,0,New York Knicks,Precious Achiuwa,https://en.wikipedia.org/wiki/Precious_Achiuwa,278548.0,1,Precious Achiuwa,2024-25,285,63,0,5641,870,1801,754,1425,116,376,303,502,550,1069,1619,280,149,185,286,519,2159,0.483,0.529,0.309,0.604,0.534,0.515,F,"MIA,NYK,TOR",0,0,0,0,0,192992.0,Precious Achiuwa,Precious Achiuwa,100.0,New York Knicks,339,0,1000500
322,13,New York Knicks,OG Anunoby,https://en.wikipedia.org/wiki/OG_Anunoby,505591.0,20,OG Anunoby,2024-25,461,387,0,13723,2154,4547,1375,2456,779,2091,604,804,506,1485,1991,751,585,262,608,1103,5691,0.474,0.56,0.373,0.751,0.581,0.559,F,"NYK,TOR",0,0,0,0,1,292839.0,OG Anunoby,OG Anunoby,100.0,New York Knicks,340,19,1000500
323,34,New York Knicks,MarJon Beauchamp,https://en.wikipedia.org/wiki/MarJon_Beauchamp,100323.0,51,MarJon Beauchamp,2024-25,120,12,0,1397,192,446,110,212,82,234,54,75,64,171,235,68,36,15,84,130,520,0.43,0.519,0.35,0.72,0.543,0.522,G,"LAC,MIL",0,0,0,0,0,216551.0,MarJon Beauchamp,MarJon Beauchamp,100.0,New York Knicks,341,50,1000500
324,51,New York Knicks,Mikal Bridges,https://en.wikipedia.org/wiki/Mikal_Bridges,626194.0,86,Mikal Bridges,2024-25,517,450,0,17153,2782,5779,1865,3315,917,2464,1048,1247,459,1625,2084,1347,617,296,622,965,7529,0.481,0.563,0.372,0.84,0.595,0.561,F-G,"BRK,NYK,PHO",0,0,0,0,0,473729.0,Mikal Bridges,Mikal Bridges,100.0,New York Knicks,342,85,1000500
325,58,New York Knicks,Jalen Brunson,https://en.wikipedia.org/wiki/Jalen_Brunson,2034271.0,104,Jalen Brunson,2024-25,464,314,1,13417,3030,6204,2306,4351,724,1853,1438,1744,219,1269,1488,2286,328,42,787,849,8222,0.488,0.53,0.391,0.825,0.59,0.547,G,"DAL,NYK",0,0,0,1,0,735751.0,Jalen Brunson,Jalen Brunson,100.0,New York Knicks,343,103,1000500
326,105,New York Knicks,Pacôme Dadiet,https://en.wikipedia.org/wiki/Pac%C3%B4me_Dadiet,96892.0,182,Pacome Dadiet,2024-25,13,0,0,83,6,20,1,6,5,14,2,2,0,13,13,5,1,2,1,5,19,0.3,0.167,0.357,1.0,0.455,0.425,F,NYK,0,0,0,0,0,20839.0,Pacome Dadiet,Pacôme Dadiet,92.3076923076923,New York Knicks,344,181,1000500
327,183,New York Knicks,Josh Hart,https://en.wikipedia.org/wiki/Josh_Hart,799765.0,325,Josh Hart,2024-25,495,254,0,14819,1821,3884,1200,2085,621,1799,754,998,614,2756,3370,1467,500,163,660,1153,5017,0.469,0.576,0.345,0.756,0.58,0.549,G,"LAL,NOP,NYK,POR",0,0,0,0,0,907897.0,Josh Hart,Josh Hart,100.0,New York Knicks,345,324,1000500
328,205,New York Knicks,Ariel Hukporti,https://en.wikipedia.org/wiki/Ariel_Hukporti,111677.0,361,Ariel Hukporti,2024-25,15,0,0,118,10,16,10,16,0,0,4,8,5,23,28,6,0,11,11,15,24,0.625,0.625,,0.5,0.615,0.625,C,NYK,0,0,0,0,0,19023.0,Ariel Hukporti,Ariel Hukporti,100.0,New York Knicks,346,360,1000500
329,261,New York Knicks,Tyler Kolek,https://en.wikipedia.org/wiki/Tyler_Kolek_(basketball),221935.0,441,Tyler Kolek,2024-25,25,0,0,138,17,44,7,18,10,26,6,6,2,13,15,18,7,1,8,12,50,0.386,0.389,0.385,1.0,0.536,0.5,G,NYK,0,0,0,0,0,58805.0,Tyler Kolek,Tyler Kolek,100.0,New York Knicks,347,440,1000500
330,300,New York Knicks,Miles McBride,https://en.wikipedia.org/wiki/Miles_McBride,239650.0,505,Miles McBride,2024-25,205,18,0,3244,422,1032,197,412,225,620,110,142,75,200,275,323,128,22,86,261,1179,0.409,0.478,0.363,0.775,0.539,0.518,G,NYK,0,0,0,0,0,152972.0,Miles McBride,Miles McBride,100.0,New York Knicks,348,504,1000500
331,356,New York Knicks,Cameron Payne,https://en.wikipedia.org/wiki/Cameron_Payne,214197.0,606,Cameron Payne,2024-25,442,67,0,7818,1321,3118,809,1751,512,1367,326,394,130,771,901,1418,286,93,500,752,3480,0.424,0.462,0.375,0.827,0.529,0.506,G,"CHI,CLE,MIL,NYK,OKC,PHI,PHO",0,0,0,0,0,0.0,Cameron Payne,Cameron Payne,100.0,New York Knicks,350,605,1000500
332,394,New York Knicks,Mitchell Robinson,https://en.wikipedia.org/wiki/Mitchell_Robinson,148500.0,668,Mitchell Robinson,2023-24,320,196,0,7832,1092,1558,1092,1558,0,0,365,705,1180,1358,2538,199,290,602,224,907,2549,0.701,0.701,,0.518,0.682,0.701,C,NYK,0,0,0,0,0,172033.0,Mitchell Robinson,Mitchell Robinson,100.0,New York Knicks,351,667,1000500
333,413,New York Knicks,Landry Shamet,https://en.wikipedia.org/wiki/Landry_Shamet,103913.0,698,Landry Shamet,2024-25,360,97,0,7765,1021,2501,359,766,662,1735,357,425,83,527,610,576,174,55,246,628,3061,0.408,0.469,0.382,0.84,0.569,0.541,G,"BRK,LAC,NYK,PHI,PHO,WAS",0,0,0,0,0,0.0,Landry Shamet,Landry Shamet,100.0,New York Knicks,352,697,1000500
334,455,New York Knicks,Karl-Anthony Towns,https://en.wikipedia.org/wiki/Karl-Anthony_Towns,1440101.0,771,Karl-Anthony Towns,2024-25,611,611,4,20773,5165,9834,4107,7197,1058,2637,2698,3218,1704,5042,6746,1940,489,752,1653,2084,14086,0.525,0.571,0.401,0.838,0.626,0.579,C-F,"MIN,NYK",0,1,0,2,0,4357045.0,Karl-Anthony Towns,Karl-Anthony Towns,100.0,New York Knicks,353,770,1000500
335,459,New York Knicks,P.J. Tucker,https://en.wikipedia.org/wiki/P._J._Tucker,276606.0,776,P.J. Tucker,2023-24,883,666,0,24935,2128,5011,1251,2613,877,2398,721,961,1300,3470,4770,1225,942,262,815,2144,5854,0.425,0.479,0.366,0.75,0.539,0.512,F,"HOU,LAC,MIA,MIL,PHI,PHO,TOR",0,0,0,0,1,1032921.0,P.J. Tucker,P.J. Tucker,100.0,New York Knicks,354,775,1000500
336,507,New York Knicks,Delon Wright,https://en.wikipedia.org/wiki/Delon_Wright,111007.0,855,Delon Wright,2024-25,533,87,0,10923,1314,2941,960,1929,354,1012,613,765,414,1213,1627,1604,641,184,469,554,3595,0.447,0.498,0.35,0.801,0.548,0.507,G,"ATL,DAL,DET,MEM,MIA,MIL,NYK,SAC,TOR,WAS",0,0,0,0,1,118448.0,Delon Wright,Delon Wright,100.0,New York Knicks,356,854,1000500
337,70,Oklahoma City Thunder,Branden Carlson,https://en.wikipedia.org/wiki/Branden_Carlson,31087.0,126,Branden Carlson,2024-25,13,0,0,81,13,30,4,7,9,23,2,2,5,18,23,6,2,5,2,7,37,0.433,0.571,0.391,1.0,0.599,0.583,C,OKC,0,0,0,0,0,6810.0,Branden Carlson,Branden Carlson,100.0,Oklahoma City Thunder,357,125,657866
338,74,Oklahoma City Thunder,Alex Caruso,https://en.wikipedia.org/wiki/Alex_Caruso,445667.0,133,Alex Caruso,2024-25,387,130,0,8714,917,2104,530,1069,387,1035,389,517,234,874,1108,1098,513,196,464,803,2610,0.436,0.496,0.374,0.752,0.56,0.528,G,"CHI,LAL,OKC",0,0,0,0,1,1396808.0,Alex Caruso,Alex Caruso,100.0,Oklahoma City Thunder,358,132,657866
339,113,Oklahoma City Thunder,Ousmane Dieng,https://en.wikipedia.org/wiki/Ousmane_Dieng,81063.0,200,Ousmane Dieng,2024-25,95,1,0,1174,154,377,94,162,60,215,39,54,40,169,209,100,35,17,51,84,407,0.408,0.58,0.279,0.722,0.508,0.488,F,OKC,0,0,0,0,0,53885.0,Ousmane Dieng,Ousmane Dieng,100.0,Oklahoma City Thunder,359,199,657866
340,118,Oklahoma City Thunder,Luguentz Dort,https://en.wikipedia.org/wiki/Luguentz_Dort,264813.0,206,Luguentz Dort,2024-25,333,324,0,9740,1394,3453,734,1597,660,1856,683,859,357,929,1286,539,314,139,386,976,4131,0.404,0.46,0.356,0.795,0.539,0.499,G,OKC,0,0,0,0,0,218367.0,Luguentz Dort,Luguentz Dort,100.0,Oklahoma City Thunder,360,205,657866
341,122,Oklahoma City Thunder,Alex Ducas,https://en.wikipedia.org/wiki/Alex_Ducas,16539.0,215,Alex Ducas,2024-25,9,0,0,31,4,9,0,1,4,8,0,0,1,2,3,1,1,0,1,3,12,0.444,0.0,0.5,,0.667,0.667,G-F,OKC,0,0,0,0,0,8200.0,Alex Ducas,Alex Ducas,100.0,Oklahoma City Thunder,361,214,657866
342,140,Oklahoma City Thunder,Adam Flagler,https://en.wikipedia.org/wiki/Adam_Flagler,27024.0,243,Adam Flagler,2024-25,16,0,0,68,6,38,0,4,6,34,0,0,3,5,8,4,2,1,1,6,18,0.158,0.0,0.176,,0.237,0.237,G,OKC,0,0,0,0,0,10029.0,Adam Flagler,Adam Flagler,100.0,Oklahoma City Thunder,362,242,657866
343,157,Oklahoma City Thunder,Shai Gilgeous-Alexander,https://en.wikipedia.org/wiki/Shai_Gilgeous-Alexander,1892406.0,276,Shai Gilgeous-Alexander,2024-25,427,418,2,14092,3539,7073,3006,5545,533,1528,2490,2904,318,1733,2051,2127,620,338,999,968,10101,0.5,0.542,0.349,0.857,0.605,0.538,G,"LAC,OKC",0,0,0,2,0,3680393.0,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,100.0,Oklahoma City Thunder,363,275,657866
344,184,Oklahoma City Thunder,Isaiah Hartenstein,https://en.wikipedia.org/wiki/Isaiah_Hartenstein,931465.0,326,Isaiah Hartenstein,2024-25,346,84,0,6499,917,1551,890,1453,27,98,368,535,753,1351,2104,637,246,319,364,861,2229,0.591,0.613,0.276,0.688,0.624,0.6,F,"CLE,DEN,HOU,LAC,NYK,OKC",0,0,0,0,0,148921.0,Isaiah Hartenstein,Isaiah Hartenstein,100.0,Oklahoma City Thunder,364,325,657866
345,198,Oklahoma City Thunder,Chet Holmgren,https://en.wikipedia.org/wiki/Chet_Holmgren,930951.0,349,Chet Holmgren,2024-25,92,92,0,2678,561,1064,418,678,143,386,256,324,145,590,735,220,61,216,154,215,1521,0.527,0.617,0.37,0.79,0.63,0.594,F-C,OKC,0,0,0,0,0,853536.0,Chet Holmgren,Chet Holmgren,100.0,Oklahoma City Thunder,365,348,657866
346,228,Oklahoma City Thunder,Isaiah Joe,https://en.wikipedia.org/wiki/Isaiah_Joe,83167.0,396,Isaiah Joe,2024-25,287,24,0,4655,686,1610,201,382,485,1228,189,227,88,460,548,297,151,43,135,338,2046,0.426,0.526,0.395,0.833,0.598,0.577,G,"OKC,PHI",0,0,0,0,0,96790.0,Isaiah Joe,Isaiah Joe,100.0,Oklahoma City Thunder,366,395,657866
347,239,Oklahoma City Thunder,Dillon Jones,https://en.wikipedia.org/wiki/Dillon_Jones,59820.0,413,Dillon Jones,2024-25,27,0,0,229,22,65,15,28,7,37,8,14,18,33,51,20,5,2,10,25,59,0.338,0.536,0.189,0.571,0.415,0.392,F,OKC,0,0,0,0,0,16344.0,Dillon Jones,Dillon Jones,100.0,Oklahoma City Thunder,367,412,657866
348,324,Oklahoma City Thunder,Ajay Mitchell,https://en.wikipedia.org/wiki/Ajay_Mitchell,74127.0,540,Ajay Mitchell,2024-25,34,1,0,561,84,166,62,115,22,51,28,33,17,50,67,57,24,3,28,59,218,0.506,0.539,0.431,0.848,0.604,0.572,G,OKC,0,0,0,0,0,16470.0,Ajay Mitchell,Ajay Mitchell,100.0,Oklahoma City Thunder,368,539,657866
349,477,Oklahoma City Thunder,Cason Wallace,https://en.wikipedia.org/wiki/Cason_Wallace,131755.0,801,Cason Wallace,2024-25,123,41,0,2823,342,721,202,363,140,358,43,55,96,234,330,223,146,62,72,216,867,0.474,0.556,0.391,0.782,0.582,0.571,G,OKC,0,0,0,0,0,80067.0,Cason Wallace,Cason Wallace,100.0,Oklahoma City Thunder,370,800,657866
350,493,Oklahoma City Thunder,Aaron Wiggins,https://en.wikipedia.org/wiki/Aaron_Wiggins,167536.0,827,Aaron Wiggins,2024-25,240,64,0,4611,713,1400,504,867,209,533,205,260,221,498,719,301,157,55,202,349,1840,0.509,0.581,0.392,0.788,0.608,0.584,G,OKC,0,0,0,0,0,71304.0,Aaron Wiggins,Aaron Wiggins,100.0,Oklahoma City Thunder,371,826,657866
351,498,Oklahoma City Thunder,Jalen Williams,https://en.wikipedia.org/wiki/Jalen_Williams,491577.0,835,Jalen Williams,2024-25,187,174,0,5828,1278,2478,1033,1828,245,650,453,563,154,698,852,783,255,110,342,470,3254,0.516,0.565,0.377,0.805,0.597,0.565,G,OKC,0,0,0,0,0,285083.0,Jalen Williams,Jalen Williams,100.0,Oklahoma City Thunder,372,834,657866
352,499,Oklahoma City Thunder,Jaylin Williams,"https://en.wikipedia.org/wiki/Jaylin_Williams_(basketball,_born_2002)",41234.0,836,Jaylin Williams,2024-25,133,40,0,2042,229,536,111,224,118,312,73,97,99,447,546,221,61,47,80,234,649,0.427,0.496,0.378,0.753,0.561,0.537,F,OKC,0,0,0,0,0,159273.0,Jaylin Williams,Jaylin Williams,100.0,Oklahoma City Thunder,373,835,657866
353,500,Oklahoma City Thunder,Kenrich Williams,https://en.wikipedia.org/wiki/Kenrich_Williams,40414.0,838,Kenrich Williams,2024-25,353,71,0,7073,902,1919,599,1083,303,836,126,231,447,1015,1462,628,273,95,260,669,2233,0.47,0.553,0.362,0.545,0.553,0.549,G-F,"NOP,OKC",0,0,0,0,0,0.0,Kenrich Williams,Kenrich Williams,100.0,Oklahoma City Thunder,374,837,657866
354,12,Orlando Magic,Cole Anthony,https://en.wikipedia.org/wiki/Cole_Anthony,148353.0,19,Cole Anthony,2024-25,294,111,0,7367,1313,3153,918,1987,395,1166,709,840,206,1078,1284,1143,201,114,557,683,3730,0.416,0.462,0.339,0.844,0.529,0.479,G,ORL,0,0,0,0,0,666360.0,Cole Anthony,Cole Anthony,100.0,Orlando Magic,375,18,479654
355,21,Orlando Magic,Paolo Banchero,https://en.wikipedia.org/wiki/Paolo_Banchero,885647.0,33,Paolo Banchero,2024-25,162,162,1,5549,1203,2711,980,2022,223,689,864,1188,183,943,1126,748,138,94,477,333,3493,0.444,0.485,0.324,0.727,0.54,0.485,F,ORL,0,1,0,0,0,1130522.0,Paolo Banchero,Paolo Banchero,100.0,Orlando Magic,376,32,479654
356,37,Orlando Magic,Goga Bitadze,https://en.wikipedia.org/wiki/Goga_Bitadze,151359.0,61,Goga Bitadze,2024-25,285,88,0,4061,625,1166,564,906,61,260,264,392,434,718,1152,319,120,296,208,524,1575,0.536,0.623,0.235,0.673,0.588,0.562,C,"IND,ORL",0,0,0,0,0,49386.0,Goga Bitadze,Goga Bitadze,100.0,Orlando Magic,377,60,479654
357,39,Orlando Magic,Anthony Black,https://en.wikipedia.org/wiki/Anthony_Black_(basketball),136497.0,64,Anthony Black,2024-25,109,36,0,2136,240,552,180,363,60,189,138,200,55,189,244,234,73,45,139,202,678,0.435,0.496,0.317,0.69,0.53,0.489,G,ORL,0,0,0,0,0,157346.0,Anthony Black,Anthony Black,100.0,Orlando Magic,378,63,479654
358,66,Orlando Magic,Kentavious Caldwell-Pope,https://en.wikipedia.org/wiki/Kentavious_Caldwell-Pope,345065.0,119,Kentavious Caldwell-Pope,2024-25,877,735,0,26030,3521,8259,2036,4201,1485,4058,1353,1645,503,2118,2621,1601,1024,256,899,1630,9880,0.426,0.485,0.366,0.822,0.55,0.516,G,"DEN,DET,LAL,ORL,WAS",0,0,0,0,2,1318038.0,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,100.0,Orlando Magic,379,118,479654
359,73,Orlando Magic,Wendell Carter Jr.,https://en.wikipedia.org/wiki/Wendell_Carter_Jr.,114079.0,130,Wendell Carter Jr.,2024-25,346,316,0,9471,1591,3106,1335,2310,256,796,775,1071,780,2123,2903,699,222,258,531,993,4213,0.512,0.578,0.322,0.724,0.589,0.553,C,"CHI,ORL",0,0,0,0,0,0.0,Wendell Carter Jr.,Wendell Carter Jr.,100.0,Orlando Magic,380,129,479654
360,104,Orlando Magic,Tristan da Silva,https://en.wikipedia.org/wiki/Tristan_da_Silva,169908.0,181,Tristan Da Silva,2024-25,40,33,0,1033,131,317,82,159,49,158,31,38,51,112,163,68,18,7,37,63,342,0.413,0.516,0.31,0.816,0.512,0.491,F,ORL,0,0,0,0,0,53254.0,Tristan Da Silva,Tristan da Silva,93.75,Orlando Magic,381,180,479654
361,181,Orlando Magic,Gary Harris,https://en.wikipedia.org/wiki/Gary_Harris,80132.0,320,Gary Harris,2024-25,590,445,0,16280,2349,5257,1455,2836,894,2421,784,968,339,1037,1376,1121,654,132,625,1035,6376,0.447,0.513,0.369,0.81,0.561,0.532,G,"DEN,ORL",0,0,0,0,0,140637.0,Gary Harris,Gary Harris,100.0,Orlando Magic,382,319,479654
362,202,Orlando Magic,Caleb Houstan,https://en.wikipedia.org/wiki/Caleb_Houstan,45663.0,355,Caleb Houstan,2024-25,141,22,0,1993,175,477,32,70,143,407,45,53,70,137,207,72,34,14,39,156,538,0.367,0.457,0.351,0.849,0.538,0.517,G-F,ORL,0,0,0,0,0,0.0,Caleb Houstan,Caleb Houstan,100.0,Orlando Magic,383,354,479654
363,203,Orlando Magic,Jett Howard,https://en.wikipedia.org/wiki/Jett_Howard,119183.0,356,Jett Howard,2024-25,55,0,0,482,71,190,29,51,42,139,16,20,16,38,54,30,7,8,20,42,200,0.374,0.569,0.302,0.8,0.503,0.484,G,ORL,0,0,0,0,0,66656.0,Jett Howard,Jett Howard,100.0,Orlando Magic,384,355,479654
364,213,Orlando Magic,Jonathan Isaac,https://en.wikipedia.org/wiki/Jonathan_Isaac,173502.0,373,Jonathan Isaac,2024-25,243,108,0,5194,729,1637,521,1002,208,635,293,389,329,900,1229,201,231,330,200,396,1959,0.445,0.52,0.328,0.753,0.542,0.509,F,ORL,0,0,0,0,0,488355.0,Jonathan Isaac,Jonathan Isaac,100.0,Orlando Magic,385,372,479654
365,248,Orlando Magic,Cory Joseph,https://en.wikipedia.org/wiki/Cory_Joseph,107036.0,423,Cory Joseph,2024-25,843,175,0,17879,2185,4962,1685,3529,500,1433,834,1062,401,1640,2041,2468,609,182,841,1320,5704,0.44,0.477,0.349,0.785,0.525,0.491,G,"DET,GSW,IND,ORL,SAC,SAS,TOR",0,0,0,0,1,0.0,Cory Joseph,Cory Joseph,100.0,Orlando Magic,386,422,479654
366,302,Orlando Magic,Mac McClung,https://en.wikipedia.org/wiki/Mac_McClung,768427.0,508,Mac McClung,2024-25,5,0,0,71,12,26,7,12,5,14,4,6,3,11,14,12,1,1,6,8,33,0.462,0.583,0.357,0.667,0.576,0.558,G,"CHI,LAL,ORL,PHI",0,0,0,0,0,1229699.0,Mac McClung,Mac McClung,100.0,Orlando Magic,387,507,479654
367,378,Orlando Magic,Trevelin Queen,https://en.wikipedia.org/wiki/Trevelin_Queen,30552.0,642,Trevelin Queen,2024-25,48,2,0,605,73,191,44,87,29,104,26,30,33,49,82,56,34,19,38,55,201,0.382,0.506,0.279,0.867,0.492,0.458,G,"HOU,IND,ORL",0,0,0,0,0,19613.0,Trevelin Queen,Trevelin Queen,100.0,Orlando Magic,388,641,479654
368,440,Orlando Magic,Jalen Suggs,https://en.wikipedia.org/wiki/Jalen_Suggs,500856.0,743,Jalen Suggs,2024-25,210,173,0,5565,914,2179,579,1159,335,1020,427,545,152,548,700,695,282,126,468,560,2590,0.419,0.5,0.328,0.783,0.535,0.496,G,ORL,0,0,0,0,0,467320.0,Jalen Suggs,Jalen Suggs,100.0,Orlando Magic,389,742,479654
369,472,Orlando Magic,Franz Wagner,https://en.wikipedia.org/wiki/Franz_Wagner_(basketball),458098.0,793,Franz Wagner,2024-25,256,256,0,8204,1746,3662,1375,2538,371,1124,850,995,249,957,1206,925,264,91,484,573,4713,0.477,0.542,0.33,0.854,0.575,0.527,G-F,ORL,0,0,0,0,0,252061.0,Franz Wagner,Franz Wagner,100.0,Orlando Magic,391,792,479654
370,473,Orlando Magic,Moritz Wagner,https://en.wikipedia.org/wiki/Moritz_Wagner_(basketball),331780.0,794,Moritz Wagner,2024-25,363,57,0,6051,1187,2259,927,1457,260,802,694,860,368,1068,1436,439,185,109,418,791,3328,0.525,0.636,0.324,0.807,0.631,0.583,F-C,"BOS,LAL,ORL,WAS",0,0,0,0,0,270000.0,Moritz Wagner,Moritz Wagner,100.0,Orlando Magic,392,793,479654
371,42,Philadelphia 76ers,Adem Bona,https://en.wikipedia.org/wiki/Adem_Bona,97605.0,72,Adem Bona,2024-25,26,1,0,250,25,33,25,33,0,0,19,29,22,42,64,6,3,17,17,43,69,0.758,0.758,,0.655,0.754,0.758,F-C,PHI,0,0,0,0,0,36799.0,Adem Bona,Adem Bona,100.0,Philadelphia 76ers,393,71,682002
372,62,Philadelphia 76ers,Jared Butler,https://en.wikipedia.org/wiki/Jared_Butler,60857.0,112,Jared Butler,2024-25,119,2,0,1348,257,555,183,335,74,220,73,92,29,119,148,276,63,21,115,147,661,0.463,0.546,0.336,0.793,0.555,0.53,G,"OKC,PHI,UTA,WAS",0,0,0,0,0,60954.0,Jared Butler,Jared Butler,100.0,Philadelphia 76ers,394,111,682002
373,97,Philadelphia 76ers,Ricky Council IV,https://en.wikipedia.org/wiki/Ricky_Council_IV,100961.0,169,Ricky Council IV,2024-25,66,3,0,775,124,282,92,178,32,104,106,134,37,90,127,46,20,7,25,46,386,0.44,0.517,0.308,0.791,0.566,0.496,G,PHI,0,0,0,0,0,49788.0,Ricky Council IV,Ricky Council IV,100.0,Philadelphia 76ers,395,168,682002
374,120,Philadelphia 76ers,Jeff Dowtin,https://en.wikipedia.org/wiki/Jeff_Dowtin,32291.0,210,Jeff Dowtin,2024-25,65,0,0,730,82,189,62,125,20,64,23,32,20,67,87,98,29,8,18,32,207,0.434,0.496,0.313,0.719,0.51,0.487,G,"GSW,MIL,ORL,PHI,TOR",0,0,0,0,1,16225.0,Jeff Dowtin,Jeff Dowtin,100.0,Philadelphia 76ers,396,209,682002
375,121,Philadelphia 76ers,Andre Drummond,https://en.wikipedia.org/wiki/Andre_Drummond,531596.0,213,Andre Drummond,2024-25,891,655,2,23987,4700,8671,4684,8540,16,131,1774,3667,3726,7154,10880,1087,1126,1140,1613,2571,11190,0.542,0.548,0.122,0.484,0.544,0.543,C,"BRK,CHI,CLE,DET,LAL,PHI",0,0,0,1,0,1275958.0,Andre Drummond,Andre Drummond,100.0,Philadelphia 76ers,397,212,682002
376,131,Philadelphia 76ers,Justin Edwards,"https://en.wikipedia.org/wiki/Justin_Edwards_(basketball,_born_2003)",70752.0,227,Justin Edwards,2024-25,12,0,0,221,31,63,19,26,12,37,3,5,7,24,31,12,4,3,10,22,77,0.492,0.731,0.324,0.6,0.59,0.587,G,PHI,0,0,0,0,0,55694.0,Justin Edwards,Justin Edwards,100.0,Philadelphia 76ers,398,226,682002
377,134,Philadelphia 76ers,Joel Embiid,https://en.wikipedia.org/wiki/Joel_Embiid,2267283.0,233,Joel Embiid,2024-25,446,446,7,14216,4076,8116,3551,6576,525,1540,3711,4481,994,3941,4935,1623,408,733,1526,1356,12388,0.502,0.54,0.341,0.828,0.614,0.535,C,PHI,1,0,0,5,0,7515746.0,Joel Embiid,Joel Embiid,100.0,Philadelphia 76ers,399,232,682002
378,154,Philadelphia 76ers,Paul George,https://en.wikipedia.org/wiki/Paul_George,1154406.0,272,Paul George,2024-25,894,846,9,30065,6324,14383,4006,8341,2318,6042,3530,4137,744,4879,5623,3319,1513,391,2389,2388,18496,0.44,0.48,0.384,0.853,0.571,0.52,F-G,"IND,LAC,OKC,PHI",0,0,0,6,0,10097062.0,Paul George,Paul George,100.0,Philadelphia 76ers,400,271,682002
379,163,Philadelphia 76ers,Eric Gordon,https://en.wikipedia.org/wiki/Eric_Gordon,240337.0,284,Eric Gordon,2024-25,916,659,0,28672,4794,11160,2730,5595,2064,5565,2401,2965,336,1765,2101,2486,769,322,1669,1605,14053,0.43,0.488,0.371,0.81,0.564,0.522,G-F,"HOU,LAC,NOH,NOP,PHI,PHO",0,0,0,0,0,241947.0,Eric Gordon,Eric Gordon,100.0,Philadelphia 76ers,401,283,682002
380,171,Philadelphia 76ers,Quentin Grimes,https://en.wikipedia.org/wiki/Quentin_Grimes,261536.0,299,Quentin Grimes,2024-25,208,101,0,4833,643,1475,265,467,378,1008,178,232,116,466,582,344,141,53,173,386,1842,0.436,0.567,0.375,0.767,0.584,0.564,G,"DAL,DET,NYK,PHI",0,0,0,0,0,228224.0,Quentin Grimes,Quentin Grimes,100.0,Philadelphia 76ers,402,298,682002
381,199,Philadelphia 76ers,Jalen Hood-Schifino,https://en.wikipedia.org/wiki/Jalen_Hood-Schifino,124939.0,350,Jalen Hood-Schifino,2024-25,23,0,0,123,11,46,9,31,2,15,14,22,3,11,14,9,3,3,10,16,38,0.239,0.29,0.133,0.636,0.341,0.261,G,LAL,0,0,0,0,0,105733.0,Jalen Hood-Schifino,Jalen Hood-Schifino,100.0,Philadelphia 76ers,403,349,682002
382,284,Philadelphia 76ers,Kyle Lowry,https://en.wikipedia.org/wiki/Kyle_Lowry,650884.0,479,Kyle Lowry,2024-25,1163,898,6,36518,5240,12370,3042,6396,2198,5974,3644,4470,889,4051,4940,7071,1491,348,2625,3146,16322,0.424,0.476,0.368,0.815,0.569,0.512,G,"HOU,MEM,MIA,PHI,TOR",0,0,0,1,1,1394660.0,Kyle Lowry,Kyle Lowry,100.0,Philadelphia 76ers,404,478,682002
